il,ilce,mahalle,lat,lon,silme_nedeni
BOLU,MERKEZ,KIRHA YAYLASI (KIRHA KÖYÜ),40.5922985,30.225805399999995,il_disi_duzeltilemedi
BOLU,MERKEZ,KOLCA (KUZÖRENDAĞLI KÖYÜ),41.8824216,33.400991299999994,il_disi_duzeltilemedi
BOLU,MERKEZ,KOLKÖY YAYLASI (KOLKÖY KÖYÜ),38.009258,33.740528,il_disi_duzeltilemedi
BOLU,MERKEZ,KOVALAKLAR (SEMERCİLER KÖYÜ),38.60198100000001,36.119281,il_disi_duzeltilemedi
BOLU,MERKEZ,KUZFINDIK YAYLASI (KUZFINDIK KÖYÜ),36.7742344,36.2938147,il_disi_duzeltilemedi
BOLU,MERKEZ,KUZÖRENDAĞLI YAYLASI (KUZÖRENDAĞLI KÖYÜ),40.42304059999999,32.8813936,il_disi_duzeltilemedi
BOLU,MERKEZ,KÂHYALAR (BAHÇEKÖY KÖYÜ),37.4778449,40.48380639999999,il_disi_duzeltilemedi
BOLU,MERKEZ,KÖROĞLU (KUZÖRENEMİRLER KÖYÜ),41.989853000000004,33.55808999999999,il_disi_duzeltilemedi
BOLU,MERKEZ,KÖSELER (ÇEPNİ KÖYÜ),38.224379799999994,35.9171069,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (AFŞAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (AHMETLER KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (AKÇAALAN KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (AVDAN KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (AĞAÇÇILAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (AŞAĞIKUZÖREN KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (AŞAĞIÇAMLI KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (BAHÇEKÖY KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (BAKIRLI KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (BALTALI KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (BANAZ KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (BAĞIŞLAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (BERK KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (BOZARMUT KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (BÜNÜŞ KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (DEMİRCİLER KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (DERECEÖREN KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (DEĞİRMENBELİ KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (DEĞİRMENDERESİ KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (DOĞANCI KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (ERİCEK KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (FASIL KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (GÖKPINAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (GÖLCÜK KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (GÖLKÖY KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (GÜNEYFELEKETTİN KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (GÜVEM KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (IŞIKLAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (KANDAMIŞ KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (KARAMANLAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (KARCA KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (KETENLER KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (KINDIRA KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (KIRHA KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (KIZILAĞIL KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (KOLKÖY KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (KUZFINDIK KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (KUZÖRENDAĞLI KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (KUZÖRENEMİRLER KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (KÖPRÜCÜLER KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (KÜPLÜCE KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (MURATLAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (MUSLUKLAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (MÜSTAKİMLER KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (NUHLAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (OKÇULAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (PİRAHMETLER KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (PİROĞLU KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (RÜZGARLAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (SARAYCIK KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (SAZAKŞEYHLER KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (SAÇÇILAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (SEBENARDI KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (SEMERCİLER KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (SULTAN KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (SULTANBEY KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (SUSUZKINIK KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (TARAKÇI KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (TATLAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (TAŞÇILAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (TEKKEDERE KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (TETEMEÇELE KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (TOKMAKLAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (ULUMESCİT KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (YAKUPLAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (YAYLADINLAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (YAZIÖREN KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (YENİCEPINAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (YENİGÜNEY KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (YENİKÖY KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (YENİPELİTÇİK KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (YENİSEFA KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (YEŞİLKÖY KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (YEŞİLÇELE KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (YOLÇATI KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (YUKARIÇAMLI KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (YUMRUKAYA KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (ÇAMYAYLA KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (ÇANAKÇILAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (ÇATAKÖREN KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (ÇAYGÖKPINAR KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (ÇAYIRKÖY KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (ÇUKURÖREN KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (ÇÖMLEKÇİLER KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (ÖRENCİK KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ (ÖRENCİK KÖYÜ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ YAYLA (SEBENARDI KÖYÜ),38.4024705,36.2715701,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEZ YAYLASI (AFŞAR KÖYÜ),38.4024705,36.2715701,il_disi_duzeltilemedi
BOLU,MERKEZ,MERKEŞLER YAYLASI (MERKEŞLER KÖYÜ),40.616965099999994,32.44803189999999,il_disi_duzeltilemedi
BOLU,MERKEZ,MUSA (KUZÖRENEMİRLER KÖYÜ),39.6555018,41.6956122,il_disi_duzeltilemedi
BOLU,MERKEZ,MUSLAR (GÜNEYFELEKETTİN KÖYÜ),40.3816016,31.6289766,ilce_disi_duzeltilemedi
BOLU,MERKEZ,NAKIBLAR (GÜNEYFELEKETTİN KÖYÜ),36.6962829,32.61286779999999,il_disi_duzeltilemedi
BOLU,MERKEZ,NUHLAR YAYLASI (NUHLAR KÖYÜ),41.20797639999999,28.4862613,il_disi_duzeltilemedi
BOLU,MERKEZ,OCUKLAR YAYLASI (TATLAR KÖYÜ),38.054579499999996,35.2075821,il_disi_duzeltilemedi
BOLU,MERKEZ,ORTA (KOZLU KÖYÜ),41.0811163,36.82535879999999,il_disi_duzeltilemedi
BOLU,MERKEZ,ORTA (RÜZGARLAR KÖYÜ),41.0811163,36.82535879999999,il_disi_duzeltilemedi
BOLU,MERKEZ,ORTA (ULUMESCİT KÖYÜ),41.0811163,36.82535879999999,il_disi_duzeltilemedi
BOLU,MERKEZ,OĞULDURUK (OĞULDURUK KÖYÜ),38.9911469,28.304321199999997,il_disi_duzeltilemedi
BOLU,MERKEZ,OĞULDURUK MERKEZ (OĞULDURUK KÖYÜ),38.9911469,28.304321199999997,il_disi_duzeltilemedi
BOLU,MERKEZ,POYRAZLAR (ULUMESCİT KÖYÜ),40.8347333,30.478065800000003,il_disi_duzeltilemedi
BOLU,MERKEZ,SADIKLAR (MESÇİÇELE KÖYÜ),36.942032299999994,31.800251099999997,il_disi_duzeltilemedi
BOLU,MERKEZ,SARAYCIK (SARAYCIK KÖYÜ),38.1842785,35.940334799999995,il_disi_duzeltilemedi
BOLU,MERKEZ,SARAYCIK YAYLASI (SARAYCIK KÖYÜ),41.008573600000005,35.1953156,il_disi_duzeltilemedi
BOLU,MERKEZ,SARAÇ (ERİCEK KÖYÜ),39.3300803,36.19708889999999,il_disi_duzeltilemedi
BOLU,MERKEZ,SARIAHMETLER (ÇOBANKAYA KÖYÜ),41.02634799999999,30.442972000000005,il_disi_duzeltilemedi
BOLU,MERKEZ,SOFTALAR (PİROĞLU KÖYÜ),40.274349,30.444342000000002,il_disi_duzeltilemedi
BOLU,MERKEZ,SUSUZKINIK YAYLASI (SUSUZKINIK KÖYÜ),37.2977811,31.8971171,il_disi_duzeltilemedi
BOLU,MERKEZ,TARAKÇI YAYLASI (TARAKÇI KÖYÜ),36.4786702,32.45504,il_disi_duzeltilemedi
BOLU,MERKEZ,TATARLAR (GÜVEM KÖYÜ),41.83586499999999,26.886010999999996,il_disi_duzeltilemedi
BOLU,MERKEZ,TATAROĞLU (MERKEŞLER KÖYÜ),38.3599647,35.3299927,il_disi_duzeltilemedi
BOLU,MERKEZ,TATLAR YAYLASI (TATLAR KÖYÜ),40.6382368,32.28419459999999,ilce_disi_duzeltilemedi
BOLU,MERKEZ,TAŞOLUK (TAŞOLUK KÖYÜ),38.89006419999999,36.571082999999994,il_disi_duzeltilemedi
BOLU,MERKEZ,TAŞOLUK MERKEZ (TAŞOLUK KÖYÜ),38.04695480000001,28.646248099999998,il_disi_duzeltilemedi
BOLU,MERKEZ,TEKELER (PİROĞLU KÖYÜ),37.538596600000005,27.7856769,il_disi_duzeltilemedi
BOLU,MERKEZ,TEKNELER (ÇAYGÖKPINAR KÖYÜ),41.01946770000001,30.343310100000004,il_disi_duzeltilemedi
BOLU,MERKEZ,TÜRKMENLER (PELİTCİK KÖYÜ),40.1626256,38.2636042,il_disi_duzeltilemedi
BOLU,MERKEZ,URAN (FASIL KÖYÜ),38.5166987,41.6973122,il_disi_duzeltilemedi
BOLU,MERKEZ,VAYISLAR (ÇOBANKAYA KÖYÜ),37.49161409999999,34.03974399999999,il_disi_duzeltilemedi
BOLU,MERKEZ,YAKA (KARAMANLAR KÖYÜ),38.10135999999999,31.0400718,il_disi_duzeltilemedi
BOLU,MERKEZ,YANIKLAR (TOPARDIÇ KÖYÜ),39.8859285,26.767302699999995,il_disi_duzeltilemedi
BOLU,MERKEZ,YAYLA (FASIL KÖYÜ),38.6228579,27.1424538,il_disi_duzeltilemedi
BOLU,MERKEZ,YAYLA EVLERİ (YENİSEFA KÖYÜ),40.42591949999999,33.06154409999999,il_disi_duzeltilemedi
BOLU,MERKEZ,YAZIÖREN (YAZIÖREN KÖYÜ),41.243523,31.811664999999998,il_disi_duzeltilemedi
BOLU,MERKEZ,YENİ (ERİCEK KÖYÜ),37.76644559999999,38.2573333,il_disi_duzeltilemedi
BOLU,MERKEZ,YENİALLE,36.69325829999999,32.805500099999996,il_disi_duzeltilemedi
BOLU,MERKEZ,YENİGÜNEY YAYLASI (YENİGÜNEY KÖYÜ),40.6187007,31.210131099999998,ilce_disi_duzeltilemedi
BOLU,MERKEZ,YENİKÖY (YENİKÖY KÖYÜ),37.9165849,40.19699119999999,il_disi_duzeltilemedi
BOLU,MERKEZ,YUKARI (AYDINCIK KÖYÜ),37.3371721,41.885753799999996,il_disi_duzeltilemedi
BOLU,MERKEZ,YUKARI (BALTALI KÖYÜ),37.3371721,41.885753799999996,il_disi_duzeltilemedi
BOLU,MERKEZ,YUKARI (BANAZ KÖYÜ),37.3371721,41.885753799999996,il_disi_duzeltilemedi
BOLU,MERKEZ,YUKARI (HAMZABEY KÖYÜ),37.3371721,41.885753799999996,il_disi_duzeltilemedi
BOLU,MERKEZ,YUKARI (SARAYCIK KÖYÜ),37.3371721,41.885753799999996,il_disi_duzeltilemedi
BOLU,MERKEZ,YUKARI (SAZAKŞEYHLER KÖYÜ),37.3371721,41.885753799999996,il_disi_duzeltilemedi
BOLU,MERKEZ,YUKARI (YENİSEFA KÖYÜ),37.3371721,41.885753799999996,il_disi_duzeltilemedi
BOLU,MERKEZ,YUKARI YAYLASI (AYDINCIK KÖYÜ),40.8602942,33.9838919,il_disi_duzeltilemedi
BOLU,MERKEZ,YUKARI YAYLASI (HAMZABEY KÖYÜ),40.8602942,33.9838919,il_disi_duzeltilemedi
BOLU,MERKEZ,YUKARIÇAMLI YAYLASI (YUKARIÇAMLI KÖYÜ),40.896101099999996,41.0564135,il_disi_duzeltilemedi
BOLU,MERKEZ,YUVA MERKEZ (YUVA KÖYÜ),38.5767456,34.4146227,il_disi_duzeltilemedi
BOLU,MERKEZ,YUVA MERKEZ (YUVA KÖYÜ),38.5767456,34.4146227,il_disi_duzeltilemedi
BOLU,MERKEZ,YUVALCA (KUZÖRENEMİRLER KÖYÜ),37.34578770000001,39.8639549,il_disi_duzeltilemedi
BOLU,MERKEZ,ZAHMANLAR YAYLASI (BÜRNÜK KÖYÜ),40.6664508,32.38095479999999,ilce_disi_duzeltilemedi
BOLU,MERKEZ,ÇAKILDERE (MERKEŞLER KÖYÜ),40.974059999999994,42.62685,il_disi_duzeltilemedi
BOLU,MERKEZ,ÇAMPINAR (ÇAMPINAR KÖYÜ),40.38099499999999,29.7409425,il_disi_duzeltilemedi
BOLU,MERKEZ,ÇAMPINAR MERKEZ (ÇAMPINAR KÖYÜ),40.38099499999999,29.7409425,il_disi_duzeltilemedi
BOLU,MERKEZ,ÇAMYAYLA (ÇAMYAYLA KÖYÜ),39.9248082,29.925771399999995,il_disi_duzeltilemedi
BOLU,MERKEZ,ÇAMYAYLA YAYLASI (ÇAMYAYLA KÖYÜ),40.393589699999985,32.9057931,il_disi_duzeltilemedi
BOLU,MERKEZ,ÇATAK (KIZILAĞIL KÖYÜ),38.0069067,43.0591978,il_disi_duzeltilemedi
BOLU,MERKEZ,ÇATAK (YENİSEFA KÖYÜ),38.0069067,43.0591978,il_disi_duzeltilemedi
BOLU,MERKEZ,ÇATAKÖREN YAYLASI (ÇATAKÖREN KÖYÜ),38.030757,33.857349299999996,il_disi_duzeltilemedi
BOLU,MERKEZ,ÇAYGÖKPINAR YAYLASI (ÇAYGÖKPINAR KÖYÜ),38.690929000000004,30.381550000000004,il_disi_duzeltilemedi
BOLU,MERKEZ,ÇENGELLER (YUKARIÇAMLI KÖYÜ),40.189524399999996,30.2885342,il_disi_duzeltilemedi
BOLU,MERKEZ,ÇEPNİ YAYLASI (ÇEPNİ KÖYÜ),40.589438699999995,31.240993100000004,ilce_disi_duzeltilemedi
BOLU,MERKEZ,ÇUKUR (PİROĞLU KÖYÜ),41.4683993,26.8199663,il_disi_duzeltilemedi
BOLU,MERKEZ,ÖRENCİK (KARCA KÖYÜ),39.40817469999999,30.666728600000003,il_disi_duzeltilemedi
BOLU,MERKEZ,İMAMLAR (BANAZ KÖYÜ),40.92124999999999,30.368689199999995,il_disi_duzeltilemedi
BOLU,MERKEZ,İMAMLAR (GÜNEYFELEKETTİN KÖYÜ),40.92124999999999,30.368689199999995,il_disi_duzeltilemedi
BOLU,MERKEZ,İMAMLAR (KOZLU KÖYÜ),40.92124999999999,30.368689199999995,il_disi_duzeltilemedi
BOLU,MERKEZ,ŞABANLAR (PELİTCİK KÖYÜ),39.65065799999999,28.493017,il_disi_duzeltilemedi
BOLU,MERKEZ,ŞEREMETLER (RÜZGARLAR KÖYÜ),39.650890000000004,28.157604,il_disi_duzeltilemedi
BOLU,MUDURNU,BÜYÜKCAMİ,41.5700342,35.9029425,il_disi_duzeltilemedi
BOLU,MUDURNU,KARACAKAYA,41.4316477,34.1528291,il_disi_duzeltilemedi
BOLU,MUDURNU,MUSALLA,41.5203899,34.2178203,il_disi_duzeltilemedi
BURDUR,ALTINYAYLA,GÜLPINAR,38.418666,34.3637202,il_disi_duzeltilemedi
BURDUR,ALTINYAYLA,HEYBELİ,37.3211045,41.0315944,il_disi_duzeltilemedi
BURDUR,ALTINYAYLA,TAŞYAKA,38.0178731,42.1733586,il_disi_duzeltilemedi
BURDUR,ALTINYAYLA,YENİ,36.2672587,32.3262561,il_disi_duzeltilemedi
BURDUR,AĞLASUN,BALA,37.9209772,28.9224851,il_disi_duzeltilemedi
BURDUR,AĞLASUN,HAMAM,36.6434047,33.3761277,il_disi_duzeltilemedi
BURDUR,AĞLASUN,KIRAÇ,41.1359442,42.5849027,il_disi_duzeltilemedi
BURDUR,AĞLASUN,KUM,40.0948786,39.0485927,il_disi_duzeltilemedi
BURDUR,AĞLASUN,SAKARCA,40.388672,34.039166,il_disi_duzeltilemedi
BURDUR,AĞLASUN,ÇINAR,37.7236768,40.4151087,il_disi_duzeltilemedi
BURDUR,BUCAK,ALAATTİN,37.4745222,29.3184654,il_disi_duzeltilemedi
BURDUR,BUCAK,ATİLLA ,38.4072633,27.1259491,il_disi_duzeltilemedi
BURDUR,BUCAK,CAMİİ,41.4320513,36.1487427,il_disi_duzeltilemedi
BURDUR,BUCAK,FATİH,41.0192846,28.9479296,il_disi_duzeltilemedi
BURDUR,BUCAK,KONAK,37.6736006,44.066146,il_disi_duzeltilemedi
BURDUR,BUCAK,MEHMET AKİF,41.0074656,29.1379873,il_disi_duzeltilemedi
BURDUR,BUCAK,MİMAR SİNAN,38.6997541,27.0311673,il_disi_duzeltilemedi
BURDUR,BUCAK,ONAÇ,40.7577953,34.3897456,il_disi_duzeltilemedi
BURDUR,BUCAK,OĞUZHAN,38.9688965,42.6245948,il_disi_duzeltilemedi
BURDUR,BUCAK,PAZAR,41.1802584,40.8868482,il_disi_duzeltilemedi
BURDUR,BUCAK,SANAYİ,39.8454593,33.5264714,il_disi_duzeltilemedi
BURDUR,BUCAK,YUNUS EMRE,40.0324196,32.8971405,il_disi_duzeltilemedi
BURDUR,BUCAK,YÖRÜKLER,37.6277068,27.9579023,il_disi_duzeltilemedi
BURDUR,BUCAK,ÇAMLICA,36.4301431,32.2788315,il_disi_duzeltilemedi
BURDUR,BUCAK,ÇAVUŞLAR,38.83308,44.12701,il_disi_duzeltilemedi
BURDUR,BUCAK,ÇUKUR,41.4683993,26.8199663,il_disi_duzeltilemedi
BURDUR,GÖLHİSAR,ARMUTLU,40.5196199,28.8280114,il_disi_duzeltilemedi
BURDUR,GÖLHİSAR,FATİH,41.0192846,28.9479296,il_disi_duzeltilemedi
BURDUR,GÖLHİSAR,HORZUM,37.299221,38.7784917,il_disi_duzeltilemedi
BURDUR,GÖLHİSAR,KONAK,37.6736006,44.066146,il_disi_duzeltilemedi
BURDUR,GÖLHİSAR,PAZAR,41.1802584,40.8868482,il_disi_duzeltilemedi
BURDUR,GÖLHİSAR,ULUCAMİİ,40.3959341,30.4927551,il_disi_duzeltilemedi
BURDUR,GÖLHİSAR,ÇAKMAK,37.8145205,37.7422088,il_disi_duzeltilemedi
BURDUR,GÖLHİSAR,ÇEŞME,38.3244044,26.3029604,il_disi_duzeltilemedi
BURDUR,KARAMANLI,BARBAROS,38.3236263,26.5803075,il_disi_duzeltilemedi
BURDUR,KARAMANLI,CAMİİ,41.4320513,36.1487427,il_disi_duzeltilemedi
BURDUR,KARAMANLI,EŞELER,39.44706,29.28904,il_disi_duzeltilemedi
BURDUR,KARAMANLI,FATİH,41.0192846,28.9479296,il_disi_duzeltilemedi
BURDUR,KARAMANLI,HÜRRİYET,40.9026067,29.2306579,il_disi_duzeltilemedi
BURDUR,KARAMANLI,KARAMAN,36.844384,37.6530163,il_disi_duzeltilemedi
BURDUR,KARAMANLI,PAZAR,41.1802584,40.8868482,il_disi_duzeltilemedi
BURDUR,KARAMANLI,YENİ,36.2672587,32.3262561,il_disi_duzeltilemedi
BURDUR,KARAMANLI,ZAFER,40.9988198,36.5607773,il_disi_duzeltilemedi
BURDUR,KARAMANLI,ÇAMLIK,37.3510902,31.6389452,il_disi_duzeltilemedi
BURDUR,KARAMANLI,İSTİKLAL,36.2776331,32.3189553,il_disi_duzeltilemedi
BURDUR,KEMER,KONAK,37.6736006,44.066146,il_disi_duzeltilemedi
BURDUR,KEMER,SARAY,38.6493544,44.1695498,il_disi_duzeltilemedi
BURDUR,KEMER,YENİ CAMİİ,36.2028823,36.1642768,il_disi_duzeltilemedi
BURDUR,MERKEZ,ARMUT (GÖKÇEBAĞ KÖYÜ),37.7276117,29.897402,ilce_disi_duzeltilemedi
BURDUR,MERKEZ,AŞAĞI (ÇALLICA KÖYÜ),37.3367949,41.896451,il_disi_duzeltilemedi
BURDUR,MERKEZ,AŞAĞI TEKKEÖNÜ (ASKERİYE KÖYÜ),39.345852,35.658928,il_disi_duzeltilemedi
BURDUR,MERKEZ,BAŞAKEVLER (GÖKÇEBAĞ KÖYÜ),38.31138490000001,41.38109049999999,il_disi_duzeltilemedi
BURDUR,MERKEZ,CAMİ (AKYAYLA KÖYÜ),38.02912859999999,38.18339449999999,il_disi_duzeltilemedi
BURDUR,MERKEZ,CAMİ (ASKERİYE KÖYÜ),38.02912859999999,38.18339449999999,il_disi_duzeltilemedi
BURDUR,MERKEZ,FATİH (BÜĞDÜZ KÖYÜ),37.914412799999994,40.2124262,il_disi_duzeltilemedi
BURDUR,MERKEZ,HAL (ASKERİYE KÖYÜ),38.7718313,38.91908659999999,il_disi_duzeltilemedi
BURDUR,MERKEZ,KARA TAŞ (GÖKÇEBAĞ KÖYÜ),37.5149946,36.9642996,il_disi_duzeltilemedi
BURDUR,MERKEZ,KARADERE (ASKERİYE KÖYÜ),40.64999999999999,29.9666667,il_disi_duzeltilemedi
BURDUR,MERKEZ,KARŞI (AKYAYLA KÖYÜ),37.73819269999999,27.647497899999998,il_disi_duzeltilemedi
