il,ilce,mahalle,lat,lon,silme_nedeni
ADANA,ALADAĞ,MANSURLU,36.2206931,36.2316563,il_disi_duzeltilemedi
ADANA,ALADAĞ,SİNANPAŞA,38.7451878,30.2452121,il_disi_duzeltilemedi
ADANA,CEYHAN,ÇATALHÜYÜK,37.7958567,32.5311842,il_disi_duzeltilemedi
ADANA,FEKE,KARACAOĞLAN,36.6671607,33.7324627,il_disi_duzeltilemedi
ADANA,FEKE,İSLAM,37.2033123,36.5805037,il_disi_duzeltilemedi
ADANA,KARATAŞ,SARIMSAK,41.6507347,35.1237439,il_disi_duzeltilemedi
ADANA,KOZAN,AKKAYA,40.872227,34.6295273,il_disi_duzeltilemedi
ADANA,KOZAN,HAMAM,36.6434047,33.3761277,il_disi_duzeltilemedi
ADANA,KOZAN,KEMERKÖY,41.13377,40.768658,il_disi_duzeltilemedi
ADANA,SARIÇAM,ERTUĞRULGAZİ,40.0972951,29.5192766,il_disi_duzeltilemedi
ADANA,SARIÇAM,SULUCA,39.3040807,42.7526737,il_disi_duzeltilemedi
ADANA,SAİMBEYLİ,FATİH,41.0192846,28.9479296,il_disi_duzeltilemedi
ADANA,SAİMBEYLİ,NARLIDERE,40.2407621,29.2981692,il_disi_duzeltilemedi
ADANA,SAİMBEYLİ,YEŞİLBAĞLAR,40.778122,42.123341,il_disi_duzeltilemedi
ADANA,SAİMBEYLİ,İSLAM,37.2033123,36.5805037,il_disi_duzeltilemedi
ADANA,SEYHAN,YENİ ,36.2672587,32.3262561,il_disi_duzeltilemedi
ADANA,YÜREĞİR,GAZİPAŞA,36.2682712,32.3175066,il_disi_duzeltilemedi
ADIYAMAN,BESNİ,DUMLUPINAR,38.8543635,29.9776411,il_disi_duzeltilemedi
ADIYAMAN,BESNİ,KORUPINAR,41.9325012,33.7223208,il_disi_duzeltilemedi
ADIYAMAN,BESNİ,ÇAT,39.6119487,40.9774206,il_disi_duzeltilemedi
ADIYAMAN,GERGER,FATİH,41.0192846,28.9479296,il_disi_duzeltilemedi
ADIYAMAN,GERGER,MERKEZ,40.0371641,32.8970859,il_disi_duzeltilemedi
ADIYAMAN,GERGER,YENİ,36.2672587,32.3262561,il_disi_duzeltilemedi
ADIYAMAN,GÖLBAŞI,ASFALT,38.195656,27.8893873,il_disi_duzeltilemedi
ADIYAMAN,GÖLBAŞI,CUMHURİYET,41.0171118,28.8529333,il_disi_duzeltilemedi
ADIYAMAN,GÖLBAŞI,FATİH,41.0192846,28.9479296,il_disi_duzeltilemedi
ADIYAMAN,GÖLBAŞI,HÜRRİYET,40.9026067,29.2306579,il_disi_duzeltilemedi
ADIYAMAN,GÖLBAŞI,MİMAR SİNAN,38.6997541,27.0311673,il_disi_duzeltilemedi
ADIYAMAN,GÖLBAŞI,YAVUZ SELİM,37.797042,38.6103388,ilce_disi_duzeltilemedi
ADIYAMAN,GÖLBAŞI,YENİ,36.2672587,32.3262561,il_disi_duzeltilemedi
ADIYAMAN,GÖLBAŞI,YENİKENT,38.8692104,29.2872268,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,ABDULLAH BEY (ARILI KÖYÜ),41.01215370414999,29.079457467661346,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,ACOĞLU (GELDİBULDU KÖYÜ),41.422667399999995,32.18144949999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,AKDAMAR (BOZPINAR KÖYÜ),37.622883,38.47776799999999,ilce_disi_duzeltilemedi
ADIYAMAN,KAHTA,AKINCILAR ATATÜRK (AKINCILAR BELDESİ),38.94342509999999,29.1341781,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,AKPINAR (KAVAKLI KÖYÜ),37.8458689,40.6676095,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,AKTOPRAK (ERİKLİ KÖYÜ),40.5797612,29.4775879,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,AKÇA (ARILI KÖYÜ),38.2590695,27.1019401,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,AKÇAKENT (OLUKLU KÖYÜ),39.625024399999994,34.0962165,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,AKÇALI (AKKUŞ KÖYÜ),37.5969933,44.2108192,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,AKÇAVEREN (İKİZCE KÖYÜ),38.0177435,34.277806999999996,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,ASKERAN (YOLALTI KÖYÜ),38.0504605,38.4294009,ilce_disi_duzeltilemedi
ADIYAMAN,KAHTA,ATAKÖY (ULUPINAR KÖYÜ),40.7008868,40.2277519,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,ATATÜRK (BÖLÜKYAYLA BELDESİ),37.189575999999995,40.599674,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,ATLI (GÖLGELİ KÖYÜ),40.900783999999994,42.038525,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,AYDINLAR (ARILI KÖYÜ),37.49161409999999,34.03974399999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,AŞAĞI TUĞLU (TUĞLU KÖYÜ),36.94190029999999,39.31929589999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,BAHÇE (BELÖREN KÖYÜ),38.121890199999996,39.3906433,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,BAHÇE (GELDİBULDU KÖYÜ),38.121890199999996,39.3906433,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,BAKACAK (ULUPINAR KÖYÜ),40.5390781,30.0817969,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,BERBANOS (TUĞLU KÖYÜ),37.2549265,42.474011399999995,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,BEYPINAR (KAYADİBİ KÖYÜ),38.073656899999996,40.9141821,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,BEŞEVLER (DUT KÖYÜ),38.31138490000001,41.38109049999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,BIRBIR (ÇIRALIK KÖYÜ),40.5420103,37.646703,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,BUHARA (GÖÇERİ KÖYÜ),37.15089,38.7741455,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,CUMHURİYET (BÖLÜKYAYLA BELDESİ),37.4185645,41.3693734,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,DALİNCE (SIRACA KÖYÜ),37.5486856,37.82812929999999,ilce_disi_duzeltilemedi
ADIYAMAN,KAHTA,DAMLI (ECELER KÖYÜ),37.9958905,42.0602383,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,DEREBAŞI (ÇUKURTAŞ KÖYÜ),38.8451725,39.3427683,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,DOĞANTEPE (OLUKLU KÖYÜ),40.5097661,30.347547099999993,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,DUMANLI (ÇAYBAŞI KÖYÜ),40.6910308,33.2396181,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,DİKMETAŞ (YAPRAKLI KÖYÜ),38.270217,39.75659149999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,ESENTEPE (DARDAĞAN KÖYÜ),39.105645499999994,39.55282849999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,FATİH (BÖLÜKYAYLA BELDESİ),37.914412799999994,40.2124262,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,GEDİK (ALİDAM KÖYÜ),38.302986700000005,38.251370599999994,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,GÖLLÜK (KOZAĞAÇ KÖYÜ),39.03855719999999,35.90769769999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,GÖMLEK (ESKİ KAHTA KÖYÜ),38.8577976,35.6710464,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,GÜLVEREN (KARADUT KÖYÜ),38.567919,35.81759149999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,GÜMÜŞKAYA (DAMLACIK KÖYÜ),40.4630839,39.37232339999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,GÜZELKENT (BÜYÜKBAĞ KÖYÜ),39.24528899999999,41.298671999999996,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,HACERİ (ÇAYBAŞI KÖYÜ),39.1279513,39.70263229999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,HALİFAN (BOSTANLI KÖYÜ),37.93086739999999,41.951353899999994,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,HÜSEYİNLİ (YENİKUŞAK KÖYÜ),38.262647799999996,35.7413363,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,HİSAR (BURMAPINAR KÖYÜ),39.8297423,30.3195783,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,KAMIŞLI (ÇAYBAŞI KÖYÜ),37.553871,34.9502304,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,KANBOĞAZI (KARADUT KÖYÜ),41.5176336,32.0870701,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,KARABAĞ (TAŞLICA KÖYÜ),40.2364564,43.6100078,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,KARAGÜL (NARİNCE KÖYÜ),41.02840979999999,30.093240799999993,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,KARAKUŞ (BAĞÖZÜ KÖYÜ),40.164604,43.019875,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,KARAMAĞARA (GÜDÜLGE KÖYÜ),38.474194,37.177223899999994,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,KARANFİL (DAMLACIK KÖYÜ),36.830124399999995,37.97315119999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,KARAPINAR (TÜTENOCAK KÖYÜ),37.761112499999996,38.2453204,ilce_disi_duzeltilemedi
ADIYAMAN,KAHTA,KARATAŞ (KARATAŞ KÖYÜ),37.5149946,36.9642996,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,KARATUT (ÇALTILI KÖYÜ),38.0662976,36.955434999999994,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,KEKLİK (GÜZELÇAY KÖYÜ),38.06454660000001,39.89440389999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,KEKLİK (TEĞMENLİ KÖYÜ),38.06454660000001,39.89440389999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,KELPINAR (ESKİ KAHTA KÖYÜ),37.8458689,40.6676095,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,KILAVUZ (AKINCILAR BELDESİ),37.802479500000004,34.765339299999994,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,KINIK (HACIYUSUF KÖYÜ),39.087598299999996,27.3804752,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,KOSA (ÇAKIREŞME KÖYÜ),38.298692300000006,38.29715259999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,KUBİLAY (ORTANCA KÖYÜ),38.4175216,27.144442399999996,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,KÖPRÜBAŞI (ESENDERE KÖYÜ),38.4162411,35.9781647,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,KÜÇÜK TOMAK (İKİZCE KÖYÜ),40.174362,35.259602,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,MENDERES (DUT KÖYÜ),41.1961494,32.3118194,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,MUDİYE (DARDAĞAN KÖYÜ),38.347537900000006,35.0901189,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,MÜLKKÖY KÖYÜ,39.807102,38.852942999999996,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,NARLI (HASANDİĞİN KÖYÜ),37.456617099999995,41.48671379999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,OSMANPINAR (KOÇTEPE KÖYÜ),39.2533084,36.4350633,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,PINARYOLU (İKİZCE KÖYÜ),39.866937199999995,38.7431503,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,SAKO (ERİKDERE KÖYÜ),41.01362369999999,39.1417594,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,SALİK (KARADUT KÖYÜ),38.849828,35.8592238,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,SAMANLI (ECELER KÖYÜ),37.0820793,39.5278645,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,SEKÜK (TURANLI KÖYÜ),40.933114,35.1264813,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,SIRATUT (ADALI KÖYÜ),37.76044949999999,38.2831978,ilce_disi_duzeltilemedi
ADIYAMAN,KAHTA,SOFYA (DARDAĞAN KÖYÜ),37.546160199999996,41.72766649999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,SOĞUKSU (AKINCILAR BELDESİ),41.01541209999999,40.6873383,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,SİNKE (BOĞAZKAYA KÖYÜ),37.5486856,37.82812929999999,ilce_disi_duzeltilemedi
ADIYAMAN,KAHTA,TABAKLI (BELENLİ KÖYÜ),39.35540799999999,32.411057,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,TEPEBAŞI (HAMZALAR KÖYÜ),37.549199099999996,41.7202351,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,TETA (OLUKLU KÖYÜ),40.316402,29.457505,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,ULUBEY (GÖLGELİ KÖYÜ),38.4193124,29.290947699999993,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,YASSIKAYA (DOLUCA KÖYÜ),40.9002846,40.04591490000001,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,YENİCE (KOÇTEPE KÖYÜ),36.895902199999995,29.4876409,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,YEŞİLKAYA (YEŞİLKAYA KÖYÜ),40.504784,36.849468,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,YEŞİLTEPE (OLUKLU KÖYÜ),37.2500202,42.4706885,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,YOLÇATI (OLUKLU KÖYÜ),38.539902,39.0313546,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,YÜKSEKYAYLA (BELENLİ KÖYÜ),41.1135045,37.008623699999994,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,ZEYNAN (BOSTANLI KÖYÜ),38.4010669,42.1049281,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,ÇAMLICA (AKINCILAR BELDESİ),37.931446,35.43577899999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,ÇELEBİ (ÇIRALIK KÖYÜ),39.46369880000001,33.524414199999995,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,ÇEM (ESKİ KAHTA KÖYÜ),37.25979389999999,44.55026269999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,ÇETİNKAYA (KOZAĞAÇ KÖYÜ),37.2091719,38.7987972,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,ÇÖRTENEK (ESKİ KAHTA KÖYÜ),37.189024999999994,38.15872379999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,ÇİÇEK (ZEYTİN KÖYÜ),37.18646029999999,40.58346589999999,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,ÖZELEVLER (BOĞAZKAYA KÖYÜ),39.97515500000001,32.7787923,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,İNGİRCE (TURANLI KÖYÜ),37.5486856,37.82812929999999,ilce_disi_duzeltilemedi
ADIYAMAN,KAHTA,ŞAHİNTEPE (KARADUT KÖYÜ),37.856213100000005,40.6642087,il_disi_duzeltilemedi
ADIYAMAN,KAHTA,ŞİRİNEVLER (KARADUT KÖYÜ),37.3530761,40.8476612,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,100. YIL (100.YIL KÖYÜ),38.108767,35.35957750000001,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,ACEMPINARI (KAYACIK KÖYÜ),38.521812,39.118816,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,AFETEVLERİ (KAYAÖNÜ KÖYÜ),37.9496848,41.9037579,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,AKIN (SERHATLI KÖYÜ),38.99257490000001,36.12359870000001,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,AKINCILAR (ÇERÇİYAN) (AKDERE KÖYÜ),40.11214689999999,29.395569799999997,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,AKSU (KIR) (DOĞANLI KÖYÜ),37.798894499999996,31.071111099999996,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,AKYURT (ULUDAM KÖYÜ),40.1307529,33.0870676,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,ALTINTOP (BÜYÜKKAVAKLI KÖYÜ),38.053459,37.877174,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,ALTINŞEHİR,40.2280259,28.922397,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,ALTUN (KUYULU KÖYÜ),37.978411699999995,38.4716533,ilce_disi_duzeltilemedi
ADIYAMAN,MERKEZ,ALİTAŞI,37.8145366,39.6674373,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,ARMUTLU (HOZİK) (KUYUCAK KÖYÜ),40.51961990000001,28.8280114,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,ASLANOĞLU (HACIHALİL KÖYÜ),38.00308789999999,40.5831609,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,ASMALI (VARLIK KÖYÜ),40.61687419999999,27.706202699999995,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,ATATÜRK (ATAKENT KÖYÜ),37.189575999999995,40.599674,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,ATATÜRK (HASANCIK KÖYÜ),37.189575999999995,40.599674,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,B.AYRANLI (UZUNKÖY KÖYÜ),38.846714999999996,35.8578509,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,BAHÇE (PINARYAYLA KÖYÜ),38.121890199999996,39.3906433,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,BAHÇE (ÇAMLICA KÖYÜ),38.121890199999996,39.3906433,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,BAHÇECİK,40.0703762,43.4302717,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,BAHÇELİEVLER,41.0030495,28.8657701,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,BALABAN (ATAKENT KÖYÜ),41.837457500000006,27.675428399999998,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,BARDAKÇI (BOZHÜYÜK KÖYÜ),39.331767,30.792459100000002,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,BAĞTEPE (YEDİOLUK KÖYÜ),38.346500000000006,38.474995,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,BEYLER (ULUDAM KÖYÜ),38.2294552,26.925675799999997,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,BULAM (DOĞANLI KÖYÜ),40.37900189999999,36.64303420000001,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,BURÇ (DURAK KÖYÜ),37.7999171,34.9729108,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,CUMHURİYET,41.0171118,28.8529333,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,CUMHURİYET (ATAKENT KÖYÜ),37.4185645,41.3693734,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,CUMHURİYET (KÖMÜR BELDESİ),37.4185645,41.3693734,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,DALUCA (BATTALHÜYÜK KÖYÜ),41.4106695,31.898741700000002,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,DÖRTYOL (DAVUTHAN KÖYÜ),36.83710169999999,36.22740019999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,DÜZAĞAÇ (UZUNKÖY KÖYÜ),39.7574101,29.78863309999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,ESENTEPE,41.5208226,33.0731345,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,ESKİSARAY,38.6388446,29.23568,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,FATİH,41.0192846,28.9479296,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,GAZİ (KÖMÜR BELDESİ),38.2165872,35.44745199999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,GAZİHAN (BAĞPINAR KUYUCAK KÖYÜ),37.918895199999994,41.704014099999995,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,GEDİK (ÇAMLICA KÖYÜ),38.302986700000005,38.251370599999994,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,GÖKTAŞ (KÖRİSTAN) (UĞURCA KÖYÜ),39.9979996,43.5595143,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,GÖKTEPE (AYDINLAR KÖYÜ),38.49886069999999,36.0725784,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,GÖMLÜTEPE (UZUNKÖY KÖYÜ),38.5268663,36.22861859999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,GÖZECİK (KÇ. ÇARKEZİ) (UZUNPINAR KÖYÜ),39.2503888,38.122918899999995,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,GÜLTEPE (BAĞDERE KÖYÜ),38.5268663,36.22861859999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,GÜVENLİ (KOÇALİ KÖYÜ),40.692220299999995,35.1914256,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,GÜZELEVLER (BAĞDERE KÖYÜ),36.97601340000001,35.3894408,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,HARABA (AKPINAR KÖYÜ),39.1202604,41.11866259999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,HÜRRİYET (KÖMÜR BELDESİ),37.2340034,39.74837399999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KAMIŞLI (AKYAZI KÖYÜ),37.553871,34.9502304,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KAMIŞLI (YAZLIK KÖYÜ),37.553871,34.9502304,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KARABURÇ (BATTALHÜYÜK KÖYÜ),38.887408099999995,34.4229128,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KARAKÖPRÜ (BÜYÜKKAVAKLI KÖYÜ),39.3150113,41.96457699999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KARAPINAR,37.7177584,33.5476273,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KARAÇALI (YAYLAKONAK BELDESİ),37.95278819999999,40.31777939999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KARRUZ (LOKMAN KÖYÜ),39.95816859999999,33.9890757,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KAVAK (PINARYAYLA KÖYÜ),41.0773428,36.0431355,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KAYABAŞI (KAZNİ) (KAYAÖNÜ KÖYÜ),38.54575719999999,36.0543019,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KAYALIK,37.3427954,43.6796297,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KAŞIKLI (VARLIK KÖYÜ),39.4824208,40.5680259,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KEMALIK (ZİYARETPAYAMLI KÖYÜ),38.2685965,39.76216199999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KERÖMER (UZUNKÖY KÖYÜ),38.87992139999999,35.3774035,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KILIÇLAR (BEBEK KÖYÜ),40.7191393,32.12938729999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KIVIRCIK (HACIHALİL KÖYÜ),36.831876300000005,37.94955039999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KIŞLA (YAZLIK KÖYÜ),37.0727354,41.2098748,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KONAKDERE (GÖKÇAY KÖYÜ),38.4971981,35.61397430000001,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KORULU (MERMERE) (YAZLIK KÖYÜ),40.483963,36.932961,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KÖKLÜ (BOZTEPE KÖYÜ),37.49017250000001,36.4472947,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KÜRK (GİRİK KÖYÜ),38.4266652,39.24057859999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KÜÇÜK HACIVERT (ZEY KÖYÜ),36.8153519,38.95688899999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KÜÇÜK KAVAKLI (BÜYÜKKAVAKLI KÖYÜ),38.282141900000006,29.2552076,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KÜÇÜK KIRGI (EKİNCİ KÖYÜ),37.0412707,35.80966089999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KÜÇÜK KIRIKLI (BÜYÜKKIRIKLI KÖYÜ),40.4398092,34.387612999999995,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,KÜÇÜKKIRKLI (BÜYÜKKIRIKLI KÖYÜ),37.0412707,35.80966089999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,MALAZGİRT,39.1461406,42.5409459,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,MALTEPE (ZEY KÖYÜ),40.9247539,29.131078200000005,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,MEHMET AKİF,41.0074656,29.1379873,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,MERKEZ (YAYLAKONAK BELDESİ),37.08226249999999,44.3107388,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,MUSALLA,41.5203899,34.2178203,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,MUSTAFABEYLİ (VARLIK KÖYÜ),38.1619189,35.360999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,MUTLU (ALİBEY KÖYÜ),41.4494587,34.910944199999996,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,MUTLUCA (GÖKÇAY KÖYÜ),37.48176910000001,43.0690061,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,MÜRSEL (BÜKLÜM KÖYÜ),40.9689533,35.73300759999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,MİMAR SİNAN,38.6997541,27.0311673,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,MİROĞLU (AYDINLAR KÖYÜ),37.23279709999999,39.773604899999995,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,NARLIK (YENİKÖY KÖYÜ),37.34067189999999,37.99289639999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,ORDU (GÜNEŞLİ KÖYÜ),40.98523010000001,37.879773199999995,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,PAÇIK (BEBEK KÖYÜ),37.1650269,41.1339863,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,PINARBAŞI (DURAK KÖYÜ),37.68854279999999,37.8603491,ilce_disi_duzeltilemedi
ADIYAMAN,MERKEZ,REŞATLI (KUYULU KÖYÜ),36.473122,36.3668667,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,SAKALLI (AĞAÇKONAK KÖYÜ),41.92886599999999,33.09029259999999,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,SERİNTEPE (KÖMÜR BELDESİ),38.4332606,38.342074499999995,il_disi_duzeltilemedi
ADIYAMAN,MERKEZ,SEYİTEVLER (BAĞLICA KÖYÜ),37.4207443,41.3532084,il_disi_duzeltilemedi
