province,district,plant,start_month,start_day,end_month,end_day
DENIZLI,ACIPAYAM,Meşe,5,1,8,15
DENIZLI,ACIPAYAM,Söğüt,5,1,8,15
DENIZLI,ACIPAYAM,Yabani Armut,5,1,8,15
DENIZLI,ACIPAYAM,Yonca,5,1,8,15
DENIZLI,ACIPAYAM,Çam,4,15,8,15
DENIZLI,ACIPAYAM,Çam,5,1,8,15
DENIZLI,ACIPAYAM,Üzüm,5,1,8,15
DENIZLI,ACIPAYAM,Üçgül,5,1,8,15
DENIZLI,BABADAĞ,Kekik,4,15,9,1
DENIZLI,BABADAĞ,Kestane,4,15,9,1
DENIZLI,BABADAĞ,Meyve,4,15,9,1
DENIZLI,BABADAĞ,Sebze,4,15,9,1
DENIZLI,BAKLAN,Anason,4,1,6,30
DENIZLI,BAKLAN,Ayçiçeği,4,1,6,30
DENIZLI,BAKLAN,Geven,4,1,6,30
DENIZLI,BAKLAN,Kekik,4,1,6,30
DENIZLI,BAKLAN,Kır Çiçeği,4,1,6,30
DENIZLI,BAKLAN,Lavanta,4,1,6,30
DENIZLI,BAKLAN,Meyve,4,1,6,30
DENIZLI,BAKLAN,Sığır Kuyruğu,4,1,6,30
DENIZLI,BAKLAN,Yonca,4,1,6,30
DENIZLI,BEKILLI,Geven,4,1,6,30
DENIZLI,BEKILLI,Kekik,4,1,6,30
DENIZLI,BEKILLI,Meyve,4,1,6,30
DENIZLI,BEKILLI,Sebze,4,1,6,30
DENIZLI,BEKILLI,Çaltı,4,1,6,30
DENIZLI,BEYAĞAÇ,Geven,4,1,6,30
DENIZLI,BEYAĞAÇ,Kekik,4,1,6,30
DENIZLI,BOZKURT,Anason,4,1,8,15
DENIZLI,BOZKURT,Geven,4,1,8,15
DENIZLI,BOZKURT,Karahindiba,4,1,8,15
DENIZLI,BOZKURT,Kekik,4,1,8,15
DENIZLI,BOZKURT,Kimyon,4,1,8,15
DENIZLI,BOZKURT,Korunga,4,1,8,15
DENIZLI,BOZKURT,Kır Çiçeği,4,1,8,15
DENIZLI,BOZKURT,Meyve,4,1,8,15
DENIZLI,BOZKURT,Rezene,4,1,8,15
DENIZLI,BOZKURT,Yonca,4,1,8,15
DENIZLI,BULDAN,Fiğ,4,1,6,30
DENIZLI,BULDAN,Fiğ,7,15,8,15
DENIZLI,BULDAN,Geven,4,1,6,30
DENIZLI,BULDAN,Geven,7,15,8,15
DENIZLI,BULDAN,Kekik,4,1,6,30
DENIZLI,BULDAN,Kekik,7,15,8,15
DENIZLI,BULDAN,Kestane,4,1,6,30
DENIZLI,BULDAN,Kestane,7,15,8,15
DENIZLI,BULDAN,Lavanta,7,15,8,15
DENIZLI,BULDAN,Meyve,4,1,6,30
DENIZLI,BULDAN,Meyve,7,15,8,15
DENIZLI,BULDAN,P. Yoncası,4,1,6,30
DENIZLI,BULDAN,P. Yoncası,7,15,8,15
DENIZLI,BULDAN,Pamuk,7,15,8,15
DENIZLI,BULDAN,Sebze,4,1,6,30
DENIZLI,BULDAN,Sebze,7,15,8,15
DENIZLI,BULDAN,Çam,4,1,6,30
DENIZLI,BULDAN,Çam,7,15,8,15
DENIZLI,GÜNEY,Bağ,3,15,6,30
DENIZLI,GÜNEY,Geven,3,15,6,30
DENIZLI,GÜNEY,Karahindiba,3,15,6,30
DENIZLI,GÜNEY,Kekik,3,15,6,30
DENIZLI,GÜNEY,Meyve Bahçesi,3,15,6,30
DENIZLI,HONAZ,Anason,6,1,6,30
DENIZLI,HONAZ,Anason,4,1,5,30
DENIZLI,HONAZ,Armut,4,1,5,30
DENIZLI,HONAZ,Ayva,4,1,6,30
DENIZLI,HONAZ,Ayva,4,1,5,30
DENIZLI,HONAZ,Ayçiçeği,4,1,6,30
DENIZLI,HONAZ,Ayçiçeği,4,1,5,30
DENIZLI,HONAZ,Ayıkulağı,4,1,5,30
DENIZLI,HONAZ,Badem,6,1,6,30
DENIZLI,HONAZ,Badem,4,1,5,30
DENIZLI,HONAZ,Bambul Otu,4,1,5,30
DENIZLI,HONAZ,Boz Ot,4,1,6,30
DENIZLI,HONAZ,Böğürtlen,4,1,6,30
DENIZLI,HONAZ,Böğürtlen,4,1,5,30
DENIZLI,HONAZ,Cennet Elması,4,1,6,30
DENIZLI,HONAZ,Cennet Elması,4,1,5,30
DENIZLI,HONAZ,Ceviz,4,1,5,30
DENIZLI,HONAZ,Diken,6,1,6,30
DENIZLI,HONAZ,Diken,4,1,6,30
DENIZLI,HONAZ,Diken,4,1,5,30
DENIZLI,HONAZ,Diken,4,1,5,30
DENIZLI,HONAZ,Dut,4,1,5,30
DENIZLI,HONAZ,Elma,4,1,5,30
DENIZLI,HONAZ,Erik,4,1,5,30
DENIZLI,HONAZ,Fiğ,4,1,5,30
DENIZLI,HONAZ,Geven,4,1,6,30
DENIZLI,HONAZ,Geven,4,1,5,30
DENIZLI,HONAZ,Hardal Otu,4,1,5,30
DENIZLI,HONAZ,Haşhaş,4,1,5,30
DENIZLI,HONAZ,Karaçalı,4,1,5,30
DENIZLI,HONAZ,Kayısı,4,1,5,30
DENIZLI,HONAZ,Kekik,6,1,6,30
DENIZLI,HONAZ,Kekik,4,1,6,30
DENIZLI,HONAZ,Kekik,4,1,5,30
DENIZLI,HONAZ,Kir Çiçekleri,4,1,5,30
DENIZLI,HONAZ,Kiraz,4,1,6,30
DENIZLI,HONAZ,Kiraz,4,1,5,30
DENIZLI,HONAZ,Korunga,4,1,6,30
DENIZLI,HONAZ,Kır Çiçeği,4,1,5,30
DENIZLI,HONAZ,Kızılçam,4,1,5,30
DENIZLI,HONAZ,Mısır,4,1,5,30
DENIZLI,HONAZ,Nar,4,1,5,30
DENIZLI,HONAZ,Pamuk,4,1,6,30
DENIZLI,HONAZ,Pamuk,4,1,5,30
DENIZLI,HONAZ,Sarmaşık,4,1,5,30
DENIZLI,HONAZ,Sebze Çiçekleri,4,1,6,30
DENIZLI,HONAZ,Susam Otu,4,1,5,30
DENIZLI,HONAZ,Sütleğen,4,1,5,30
DENIZLI,HONAZ,Sığırkuyruğu,4,1,5,30
DENIZLI,HONAZ,Tavşanak Otu,4,1,5,30
DENIZLI,HONAZ,Tavşancık,4,1,6,30
DENIZLI,HONAZ,Tavşancık,4,1,5,30
DENIZLI,HONAZ,Taşyoncası,4,1,5,30
DENIZLI,HONAZ,Vişne,4,1,6,30
DENIZLI,HONAZ,Yabani Otlar,6,1,6,30
DENIZLI,HONAZ,Yabani Otlar,4,1,6,30
DENIZLI,HONAZ,Yabani Otlar,4,1,5,30
DENIZLI,HONAZ,Yabani Papatya,4,1,5,30
DENIZLI,HONAZ,Yenidünya,4,1,5,30
DENIZLI,HONAZ,Yonca,4,1,6,30
DENIZLI,HONAZ,Çalı,4,1,6,30
DENIZLI,HONAZ,Çalı,4,1,5,30
DENIZLI,HONAZ,Çam,6,1,6,30
DENIZLI,HONAZ,Çam,4,1,6,30
DENIZLI,HONAZ,Çam,4,1,5,30
DENIZLI,HONAZ,Çöğür Otu,4,1,5,30
DENIZLI,HONAZ,Şeftali,4,1,6,30
DENIZLI,HONAZ,Şeftali,4,1,5,30
DENIZLI,KALE,Badem,5,1,9,15
DENIZLI,KALE,Dişotu,5,1,9,15
DENIZLI,KALE,Ebegümeci,5,1,9,15
DENIZLI,KALE,Geven,5,1,9,15
DENIZLI,KALE,Geven,4,1,8,30
DENIZLI,KALE,Güvercin Gözü,5,1,9,15
DENIZLI,KALE,Hayıt,4,1,8,30
DENIZLI,KALE,K. Tırnağı,5,1,9,15
DENIZLI,KALE,K. Tırnağı,5,1,8,30
DENIZLI,KALE,Karakekik,5,1,9,15
DENIZLI,KALE,Karakekik,8,12,10,30
DENIZLI,KALE,Kekik,5,1,9,15
DENIZLI,KALE,Kekik,5,15,10,30
DENIZLI,KALE,Kekik,5,15,6,30
DENIZLI,KALE,Kekik,5,1,8,30
DENIZLI,KALE,Kiraz,5,1,9,15
DENIZLI,KALE,Mısır,4,1,8,30
DENIZLI,KALE,Sığır Kuyruğu,5,1,9,15
DENIZLI,KALE,Sığır Kuyruğu,5,1,8,30
DENIZLI,KALE,Y. Burçak,5,1,9,15
DENIZLI,KALE,Y. Fiğ,5,1,9,15
DENIZLI,KALE,Yavşan,5,15,6,30
DENIZLI,KALE,Yonca,4,1,8,30
DENIZLI,KALE,Çam Basrası,5,1,9,15
DENIZLI,KALE,Çam Basrası,8,12,10,30
DENIZLI,MERKEZEFENDI,Bahar Çiçekleri,3,1,9,15
DENIZLI,MERKEZEFENDI,Bahar Çiçeği,4,1,6,30
DENIZLI,MERKEZEFENDI,Geven,4,1,6,30
DENIZLI,MERKEZEFENDI,Hardal,3,15,9,15
DENIZLI,MERKEZEFENDI,Hardal,3,1,9,15
DENIZLI,MERKEZEFENDI,Hayıt,7,1,9,15
DENIZLI,MERKEZEFENDI,Kekik,4,1,6,30
DENIZLI,MERKEZEFENDI,Kekik,4,1,8,15
DENIZLI,MERKEZEFENDI,Kekik,4,1,8,20
DENIZLI,MERKEZEFENDI,Meyve,4,1,6,30
DENIZLI,MERKEZEFENDI,Meyve Sebze,3,15,9,15
DENIZLI,MERKEZEFENDI,Meyve Çiçeği,3,15,4,15
DENIZLI,MERKEZEFENDI,Meyve Çiçeği,4,1,8,15
DENIZLI,MERKEZEFENDI,Meyve Çiçeği,4,1,8,20
DENIZLI,MERKEZEFENDI,Pamuk,7,1,9,15
DENIZLI,MERKEZEFENDI,Pamuk,3,15,9,15
DENIZLI,MERKEZEFENDI,Pamuk,3,1,9,15
DENIZLI,MERKEZEFENDI,Sarmaşık,7,1,9,15
DENIZLI,MERKEZEFENDI,Sarmaşık,3,15,9,15
DENIZLI,MERKEZEFENDI,Sarmaşık,3,1,9,15
DENIZLI,MERKEZEFENDI,Sebze,4,1,6,30
DENIZLI,MERKEZEFENDI,Sebze,4,1,8,15
DENIZLI,MERKEZEFENDI,Sütleğen,3,15,4,15
DENIZLI,MERKEZEFENDI,Yabani Roka,3,15,9,15
DENIZLI,MERKEZEFENDI,Yabani Roka,3,15,4,15
DENIZLI,MERKEZEFENDI,Yabani Roka,3,1,9,15
DENIZLI,MERKEZEFENDI,Çam,4,1,8,15
DENIZLI,PAMUKKALE,Adaçayı,3,1,10,1
DENIZLI,PAMUKKALE,Ahkat,12,1,9,30
DENIZLI,PAMUKKALE,Ahlat,4,1,6,30
DENIZLI,PAMUKKALE,Ahlat,4,1,9,30
DENIZLI,PAMUKKALE,Ahlat,3,1,10,30
DENIZLI,PAMUKKALE,Ahlat,3,1,9,30
DENIZLI,PAMUKKALE,Akasya,7,1,9,15
DENIZLI,PAMUKKALE,Alıç,5,1,8,30
DENIZLI,PAMUKKALE,Boz Ot,4,1,10,30
DENIZLI,PAMUKKALE,Boz Ot,5,1,9,30
DENIZLI,PAMUKKALE,Bozot,4,1,9,30
DENIZLI,PAMUKKALE,Bögürtlen,12,1,9,30
DENIZLI,PAMUKKALE,Bögürtlen,3,1,9,30
DENIZLI,PAMUKKALE,Bögürtlen,5,1,9,30
DENIZLI,PAMUKKALE,Böğürtlen,5,1,8,30
DENIZLI,PAMUKKALE,Böğürtlen,4,1,9,30
DENIZLI,PAMUKKALE,Böğürtlen,4,1,10,30
DENIZLI,PAMUKKALE,Böğürtlen,3,30,9,30
DENIZLI,PAMUKKALE,Böğürtlen,3,1,9,1
DENIZLI,PAMUKKALE,Ceviz,4,1,8,30
DENIZLI,PAMUKKALE,Ceviz,4,1,9,30
DENIZLI,PAMUKKALE,Deve Dikeni,4,1,9,30
DENIZLI,PAMUKKALE,Deve Dikeni,3,1,9,30
DENIZLI,PAMUKKALE,Funda,3,1,9,30
DENIZLI,PAMUKKALE,Geven,4,1,8,30
DENIZLI,PAMUKKALE,Geven,4,1,9,30
DENIZLI,PAMUKKALE,Geven,4,1,10,30
DENIZLI,PAMUKKALE,Geven,4,1,11,1
DENIZLI,PAMUKKALE,Geven,3,1,10,1
DENIZLI,PAMUKKALE,Geven,3,1,10,30
DENIZLI,PAMUKKALE,Geven,2,1,9,30
DENIZLI,PAMUKKALE,Geven. Adaçayı,3,1,9,30
DENIZLI,PAMUKKALE,Hayıt,4,1,9,30
DENIZLI,PAMUKKALE,Hayıt,4,1,10,30
DENIZLI,PAMUKKALE,Hayıt,7,1,9,15
DENIZLI,PAMUKKALE,Hayıt,3,30,9,30
DENIZLI,PAMUKKALE,Hayıt,3,1,10,30
DENIZLI,PAMUKKALE,Hayıt,5,1,9,30
DENIZLI,PAMUKKALE,Hayıt. Misır,3,1,9,30
DENIZLI,PAMUKKALE,Kekik,5,1,8,30
DENIZLI,PAMUKKALE,Kekik,4,1,8,30
DENIZLI,PAMUKKALE,Kekik,4,1,9,30
DENIZLI,PAMUKKALE,Kekik,4,1,10,30
DENIZLI,PAMUKKALE,Kekik,4,1,11,1
DENIZLI,PAMUKKALE,Kekik,3,1,10,1
DENIZLI,PAMUKKALE,Kekik,3,1,10,30
DENIZLI,PAMUKKALE,Kekik,2,1,9,30
DENIZLI,PAMUKKALE,Kekik,3,1,9,30
DENIZLI,PAMUKKALE,Mera,7,1,9,15
DENIZLI,PAMUKKALE,Mera Otu,5,1,8,30
DENIZLI,PAMUKKALE,Mera Otu,4,1,6,30
DENIZLI,PAMUKKALE,Mera Otu,2,1,9,30
DENIZLI,PAMUKKALE,Mera Otu,3,1,9,30
DENIZLI,PAMUKKALE,Meyva,4,1,8,30
DENIZLI,PAMUKKALE,Meyva,4,1,6,30
DENIZLI,PAMUKKALE,Meyva,4,1,9,30
DENIZLI,PAMUKKALE,Meyva,4,1,10,30
DENIZLI,PAMUKKALE,Meyva,7,1,9,15
DENIZLI,PAMUKKALE,Meyva,4,1,11,1
DENIZLI,PAMUKKALE,Meyva,3,1,10,1
DENIZLI,PAMUKKALE,Meyva,3,1,10,30
DENIZLI,PAMUKKALE,Meyva,2,1,9,30
DENIZLI,PAMUKKALE,Meyva,12,1,10,30
DENIZLI,PAMUKKALE,Meyve,3,1,9,1
DENIZLI,PAMUKKALE,Meyve,12,1,9,30
DENIZLI,PAMUKKALE,Meyve,3,1,9,30
DENIZLI,PAMUKKALE,Meyve Çiçeği,3,30,9,30
DENIZLI,PAMUKKALE,Misır,5,1,9,30
DENIZLI,PAMUKKALE,Mısır,4,1,10,30
DENIZLI,PAMUKKALE,Mısır,7,1,9,15
DENIZLI,PAMUKKALE,Mısır,7,1,9,15
DENIZLI,PAMUKKALE,Mısır,3,30,9,30
DENIZLI,PAMUKKALE,Mısır,3,1,9,1
DENIZLI,PAMUKKALE,Pamuk,4,1,9,30
DENIZLI,PAMUKKALE,Pamuk,4,1,10,30
DENIZLI,PAMUKKALE,Pamuk,7,1,9,15
DENIZLI,PAMUKKALE,Pamuk,3,1,10,30
DENIZLI,PAMUKKALE,Pamuk,3,1,9,30
DENIZLI,PAMUKKALE,Pamuk,5,1,9,30
DENIZLI,PAMUKKALE,Sebze,7,1,9,15
DENIZLI,PAMUKKALE,Sebze,12,1,9,30
DENIZLI,PAMUKKALE,Sebze,3,1,9,30
DENIZLI,PAMUKKALE,Sebze.,4,1,6,30
DENIZLI,PAMUKKALE,Sebze.,12,1,10,30
DENIZLI,PAMUKKALE,Sebze. Adaçayı,3,1,10,30
DENIZLI,PAMUKKALE,Sebze. Ahlat,4,1,11,1
DENIZLI,PAMUKKALE,Sebze. Ahlat,2,1,9,30
DENIZLI,PAMUKKALE,Sebze. Alıç,4,1,8,30
DENIZLI,PAMUKKALE,Sebze. Lavanta,3,1,10,1
DENIZLI,PAMUKKALE,Sebze. Mısır,4,1,9,30
DENIZLI,PAMUKKALE,Sebze. Çam Koşnili,4,1,10,30
DENIZLI,PAMUKKALE,Selvi,3,1,9,30
DENIZLI,PAMUKKALE,Yonca,4,1,9,30
DENIZLI,PAMUKKALE,Yonca,4,1,10,30
DENIZLI,PAMUKKALE,Yonca,7,1,9,15
DENIZLI,PAMUKKALE,Yonca,3,30,9,30
DENIZLI,PAMUKKALE,Yonca,3,1,9,1
DENIZLI,PAMUKKALE,Yonca,12,1,9,30
DENIZLI,PAMUKKALE,Yonca,3,1,9,30
DENIZLI,PAMUKKALE,Yonca,5,1,9,30
DENIZLI,PAMUKKALE,Çam,3,1,9,30
DENIZLI,PAMUKKALE,Çiğdem,4,1,11,1
DENIZLI,SARAYKÖY,Akasya,3,15,7,30
DENIZLI,SARAYKÖY,Deve Dikenı,3,1,7,30
DENIZLI,SARAYKÖY,Erik,6,15,7,30
DENIZLI,SARAYKÖY,Fiğ,3,15,7,30
DENIZLI,SARAYKÖY,Fiğ,6,15,7,30
DENIZLI,SARAYKÖY,Fiğ,3,1,7,30
DENIZLI,SARAYKÖY,Fiğ,4,1,6,30
DENIZLI,SARAYKÖY,Fiğ,4,1,7,30
DENIZLI,SARAYKÖY,Gebere,4,1,6,30
DENIZLI,SARAYKÖY,Geven,4,1,6,15
DENIZLI,SARAYKÖY,Geven,4,1,6,30
DENIZLI,SARAYKÖY,Hayıt,6,15,7,30
DENIZLI,SARAYKÖY,Hayıt,3,1,7,30
DENIZLI,SARAYKÖY,Hayıt,4,1,7,30
DENIZLI,SARAYKÖY,Kekik,3,15,7,30
DENIZLI,SARAYKÖY,Kekik,4,1,6,30
DENIZLI,SARAYKÖY,Kekik,4,1,7,30
DENIZLI,SARAYKÖY,Kirçiçeği,4,1,6,15
DENIZLI,SARAYKÖY,Kirçiçeği,4,1,6,30
DENIZLI,SARAYKÖY,Meyve,3,15,7,30
DENIZLI,SARAYKÖY,Meyve,6,15,7,30
DENIZLI,SARAYKÖY,Meyve,3,1,7,30
DENIZLI,SARAYKÖY,Meyve,4,1,6,30
DENIZLI,SARAYKÖY,Meyve,4,1,7,30
DENIZLI,SARAYKÖY,Pamuk,3,15,7,30
DENIZLI,SARAYKÖY,Pamuk,6,15,7,30
DENIZLI,SARAYKÖY,Pamuk,3,1,7,30
DENIZLI,SARAYKÖY,Pamuk,4,1,7,30
DENIZLI,SARAYKÖY,Sebze,3,1,7,30
DENIZLI,SARAYKÖY,Sebze,4,1,6,15
DENIZLI,SARAYKÖY,Sütleğen,3,15,7,30
DENIZLI,SARAYKÖY,Sütleğen,6,15,7,30
DENIZLI,SARAYKÖY,Sütleğen,4,1,7,30
DENIZLI,SARAYKÖY,Tırfil,3,15,7,30
DENIZLI,SARAYKÖY,Tırfil,6,15,7,30
DENIZLI,SARAYKÖY,Tırfil,4,1,7,30
DENIZLI,SARAYKÖY,Yonca,3,15,7,30
DENIZLI,SARAYKÖY,Yonca,6,15,7,30
DENIZLI,SARAYKÖY,Yonca,3,1,7,30
DENIZLI,SARAYKÖY,Yonca,4,1,7,30
DENIZLI,SARAYKÖY,Çam,4,1,6,30
DENIZLI,SERINHISAR,Badem,4,1,6,30
DENIZLI,SERINHISAR,Ballıbabagiller,4,1,6,30
DENIZLI,SERINHISAR,Geven,4,1,6,30
DENIZLI,SERINHISAR,Kekik,4,1,6,30
DENIZLI,SERINHISAR,Meyva,4,1,6,30
DENIZLI,SERINHISAR,Çam,4,1,6,30
DENIZLI,TAVAS,Akasya,4,1,6,30
DENIZLI,TAVAS,Badem,3,20,6,30
DENIZLI,TAVAS,Badem,4,1,6,30
DENIZLI,TAVAS,Badem,3,15,6,30
DENIZLI,TAVAS,Badem,3,15,6,30
DENIZLI,TAVAS,Badem,3,10,6,30
DENIZLI,TAVAS,Badem,3,25,6,30
DENIZLI,TAVAS,Ceviz,3,20,6,30
DENIZLI,TAVAS,Fiğ,3,20,6,30
DENIZLI,TAVAS,Fiğ,4,1,6,30
DENIZLI,TAVAS,Fiğ,3,15,6,30
DENIZLI,TAVAS,Fiğ,3,10,6,30
DENIZLI,TAVAS,Fiğ,3,25,6,30
DENIZLI,TAVAS,Geven,3,20,6,30
DENIZLI,TAVAS,Geven,4,1,6,30
DENIZLI,TAVAS,Geven,3,15,6,30
DENIZLI,TAVAS,Iğde,4,1,6,30
DENIZLI,TAVAS,Kekik,3,20,6,30
DENIZLI,TAVAS,Kekik,4,1,6,30
DENIZLI,TAVAS,Kekik,3,15,6,30
DENIZLI,TAVAS,Kekik,3,10,6,30
DENIZLI,TAVAS,Kiraz,3,15,6,30
DENIZLI,TAVAS,Kirçiçeği,4,1,6,30
DENIZLI,TAVAS,Korunga,4,1,6,30
DENIZLI,TAVAS,Meyva,4,1,6,30
DENIZLI,TAVAS,Meyva.,3,15,6,30
DENIZLI,TAVAS,Sedir,3,25,6,30
DENIZLI,TAVAS,Sumak,4,1,6,30
DENIZLI,TAVAS,Sütleğen,3,20,6,30
DENIZLI,TAVAS,Yonca,3,10,6,30
DENIZLI,TAVAS,Çam,3,20,6,30
DENIZLI,TAVAS,Çam,4,1,6,30
DENIZLI,TAVAS,Çam,3,15,6,30
DENIZLI,TAVAS,Çam,3,10,6,30
DENIZLI,ÇAL,Anason,4,1,6,30
DENIZLI,ÇAL,Ayçiçeği,4,1,6,30
DENIZLI,ÇAL,Kekik,4,1,6,30
DENIZLI,ÇAL,Kır Çiçeği,4,1,6,30
DENIZLI,ÇAL,Meyve,4,1,6,30
DENIZLI,ÇAL,Sebze,4,1,6,30
DENIZLI,ÇAL,Yabani Kekik,4,1,6,30
DENIZLI,ÇAMELI,Anason,4,1,6,30
DENIZLI,ÇAMELI,Elma,4,1,6,30
DENIZLI,ÇAMELI,Geven,4,1,6,30
DENIZLI,ÇAMELI,Kekik,4,1,6,30
DENIZLI,ÇAMELI,Kır Çiçeği,4,1,6,30
DENIZLI,ÇAMELI,Meyve,4,1,6,30
DENIZLI,ÇAMELI,Papatya,4,1,6,30
DENIZLI,ÇAMELI,Çam,4,1,6,30
DENIZLI,ÇARDAK,Akasya,4,1,8,31
DENIZLI,ÇARDAK,Anason,4,1,8,31
DENIZLI,ÇARDAK,Deve Diken,4,1,8,31
DENIZLI,ÇARDAK,Hardal,4,1,8,31
DENIZLI,ÇARDAK,Kekik,4,1,8,31
DENIZLI,ÇARDAK,Kızıl Çam,4,1,8,31
DENIZLI,ÇARDAK,Rezene,4,1,8,31
DENIZLI,ÇARDAK,Yonca,4,1,8,31
DENIZLI,ÇIVRIL,Ayçiçeği,4,1,6,30
DENIZLI,ÇIVRIL,Balormanı,4,1,6,30
DENIZLI,ÇIVRIL,Geven,4,1,6,30
DENIZLI,ÇIVRIL,Haşhaş,4,1,6,30
DENIZLI,ÇIVRIL,Hünnap,4,1,6,30
DENIZLI,ÇIVRIL,Kekik,4,1,6,30
DENIZLI,ÇIVRIL,Kırçiçeği,4,1,6,30
DENIZLI,ÇIVRIL,Meyve,4,1,6,30
DENIZLI,ÇIVRIL,Mısır,4,1,6,30
DENIZLI,ÇIVRIL,Sebze,4,1,6,30
DENIZLI,ÇIVRIL,Sütleğen,4,1,6,30
DENIZLI,ÇIVRIL,Yonca,4,1,6,30
DENIZLI,ÇIVRIL,Üzüm,4,1,6,30
DIYARBAKIR,BAĞLAR,Ballıbaba,3,15,9,15
DIYARBAKIR,BAĞLAR,D. Dikeni,3,15,9,15
DIYARBAKIR,BAĞLAR,Geven,3,15,9,15
DIYARBAKIR,BAĞLAR,Karacadağ Çarşağı,3,15,9,15
DIYARBAKIR,BAĞLAR,Kekik,3,15,9,15
DIYARBAKIR,BAĞLAR,Korunga,3,15,9,15
DIYARBAKIR,BAĞLAR,P. Çiçeği,3,15,9,15
DIYARBAKIR,BAĞLAR,Pamuk,3,15,9,15
DIYARBAKIR,BAĞLAR,S. Diken,3,15,9,15
DIYARBAKIR,BAĞLAR,Sütleğen,3,15,9,15
DIYARBAKIR,BAĞLAR,T. Kuyruğu,3,15,9,15
DIYARBAKIR,BAĞLAR,Yonca.,3,15,9,15
DIYARBAKIR,BAĞLAR,Üçgül,3,15,9,15
DIYARBAKIR,BISMIL,Ballıbaba,3,15,9,15
DIYARBAKIR,BISMIL,C. Perçemi,3,15,9,15
DIYARBAKIR,BISMIL,E. Dikeni,3,15,9,15
DIYARBAKIR,BISMIL,Ebegömeci,3,15,9,15
DIYARBAKIR,BISMIL,F. Kulağı,3,15,9,15
DIYARBAKIR,BISMIL,Gazal Boynuzu,3,15,9,15
DIYARBAKIR,BISMIL,Geven,3,15,9,15
DIYARBAKIR,BISMIL,Hardal,3,15,9,15
DIYARBAKIR,BISMIL,Hardal,3,15,9,15
DIYARBAKIR,BISMIL,K. Yumağı,3,15,9,15
DIYARBAKIR,BISMIL,Sütleğen,3,15,9,15
DIYARBAKIR,BISMIL,Sığırdili,3,15,9,15
DIYARBAKIR,BISMIL,Y. Korunga,3,15,9,15
DIYARBAKIR,BISMIL,Y. Yonca,3,15,9,15
DIYARBAKIR,BISMIL,Y. Üçgül,3,15,9,15
DIYARBAKIR,CUNGUZ,Ballıbaba,3,15,9,30
DIYARBAKIR,CUNGUZ,E. Dikeni,3,15,9,30
DIYARBAKIR,CUNGUZ,E. Dikeni.,3,15,9,30
DIYARBAKIR,CUNGUZ,F. Kulağı,3,15,9,30
DIYARBAKIR,CUNGUZ,F. Kulağı,3,15,9,30
DIYARBAKIR,CUNGUZ,Geven,3,15,9,30
DIYARBAKIR,CUNGUZ,Hatmi,3,15,9,30
DIYARBAKIR,CUNGUZ,Ilgın,3,15,9,30
DIYARBAKIR,CUNGUZ,Kekik,3,15,9,30
DIYARBAKIR,CUNGUZ,Papatya,3,15,9,30
DIYARBAKIR,CUNGUZ,Papatya,3,15,9,30
DIYARBAKIR,CUNGUZ,Sütleğen,3,15,9,30
DIYARBAKIR,CUNGUZ,Yapuz,3,15,9,30
DIYARBAKIR,CUNGUZ,Yonca,3,15,9,30
DIYARBAKIR,CUNGUZ,Çakıldikeni,3,15,9,30
DIYARBAKIR,CUNGUZ,Üçgül,3,15,9,30
DIYARBAKIR,DICLE,E. Dikeni,3,15,6,30
DIYARBAKIR,DICLE,F. Kulağı.,3,15,6,30
DIYARBAKIR,DICLE,Geven,3,15,6,30
DIYARBAKIR,DICLE,Kekik,3,15,6,30
DIYARBAKIR,DICLE,Nane,3,15,6,30
DIYARBAKIR,DICLE,Yarpuz,3,15,6,30
DIYARBAKIR,DICLE,Yonca,3,15,6,30
DIYARBAKIR,DICLE,Ç. Dikeni,3,15,6,30
DIYARBAKIR,DICLE,Üçgül,3,15,6,30
DIYARBAKIR,ERGANI,B. Baba,4,15,9,30
DIYARBAKIR,ERGANI,C. Perçemi,4,15,9,30
DIYARBAKIR,ERGANI,Ebegömeci,4,15,9,30
DIYARBAKIR,ERGANI,F. Kulağı,4,15,9,30
DIYARBAKIR,ERGANI,Fiğ,4,15,9,30
DIYARBAKIR,ERGANI,Gaz Alboynuzu,4,15,9,30
DIYARBAKIR,ERGANI,Ge Ven,4,15,9,30
DIYARBAKIR,ERGANI,Hatmi,4,15,9,30
DIYARBAKIR,ERGANI,Kekik,4,15,9,30
DIYARBAKIR,ERGANI,Korunga,4,15,9,30
DIYARBAKIR,ERGANI,Kuş Yemi,4,15,9,30
DIYARBAKIR,ERGANI,Papatya,4,15,9,30
DIYARBAKIR,ERGANI,T. Kuyruğu,4,15,9,30
DIYARBAKIR,ERGANI,Y. Yonca,4,15,9,30
DIYARBAKIR,ERGANI,Ç Ayırotu,4,15,9,30
DIYARBAKIR,ERGANI,Ç. Dikeni,4,15,9,30
DIYARBAKIR,ERGANI,Üçgül,4,15,9,30
DIYARBAKIR,EĞIL,Kekik,3,15,6,1
DIYARBAKIR,EĞIL,Y. Üçgül,3,15,6,1
DIYARBAKIR,EĞIL,Yonca,3,15,6,1
DIYARBAKIR,EĞIL,Ç. Dikeni,3,15,6,1
DIYARBAKIR,HANI,Ballıbaba,3,15,9,15
DIYARBAKIR,HANI,Geven,3,15,9,15
DIYARBAKIR,HANI,Kekik,3,15,9,15
DIYARBAKIR,HANI,Papatya,3,15,9,15
DIYARBAKIR,HANI,Peygamber,3,15,9,15
