province,district,plant,start_month,start_day,end_month,end_day
ADANA,ALADAĞ,Geven,7,1,8,30
ADANA,ALADAĞ,Hartlap,3,5,4,22
ADANA,ALADAĞ,Kekik,7,10,8,20
ADANA,ALADAĞ,Püren,9,1,11,28
ADANA,ALADAĞ,Yayla Çayı,7,20,8,25
ADANA,ALADAĞ,Üçgül,4,3,5,28
ADANA,CEYHAN,Ayçiçeği,5,15,6,15
ADANA,CEYHAN,Erik,2,20,3,30
ADANA,CEYHAN,Kayısı,2,20,3,20
ADANA,CEYHAN,Limon,3,1,4,30
ADANA,CEYHAN,Mandarin,3,1,4,30
ADANA,CEYHAN,Nektarin,2,20,3,20
ADANA,CEYHAN,Portakal,3,1,4,30
ADANA,CEYHAN,Şeftali,2,20,3,20
ADANA,FEKE,Akasya(Nektar) Bölgesel,4,15,5,1
ADANA,FEKE,Ayçiçeği,5,10,6,15
ADANA,FEKE,Geven(Nektar) Yaygın,7,1,7,30
ADANA,FEKE,Göknar(Mezla) Ağacı(Nektar) Yaygın,6,1,7,15
ADANA,FEKE,Karaçalı(Nektar) Bölgesel,5,15,5,30
ADANA,FEKE,Kiraz(Polen) Bölgesel,4,1,4,25
ADANA,KARAISALI,Ormanlık Alanlarda,10,1,1,30
ADANA,KARAISALI,Sakarca,8,1,10,20
ADANA,KARAISALI,Çeti,5,5,8,30
ADANA,KARATAŞ,AYÇİÇEĞİ,5,15,8,1
ADANA,KARATAŞ,Mısır,6,10,8,1
ADANA,KARATAŞ,Narenciye,4,1,5,10
ADANA,KARATAŞ,Nektarin,2,20,3,15
ADANA,KARATAŞ,ORMAN,1,1,12,31
ADANA,KARATAŞ,Okaliptüs,4,20,5,20
ADANA,KARATAŞ,Pamuk,7,10,8,1
ADANA,KARATAŞ,PÜREN,9,1,12,1
ADANA,KARATAŞ,Soya,6,10,7,10
ADANA,KARATAŞ,Çam,4,1,5,1
ADANA,KOZAN,Akasya,2,1,6,1
ADANA,KOZAN,Altıntop,4,1,5,1
ADANA,KOZAN,Ayçiçeği,6,1,10,1
ADANA,KOZAN,Defne,4,1,6,1
ADANA,KOZAN,Kayısı,2,1,6,1
ADANA,KOZAN,Keçiboynuzu,9,1,11,1
ADANA,KOZAN,Kiraz,4,1,5,1
ADANA,KOZAN,Limon,4,1,5,1
ADANA,KOZAN,Mandalin,3,1,6,1
ADANA,KOZAN,Misir,6,1,11,1
ADANA,KOZAN,Nar,4,1,9,1
ADANA,KOZAN,Nektarin,2,1,6,1
ADANA,KOZAN,Portakal,4,1,5,1
ADANA,KOZAN,Püren,10,1,12,1
ADANA,KOZAN,Soya,5,1,6,1
ADANA,KOZAN,Trabzon Hurması,6,1,8,1
ADANA,KOZAN,Yer Fıstığı,5,1,6,1
ADANA,KOZAN,Zeytin,4,1,7,1
ADANA,KOZAN,Şeftali,2,1,6,1
ADANA,POZANTI,Ayı Dikeni,6,25,8,15
ADANA,POZANTI,Badem,4,1,4,18
ADANA,POZANTI,Boğa Dikeni,6,25,8,15
ADANA,POZANTI,Deve Dikeni,6,25,8,15
ADANA,POZANTI,Elma,3,22,6,7
ADANA,POZANTI,Kekik,4,10,6,10
ADANA,POZANTI,Keven,4,25,8,15
ADANA,POZANTI,Kiraz,4,13,6,5
ADANA,POZANTI,Püren,7,15,8,30
ADANA,POZANTI,Tespih Çiçeği,5,1,5,20
ADANA,SAIMBEYLI,Keven,7,15,8,15
ADANA,SAIMBEYLI,Kiraz,4,20,5,20
ADANA,SAIMBEYLI,Sedir,5,15,6,1
ADANA,SARIÇAM,Ayçiçeği,5,1,8,1
ADANA,SARIÇAM,Badem,3,15,4,15
ADANA,SARIÇAM,Bezelye/Baklagil,3,1,5,1
ADANA,SARIÇAM,Erik,3,15,4,15
ADANA,SARIÇAM,Fiğ/Yonca,3,1,5,1
ADANA,SARIÇAM,Harnup,9,1,11,1
ADANA,SARIÇAM,Kayısı,3,15,4,15
ADANA,SARIÇAM,Kekik,4,1,6,1
ADANA,SARIÇAM,Lavanta,3,1,4,1
ADANA,SARIÇAM,Nektarin/Şeftali,3,15,4,15
ADANA,SARIÇAM,Patates,4,15,6,1
ADANA,SARIÇAM,Soya,6,15,8,15
ADANA,SARIÇAM,Turunçgil,4,1,5,1
ADANA,SARIÇAM,Yeni Dünya,3,1,4,1
ADANA,SARIÇAM,Çilek,3,1,9,1
ADANA,SEYHAN,BozotU,6,1,7,30
ADANA,SEYHAN,Böğürtlen,6,1,7,1
ADANA,SEYHAN,Narenciye,3,15,4,30
ADANA,SEYHAN,Okaliptus,5,15,6,30
ADANA,SEYHAN,Okaliptus,10,1,11,30
ADANA,SEYHAN,Pamuk,7,15,9,15
ADANA,SEYHAN,Susam,8,1,8,30
ADANA,SEYHAN,Çeti Dikeni,6,1,6,30
ADANA,SEYHAN,Üçgül,4,1,5,30
ADANA,TUFANBEYLI,Aliç,4,15,9,15
ADANA,TUFANBEYLI,Ayrık Otu,4,15,9,15
ADANA,TUFANBEYLI,Dağ Armudu,4,15,9,15
ADANA,TUFANBEYLI,Fiğ,4,15,9,15
ADANA,TUFANBEYLI,Kantaron,4,15,9,15
ADANA,TUFANBEYLI,Kekik,4,15,9,15
ADANA,TUFANBEYLI,Keven,4,15,9,15
ADANA,TUFANBEYLI,Korunga,4,15,9,15
ADANA,TUFANBEYLI,Kuşburnu,4,15,9,15
ADANA,TUFANBEYLI,Çağla,4,15,9,15
ADANA,YUMURTALIK,Ayçiçeği,5,10,6,20
ADANA,YUMURTALIK,Narenciye,3,1,6,20
ADANA,YUMURTALIK,Okaliptus,1,15,5,15
ADANA,YUMURTALIK,Pamuk,6,1,7,20
ADANA,YUMURTALIK,Püren,3,1,4,30
ADANA,YUMURTALIK,Çeti,6,1,8,10
ADANA,YÜREĞIR,Akça Ağaç,4,15,6,15
ADANA,YÜREĞIR,Arı Otu,4,15,6,15
ADANA,YÜREĞIR,Ayçiçeği,5,1,6,15
ADANA,YÜREĞIR,Erik,5,1,6,1
ADANA,YÜREĞIR,Greyfurt,5,1,6,1
ADANA,YÜREĞIR,Ihlamur,5,15,7,15
ADANA,YÜREĞIR,Kayısı,5,1,6,1
ADANA,YÜREĞIR,Kocayemiş,2,15,10,15
ADANA,YÜREĞIR,Korunga,3,15,6,30
ADANA,YÜREĞIR,Lamiyum,3,15,4,15
ADANA,YÜREĞIR,Lavandula,5,15,6,15
ADANA,YÜREĞIR,Limon,5,1,6,1
ADANA,YÜREĞIR,Mandalina,5,1,6,1
ADANA,YÜREĞIR,Melisa,6,1,8,1
ADANA,YÜREĞIR,Nektarin,5,1,6,1
ADANA,YÜREĞIR,Okaliptus,1,1,12,31
ADANA,YÜREĞIR,Pamuk,4,10,9,1
ADANA,YÜREĞIR,Portakal,5,1,6,1
ADANA,YÜREĞIR,Püren,10,15,11,15
ADANA,YÜREĞIR,Çiriş Otu,5,1,6,15
ADANA,YÜREĞIR,Şeftali,5,1,6,1
ADANA,ÇUKUROVA,Armut,2,15,4,30
ADANA,ÇUKUROVA,Badem,2,15,4,20
ADANA,ÇUKUROVA,Erik,2,15,4,30
ADANA,ÇUKUROVA,Kayısı,2,15,4,30
ADANA,ÇUKUROVA,Limon,3,15,5,20
ADANA,ÇUKUROVA,Mandalina,3,15,5,20
ADANA,ÇUKUROVA,Nektarin,2,15,4,30
ADANA,ÇUKUROVA,Pamuk,6,1,7,15
ADANA,ÇUKUROVA,Şeftali,2,15,4,30
ADANA,İMAMOĞLU,Ayçiçeği,5,10,6,15
ADANA,İMAMOĞLU,Kekik(Nektar) Bölgesel,6,1,7,20
ADANA,İMAMOĞLU,Lavanta(Polen)(Nektar) Bölgesel,6,14,7,10
ADANA,İMAMOĞLU,Püren(Nektar/Polen) Bölgesel,10,1,11,15
ADANA,İMAMOĞLU,Tesbih Ağacı(Styrax) (Nektar) Bölgesel,4,1,5,1
ADIYAMAN,BESNI,Badem,3,20,5,20
ADIYAMAN,BESNI,Kır Çiçekleri,4,1,5,31
ADIYAMAN,BESNI,Nar,5,20,6,10
ADIYAMAN,GERGER,Erik,3,20,5,20
ADIYAMAN,GERGER,Geven,7,14,8,5
ADIYAMAN,GERGER,Kayısı,3,20,5,20
ADIYAMAN,GERGER,Kekik,5,15,7,30
ADIYAMAN,GERGER,Kiraz,3,20,5,20
ADIYAMAN,GERGER,Nektarin,3,20,5,20
ADIYAMAN,GERGER,Şeftali,3,20,5,20
ADIYAMAN,GÖLBAŞI,Adaçayı,8,10,8,30
ADIYAMAN,GÖLBAŞI,Kekik,6,20,7,25
ADIYAMAN,GÖLBAŞI,Sumak,7,1,7,15
ADIYAMAN,KAHTA,Ayçiçeği,7,20,8,15
ADIYAMAN,KAHTA,Badem,4,1,4,30
ADIYAMAN,KAHTA,Hardal,4,1,4,30
ADIYAMAN,KAHTA,Kekik,8,15,9,15
ADIYAMAN,KAHTA,Keven,7,10,8,20
ADIYAMAN,KAHTA,Yonca,4,1,4,30
ADIYAMAN,MERKEZ,Badem,3,20,5,20
ADIYAMAN,MERKEZ,Erik,3,15,4,15
ADIYAMAN,MERKEZ,Geven,6,15,7,30
ADIYAMAN,MERKEZ,Hardal,3,1,6,1
ADIYAMAN,MERKEZ,Kayısı,3,15,4,15
ADIYAMAN,MERKEZ,Kekik,5,15,6,15
ADIYAMAN,MERKEZ,Kiraz,3,15,4,15
ADIYAMAN,MERKEZ,Nar,5,20,6,10
ADIYAMAN,MERKEZ,Nektarin,3,15,4,15
ADIYAMAN,MERKEZ,Sütleyen(Haşül),8,15,10,15
ADIYAMAN,MERKEZ,Şeftali,3,15,4,15
ADIYAMAN,SAMSAT,Badem,3,20,5,20
ADIYAMAN,SAMSAT,Erik,3,20,5,20
ADIYAMAN,SAMSAT,Kayısı,3,20,5,20
ADIYAMAN,SAMSAT,Kiraz,3,20,5,20
ADIYAMAN,SAMSAT,Kır Çiçeği,4,1,5,31
ADIYAMAN,SAMSAT,Nektarin,3,20,5,20
ADIYAMAN,SAMSAT,Pamuk,8,15,9,30
ADIYAMAN,SAMSAT,Şeftali,3,20,5,20
ADIYAMAN,SINCIK,Badem,3,20,5,20
ADIYAMAN,SINCIK,Badem,3,20,5,20
ADIYAMAN,SINCIK,Erik,7,14,8,5
ADIYAMAN,SINCIK,Geven,7,14,8,5
ADIYAMAN,SINCIK,Geven,7,14,8,5
ADIYAMAN,SINCIK,Kayısı,7,14,8,5
ADIYAMAN,SINCIK,Kekik,6,20,7,25
ADIYAMAN,SINCIK,Kekik,6,20,7,25
ADIYAMAN,SINCIK,Kiraz,7,14,8,5
ADIYAMAN,SINCIK,Kır Çiçeği,3,20,5,15
ADIYAMAN,SINCIK,Kır Çiçeği,3,20,5,15
ADIYAMAN,SINCIK,Nektarin,7,14,8,5
ADIYAMAN,SINCIK,Pamuk,8,15,9,30
ADIYAMAN,SINCIK,Sumak,7,1,7,15
ADIYAMAN,SINCIK,Sumak,7,1,7,15
ADIYAMAN,SINCIK,Şeftali,7,14,8,5
ADIYAMAN,ÇELIKHAN,Keven,6,15,7,15
ADIYAMAN,ÇELIKHAN,Kir Çiçekleri,3,15,8,15
ADIYAMAN,ÇELIKHAN,Pamuk,8,30,10,15
AFYON,BAYAT,Ahlat,4,20,5,20
AFYON,BAYAT,Akasya,5,1,6,1
AFYON,BAYAT,Akasya,5,1,6,1
AFYON,BAYAT,Ayçiçek,6,20,7,5
AFYON,BAYAT,Ayçiçek,7,1,7,20
AFYON,BAYAT,Badem,3,15,4,15
AFYON,BAYAT,Ballıbaba,4,5,5,5
AFYON,BAYAT,Ballıbaba,4,15,5,15
AFYON,BAYAT,Boz Ot,7,15,8,30
AFYON,BAYAT,Boğa Diken,7,15,8,15
AFYON,BAYAT,Böğürlen,8,1,9,1
AFYON,BAYAT,Civanperçemi Otu,5,15,7,15
AFYON,BAYAT,Davşanak Pinar,6,15,7,15
AFYON,BAYAT,Efekt,6,15,6,30
AFYON,BAYAT,Efekt,6,15,6,30
AFYON,BAYAT,Elma,4,20,5,10
AFYON,BAYAT,Erik,3,15,4,15
AFYON,BAYAT,Gelincik Otu,5,5,6,5
AFYON,BAYAT,Geven,5,15,6,15
AFYON,BAYAT,Geven,7,1,6,30
AFYON,BAYAT,Gül (Yağlık),4,15,6,5
AFYON,BAYAT,Hardal Otu,5,5,6,15
AFYON,BAYAT,Hardal Turp Otu,5,5,6,5
AFYON,BAYAT,Hardal Turp Otu,5,5,6,5
AFYON,BAYAT,Haşhas,5,15,6,15
AFYON,BAYAT,Haşhaş,5,5,6,5
AFYON,BAYAT,Kekik,6,1,6,20
AFYON,BAYAT,Kekik,6,15,6,30
AFYON,BAYAT,Kiraz,4,10,5,10
AFYON,BAYAT,Kiraz,4,10,5,10
AFYON,BAYAT,Kornişon Hıyar,7,1,10,30
AFYON,BAYAT,Macar Fiği,5,1,6,15
AFYON,BAYAT,Sığır Kuyruğu,7,1,8,1
AFYON,BAYAT,Sığır Kuyruğu,7,15,8,15
AFYON,BAYAT,Vişne,4,10,5,10
AFYON,BAYAT,Vişne,4,10,5,10
AFYON,BAYAT,Yabani Fiğ,4,15,6,15
AFYON,BAYAT,İt Burnu,7,1,8,1
AFYON,BAYAT,İt Burnu,7,20,8,10
AFYON,BAŞMAKÇI,Akasya,5,1,6,1
AFYON,BAŞMAKÇI,Ayçiçek,7,1,7,20
AFYON,BAŞMAKÇI,Badem,3,15,4,15
AFYON,BAŞMAKÇI,Davşanak Pinar,6,15,7,15
AFYON,BAŞMAKÇI,Erik,3,15,4,15
AFYON,BAŞMAKÇI,Hardal Turp Otu,5,5,6,5
AFYON,BAŞMAKÇI,Haşhaş,5,5,6,5
AFYON,BAŞMAKÇI,Kestane,5,5,6,5
AFYON,BOLVADIN,Ahlat,4,20,5,20
AFYON,BOLVADIN,Akasya,5,1,6,1
AFYON,BOLVADIN,Ayçiçek,7,1,7,20
AFYON,BOLVADIN,Badem,3,25,4,25
AFYON,BOLVADIN,Ballıbaba,4,25,5,25
AFYON,BOLVADIN,Böğürtlen,6,15,8,20
AFYON,BOLVADIN,Davşanak Pinar,6,20,7,15
AFYON,BOLVADIN,Efekt,6,20,7,10
AFYON,BOLVADIN,Elma,4,20,5,10
AFYON,BOLVADIN,Erik,3,25,4,25
AFYON,BOLVADIN,Geven,7,1,6,30
AFYON,BOLVADIN,Hardal Turp Otu,5,5,6,5
AFYON,BOLVADIN,Haşhas,5,15,6,15
AFYON,BOLVADIN,Kekik,6,25,7,10
AFYON,BOLVADIN,Kestane,5,20,7,20
AFYON,BOLVADIN,Kiraz,4,15,5,15
AFYON,BOLVADIN,Siğır Kuyruğu,7,30,8,30
AFYON,BOLVADIN,Vişne,4,15,5,15
AFYON,BOLVADIN,İt Burnu,7,20,8,10
AFYON,DAZKIRI,Ayçiçek,7,1,7,30
AFYON,DAZKIRI,Badem,3,15,4,30
AFYON,DAZKIRI,Ballıbaba,4,15,5,15
AFYON,DAZKIRI,Elma,4,15,5,15
AFYON,DAZKIRI,Geven,6,1,7,15
AFYON,DAZKIRI,Hardal Turp Otu,5,1,6,1
AFYON,DAZKIRI,Haşhaş,5,1,6,1
AFYON,DAZKIRI,Kekik,6,1,7,1
AFYON,DAZKIRI,Kiraz,4,1,5,1
AFYON,DAZKIRI,Lavanta,6,1,7,1
AFYON,DAZKIRI,Siğır Kuyruğu,6,1,8,15
AFYON,DINAR,Ayçiçeği,6,15,7,5
AFYON,DINAR,Badem,3,10,4,10
AFYON,DINAR,Ballıbaba,4,10,8,20
AFYON,DINAR,Böğürtlen,7,20,8,20
AFYON,DINAR,Erik,3,15,4,15
AFYON,DINAR,Hardal Turp Otu,4,30,6,30
AFYON,DINAR,Haşhaş,4,20,5,20
AFYON,DINAR,Ihlamur,4,15,6,15
AFYON,DINAR,Kekik,6,5,6,20
AFYON,DINAR,Kiraz,4,10,5,10
AFYON,DINAR,Vişne,4,10,5,10
AFYON,EMIRDAĞ,Ahlat,4,20,5,20
AFYON,EMIRDAĞ,Akasya,5,1,6,1
AFYON,EMIRDAĞ,Ayçiçeği,7,1,7,20
AFYON,EMIRDAĞ,Badem,3,15,4,15
AFYON,EMIRDAĞ,Ballıbaba,4,15,5,15
AFYON,EMIRDAĞ,Elma,4,20,5,10
AFYON,EMIRDAĞ,Geven,7,1,6,30
AFYON,EMIRDAĞ,Haşhaş,5,15,6,15
AFYON,EMIRDAĞ,Kekik,6,15,6,30
AFYON,EMIRDAĞ,Sığır Kuyruğu,7,15,8,15
AFYON,EMIRDAĞ,İt Burnu,7,20,8,10
AFYON,EVCÜLER,Ayçiçek (Yağlık),6,10,7,25
AFYON,EVCÜLER,Elma,4,1,5,30
AFYON,EVCÜLER,Kekik,6,15,6,30
AFYON,EVCÜLER,Lavanta,6,15,6,30
AFYON,HOCALAR,Ahlat,4,27,5,27
AFYON,HOCALAR,Akasya,5,8,6,8
AFYON,HOCALAR,Ayçiçek,7,8,7,27
AFYON,HOCALAR,Badem,3,22,4,22
AFYON,HOCALAR,Ballıbaba,4,22,5,22
AFYON,HOCALAR,Böğürlern,8,8,9,8
AFYON,HOCALAR,Davşanak Pinar,6,22,7,22
AFYON,HOCALAR,Efekt,6,22,7,10
AFYON,HOCALAR,Elma,4,28,5,20
AFYON,HOCALAR,Erik,3,22,4,22
AFYON,HOCALAR,Geven,7,8,7,7
AFYON,HOCALAR,Hardal Turp Otu,5,12,6,12
AFYON,HOCALAR,Haşhas,5,22,6,22
AFYON,HOCALAR,It Burnu,7,27,8,17
AFYON,HOCALAR,Kekik,6,22,7,7
AFYON,HOCALAR,Kestane,6,22,7,22
AFYON,HOCALAR,Kiraz,4,20,5,20
AFYON,HOCALAR,Sığır Kuyruğu,7,22,8,22
AFYON,HOCALAR,Vişne,4,20,5,20
AFYON,KIZILÖREN,Ahlat,4,20,5,20
AFYON,KIZILÖREN,Akasya,5,1,6,1
AFYON,KIZILÖREN,Ayçiçek,7,1,7,20
AFYON,KIZILÖREN,Badem,3,15,4,15
AFYON,KIZILÖREN,Beyaz Sarmaşık,5,1,6,30
AFYON,KIZILÖREN,Böğürlern,8,1,9,1
AFYON,KIZILÖREN,Dikfir,4,1,5,31
AFYON,KIZILÖREN,Efekt,6,15,6,30
AFYON,KIZILÖREN,Elma,4,20,5,10
AFYON,KIZILÖREN,Erik,3,15,4,15
AFYON,KIZILÖREN,Geven,7,1,6,30
AFYON,KIZILÖREN,Hardal Turp Otu,5,5,6,5
AFYON,KIZILÖREN,Haşhas,5,15,6,15
AFYON,KIZILÖREN,Kabak,7,1,8,31
AFYON,KIZILÖREN,Kekik,6,15,6,30
AFYON,KIZILÖREN,Kiraz,4,10,5,10
AFYON,KIZILÖREN,Korunga,6,1,7,31
AFYON,KIZILÖREN,Macar Fiğ,5,1,6,1
AFYON,KIZILÖREN,Sedir,6,1,7,31
AFYON,KIZILÖREN,Sığır Kuyruğu,7,15,8,15
AFYON,KIZILÖREN,Top Diken,7,1,8,31
AFYON,KIZILÖREN,Vişne,4,10,5,10
AFYON,KIZILÖREN,İğde,5,1,5,31
AFYON,MERKEZ,Ahlat,4,20,5,20
AFYON,MERKEZ,Badem,3,15,4,15
AFYON,MERKEZ,Ballıbaba,4,15,5,15
AFYON,MERKEZ,Böğürlerin,8,1,9,1
AFYON,MERKEZ,Efekt,6,15,6,30
AFYON,MERKEZ,Elma,4,20,5,10
AFYON,MERKEZ,Erik,3,15,4,15
AFYON,MERKEZ,Geven,7,1,6,30
AFYON,MERKEZ,Kekik,6,15,6,30
AFYON,MERKEZ,Kiraz,4,10,5,10
AFYON,MERKEZ,Sığır Kuyruğu,7,15,8,15
AFYON,MERKEZ,Vişne,4,10,5,10
AFYON,MERKEZ,İt Burnu,7,20,8,10
AFYON,SANDIKLI,Ahlat,4,10,5,10
AFYON,SANDIKLI,Akasya,4,20,5,20
AFYON,SANDIKLI,Ayçiçek,6,20,7,10
AFYON,SANDIKLI,Badem,3,5,4,5
AFYON,SANDIKLI,Ballıbaba,4,5,5,5
AFYON,SANDIKLI,Böğürlern,7,20,8,20
AFYON,SANDIKLI,Davşanak Pinar,6,5,7,5
AFYON,SANDIKLI,Efekt,6,5,6,20
AFYON,SANDIKLI,Elma,4,10,5,1
AFYON,SANDIKLI,Erik,3,5,4,5
AFYON,SANDIKLI,Geven,6,20,7,20
AFYON,SANDIKLI,Hardal Turp Otu,4,25,5,25
AFYON,SANDIKLI,Haşhas,5,5,6,5
AFYON,SANDIKLI,Kekik,6,5,6,20
AFYON,SANDIKLI,Kestane,5,5,7,5
AFYON,SANDIKLI,Kiraz,4,1,5,1
AFYON,SANDIKLI,Siğir Kuyruğu,7,5,8,5
AFYON,SANDIKLI,Vişne,4,1,5,1
AFYON,SANDIKLI,İt Burnu,7,10,8,1
AFYON,SINANPAŞA,Adaçayı,6,15,6,30
AFYON,SINANPAŞA,Ahlat,4,10,5,10
AFYON,SINANPAŞA,Ayçiçek,7,1,7,31
AFYON,SINANPAŞA,Badem,3,15,4,15
AFYON,SINANPAŞA,Ballıbaba,4,10,5,10
AFYON,SINANPAŞA,Böğürtlen,8,1,8,30
AFYON,SINANPAŞA,Davşanak Pinar,6,16,7,15
AFYON,SINANPAŞA,Devedikeni,5,15,6,15
AFYON,SINANPAŞA,Efekt,6,15,6,30
AFYON,SINANPAŞA,Elma,4,10,5,10
AFYON,SINANPAŞA,Erik,3,15,4,15
AFYON,SINANPAŞA,Geven,6,15,7,15
AFYON,SINANPAŞA,Haşhaş,5,15,6,15
AFYON,SINANPAŞA,Kekik,6,15,6,30
AFYON,SINANPAŞA,Kiraz,4,10,5,10
AFYON,SINANPAŞA,Korunga,6,15,6,30
AFYON,SINANPAŞA,Kuşburnu,6,10,7,15
AFYON,SINANPAŞA,Vişne,4,10,5,10
AFYON,SINANPAŞA,Yabani Yonca,5,15,6,15
AFYON,SULTANDAĞI,Ahlat,4,10,5,10
AFYON,SULTANDAĞI,Akasya,5,1,6,1
AFYON,SULTANDAĞI,Ayçiçek,7,1,7,30
AFYON,SULTANDAĞI,Badem,3,15,4,15
AFYON,SULTANDAĞI,Ballıbaba,3,1,5,20
AFYON,SULTANDAĞI,Böğürlern,7,15,8,20
AFYON,SULTANDAĞI,Davşanak Pinar,7,1,8,20
AFYON,SULTANDAĞI,Elma,4,10,5,10
AFYON,SULTANDAĞI,Erik,3,15,4,15
AFYON,SULTANDAĞI,Geven,5,1,6,30
AFYON,SULTANDAĞI,Hardal Turp Otu,5,5,6,5
AFYON,SULTANDAĞI,Haşhas,5,15,6,15
AFYON,SULTANDAĞI,Kekik,5,15,6,30
AFYON,SULTANDAĞI,Kiraz,4,1,5,1
AFYON,SULTANDAĞI,Siğir Kuyruğu,6,1,8,10
AFYON,SULTANDAĞI,Vişne,4,1,5,1
AFYON,SULTANDAĞI,İt Burnu,7,1,8,20
AFYON,ÇAY,Ahlat,4,20,5,20
AFYON,ÇAY,Akasya,5,1,6,1
AFYON,ÇAY,Ayçiçek,6,15,7,20
AFYON,ÇAY,Badem,3,1,4,15
AFYON,ÇAY,Ballıbaba,3,1,4,15
AFYON,ÇAY,Böğürtlen,5,1,7,1
AFYON,ÇAY,Elma,4,10,5,10
AFYON,ÇAY,Erik,3,1,4,15
AFYON,ÇAY,Geven,4,1,6,30
AFYON,ÇAY,Hardal,4,1,6,15
AFYON,ÇAY,Haşhaş,5,15,6,15
AFYON,ÇAY,Kayısı,3,1,4,15
AFYON,ÇAY,Kekik,4,15,7,30
AFYON,ÇAY,Kestane,5,15,6,15
AFYON,ÇAY,Kiraz,4,1,5,10
AFYON,ÇAY,Kuş Burnu,5,15,6,15
AFYON,ÇAY,Sığır Kuyruğu,7,1,8,15
AFYON,ÇAY,Vişne,4,10,5,15
AFYON,ÇOBANLAR,Ahlat,4,20,5,20
AFYON,ÇOBANLAR,Akasya,5,1,6,1
AFYON,ÇOBANLAR,Ayçiçek,7,1,7,20
AFYON,ÇOBANLAR,Badem,3,15,4,15
AFYON,ÇOBANLAR,Ballıbaba,4,15,5,15
AFYON,ÇOBANLAR,Böğürtlen,8,1,9,1
AFYON,ÇOBANLAR,Davşanak Pinar,6,15,7,15
AFYON,ÇOBANLAR,Efekt,6,15,6,30
AFYON,ÇOBANLAR,Elma,4,20,5,10
AFYON,ÇOBANLAR,Erik,3,15,4,15
AFYON,ÇOBANLAR,Geven,7,1,6,30
AFYON,ÇOBANLAR,Hardal Turp Otu,5,5,6,5
AFYON,ÇOBANLAR,Haşhas,5,15,6,15
AFYON,ÇOBANLAR,Kekik,6,15,6,30
AFYON,ÇOBANLAR,Kestane,5,15,7,15
AFYON,ÇOBANLAR,Kiraz,4,10,5,10
AFYON,ÇOBANLAR,Sığır Kuyruğu,7,15,8,15
AFYON,ÇOBANLAR,Vişne,4,10,5,10
AFYON,ÇOBANLAR,İt Burnu,7,20,8,10
AFYON,İHSANIYE,Ahlat,4,20,5,20
AFYON,İHSANIYE,Aspir,5,1,6,1
AFYON,İHSANIYE,Ayçiçek,7,1,7,20
AFYON,İHSANIYE,Badem,3,15,4,15
AFYON,İHSANIYE,Davşanak Pinar,6,15,7,15
AFYON,İHSANIYE,Elma,4,20,5,10
AFYON,İHSANIYE,Erik,3,15,4,15
AFYON,İHSANIYE,Geven,7,1,6,30
AFYON,İHSANIYE,Hardal Turp Otu,5,5,6,5
AFYON,İHSANIYE,Haşhas,5,15,6,15
AFYON,İHSANIYE,Kekik,6,15,6,30
AFYON,İHSANIYE,Kuşburnu,7,20,8,10
AFYON,İHSANIYE,Sığır Kuyruğu,7,15,8,15
AFYON,İHSANIYE,Vişne,4,10,5,10
AFYON,İSCEHISAR,Ahlat,4,25,5,25
AFYON,İSCEHISAR,Ayçiçek,6,25,7,25
AFYON,İSCEHISAR,Badem,3,10,4,20
AFYON,İSCEHISAR,Ballıbaba,4,15,5,30
AFYON,İSCEHISAR,Böğürlern,7,10,9,10
AFYON,İSCEHISAR,Davşanak Pinar,5,30,7,20
AFYON,İSCEHISAR,Efekt,4,20,6,30
AFYON,İSCEHISAR,Elma,4,5,5,10
AFYON,İSCEHISAR,Erik,4,3,4,30
AFYON,İSCEHISAR,Geven,4,20,7,1
AFYON,İSCEHISAR,Hardal Turp Otu,4,30,6,10
AFYON,İSCEHISAR,Haşhas,5,1,6,20
AFYON,İSCEHISAR,Kekik,4,20,6,30
AFYON,İSCEHISAR,Kiraz,4,15,5,20
AFYON,İSCEHISAR,Sığır Kuyruğu,5,5,7,5
AFYON,İSCEHISAR,Vişne,4,15,5,20
AFYON,İSCEHISAR,İt Burnu,7,1,8,15
AFYON,ŞUHUT,Ahlat,4,20,5,20
AFYON,ŞUHUT,Ayçiçek,6,20,7,20
AFYON,ŞUHUT,Badem,4,1,5,1
AFYON,ŞUHUT,Ballıbaba,4,15,5,15
AFYON,ŞUHUT,Böğürtlen,8,1,9,1
AFYON,ŞUHUT,Davşanak Pinar,6,15,7,15
AFYON,ŞUHUT,Efekt,6,15,6,30
AFYON,ŞUHUT,Elma,4,20,5,10
AFYON,ŞUHUT,Erik,4,1,5,1
AFYON,ŞUHUT,Geven,7,1,6,30
AFYON,ŞUHUT,Hardal Turp Otu,5,5,6,5
AFYON,ŞUHUT,Haşhas,5,15,6,15
AFYON,ŞUHUT,Kekik,6,15,6,30
AFYON,ŞUHUT,Kiraz,4,10,5,10
AFYON,ŞUHUT,Sığır Kuyruğu,7,15,8,15
AFYON,ŞUHUT,Vişne,4,10,5,10
AFYON,ŞUHUT,İt Burnu,7,20,8,10
AKSARAY,AĞAÇÖREN,Kekik,6,20,7,20
AKSARAY,AĞAÇÖREN,Keven,6,20,7,20
AKSARAY,ESKIL,Ayçiçeği,6,20,8,10
AKSARAY,ESKIL,Ayçiçeği,7,1,8,10
AKSARAY,ESKIL,Kangal Dikeni,7,10,8,15
