il,ilce,mahalle,lat,lon
ANKARA,BEYPAZARI,GAZİPAŞA,40.1619198,31.9108975
ANKARA,BEYPAZARI,GEYİKPINARI,40.2264798,31.9018871
ANKARA,BEYPAZARI,GÜRSÖĞÜT,39.9194159,31.7887064
ANKARA,BEYPAZARI,HACIKARA,40.1527383,31.915381
ANKARA,BEYPAZARI,HARMANCIK,40.091167,31.896956
ANKARA,BEYPAZARI,HAYDARLAR,40.278179,31.934816
ANKARA,BEYPAZARI,HIRKATEPE,40.19783,31.754387
ANKARA,BEYPAZARI,KABACA,40.2559733,32.0486835
ANKARA,BEYPAZARI,KABALAR,40.287235,31.883947
ANKARA,BEYPAZARI,KAPLAN,40.2251662,31.8102487
ANKARA,BEYPAZARI,KAPULLU,39.9077291,31.8218877
ANKARA,BEYPAZARI,KARACAÖREN,40.2857841,31.9612876
ANKARA,BEYPAZARI,KARAÖREN,40.2847507,31.8979209
ANKARA,BEYPAZARI,KARAŞAR,40.325608,31.9845994
ANKARA,BEYPAZARI,KARGI,39.967926,31.750301
ANKARA,BEYPAZARI,KAYABÜKÜ,40.083275,31.832285
ANKARA,BEYPAZARI,KERBANLAR,40.290619,31.934551
ANKARA,BEYPAZARI,KIRBAŞI,40.013599,31.828322
ANKARA,BEYPAZARI,KIRŞEYHLER,39.9151186,31.8538982
ANKARA,BEYPAZARI,KIZILCASÖĞÜT,40.1939435,32.0265058
ANKARA,BEYPAZARI,KOZALAN,40.2358028,31.928349
ANKARA,BEYPAZARI,KOZAĞAÇ,40.2245085,31.7866452
ANKARA,BEYPAZARI,KURTKOVAN,40.2593581,31.8801394
ANKARA,BEYPAZARI,KURTULUŞ,40.1600821,31.9158676
ANKARA,BEYPAZARI,KUYUCAK,40.1571259,31.8268189
ANKARA,BEYPAZARI,KUYUMCUTEKKE,40.1972464,31.9616686
ANKARA,BEYPAZARI,KÖSELER,40.320679,31.993437
ANKARA,BEYPAZARI,KÖST,40.2720786,31.8514172
ANKARA,BEYPAZARI,MACUN,40.220097,32.002697
ANKARA,BEYPAZARI,MAHMUTLAR,39.8909836,31.899025
ANKARA,BEYPAZARI,MENÇELER,40.273647,31.870663
ANKARA,BEYPAZARI,MİKAİL,40.2649213,31.8844099
ANKARA,BEYPAZARI,NUHHOCA,40.290695,31.770628
ANKARA,BEYPAZARI,OYMAAĞAÇ,40.049141,31.954992
ANKARA,BEYPAZARI,RÜSTEMPAŞA,40.1718878,31.9218656
ANKARA,BEYPAZARI,SARAY,40.3152003,32.0151324
ANKARA,BEYPAZARI,SARIAĞIL,40.2132978,31.8328312
ANKARA,BEYPAZARI,SEKLİ,40.1920244,31.7123166
ANKARA,BEYPAZARI,SOPÇAALAN,40.2003506,31.9421479
ANKARA,BEYPAZARI,TACETTİN,40.013969,31.888977
ANKARA,BEYPAZARI,TAHİR,40.029575,31.870421
ANKARA,BEYPAZARI,URUŞ,40.2497469,32.1376313
ANKARA,BEYPAZARI,UŞAKGÖL,40.2921853,31.92472
ANKARA,BEYPAZARI,YALNIZÇAM,39.9416386,31.7595334
ANKARA,BEYPAZARI,YEŞİLAĞAÇ,40.146786,31.8717332
ANKARA,BEYPAZARI,YILDIZ,40.27911,31.752777
ANKARA,BEYPAZARI,YOĞUNPELİT,40.2190124,32.0466446
ANKARA,BEYPAZARI,YUKARIGÜNEY,40.3146752,31.7889957
ANKARA,BEYPAZARI,YUKARIULUCAK,40.0985631,31.933305
ANKARA,BEYPAZARI,YİĞERLER,40.2684542,31.9235241
ANKARA,BEYPAZARI,ZAFER,40.1656557,31.9166103
ANKARA,BEYPAZARI,ÇAKILOBA,40.204342,31.842892
ANKARA,BEYPAZARI,ÇANTIRLI,40.137348,31.789309
ANKARA,BEYPAZARI,ÜREĞİL,40.2596707,32.0782912
ANKARA,BEYPAZARI,İNCEPELİT,40.173887,32.0700943
ANKARA,BEYPAZARI,İSTİKLAL,40.1705351,31.9176397
ANKARA,ELMADAĞ,AKÇAALİ,39.808968,33.1104545
ANKARA,ELMADAĞ,AŞAĞIKAMIŞLI,39.7467525,33.2449515
ANKARA,ELMADAĞ,DELİLER,39.7656215,33.2080282
ANKARA,ELMADAĞ,EDİĞE,39.8813041,33.28048
ANKARA,ELMADAĞ,HASANOĞLAN BAHÇELİEVLER,39.98221,33.1674098
ANKARA,ELMADAĞ,HASANOĞLAN FATİH,39.989436,33.1816704
ANKARA,ELMADAĞ,HASANOĞLAN HAVUZBAŞI,39.9995777,33.1821857
ANKARA,ELMADAĞ,KARACAHASAN,39.853153,33.22411
ANKARA,ELMADAĞ,KAYADİBİ,39.940754,33.333889
ANKARA,ELMADAĞ,KUŞÇUALİ,39.7854605,33.2588048
ANKARA,ELMADAĞ,LALABEL,39.9605685,33.1908832
ANKARA,ELMADAĞ,MUZAFFER EKŞİ,39.9805592,33.1766871
ANKARA,ELMADAĞ,SEYİTCEMALİ,39.9939738,33.2536746
ANKARA,ELMADAĞ,SÜLEYMANLI,39.7235852,33.1625653
ANKARA,ELMADAĞ,TABURLAR,39.785953,33.214603
ANKARA,ELMADAĞ,TEKKE,39.8043228,33.0556869
ANKARA,ELMADAĞ,YENİMAHALLE,39.9661061,32.8087786
ANKARA,ELMADAĞ,YEŞİLDERE FATİH,39.9915527,33.2506096
ANKARA,ELMADAĞ,YUKARIKAMIŞLI,39.73198179999999,33.257117
ANKARA,ETİMESGUT,AHİ MESUT,39.9343671,32.6385704
ANKARA,ETİMESGUT,ATAYURT,39.8419009,32.5398583
ANKARA,ETİMESGUT,AŞAĞIYURTÇU,39.8146837,32.5367159
ANKARA,ETİMESGUT,BAHÇEKAPI,39.9429637,32.7122483
ANKARA,ETİMESGUT,BALIKUYUMCU,39.7743422,32.527081
ANKARA,ETİMESGUT,DEVLET,39.914255,32.8492864
ANKARA,ETİMESGUT,ELVAN,39.9489178,32.6291227
ANKARA,ETİMESGUT,ERYAMAN,39.9722971,32.6212797
ANKARA,ETİMESGUT,FATİH SULTAN,39.8834106,32.6566452
ANKARA,ETİMESGUT,FEVZİYE,39.7484974,32.5992924
ANKARA,ETİMESGUT,ORHUN,39.849493,32.6053456
ANKARA,ETİMESGUT,SÜVARİ,39.9487007,32.6455548
ANKARA,ETİMESGUT,TUNAHAN,39.9860189,32.6232237
ANKARA,ETİMESGUT,TURKUAZ,39.813935,32.5702419
ANKARA,ETİMESGUT,YAPRACIK,39.865294,32.5817705
ANKARA,ETİMESGUT,YENİ BAĞLICA,39.9007102,32.6397785
ANKARA,ETİMESGUT,YUKARIYURTÇU,39.823077,32.5497806
ANKARA,ETİMESGUT,ŞEHİT OSMAN AVCI,39.980323,32.6503495
ANKARA,ETİMESGUT,ŞEHİTALİ,39.7718826,32.6080173
ANKARA,ETİMESGUT,ŞEKER,39.1565851,33.1914568
ANKARA,EVREN,ALTINBAŞAK,39.0566249,33.6951773
ANKARA,EVREN,CEBİRLİ,39.0902935,33.6628175
ANKARA,EVREN,DEMİRAYAK,39.0419935,33.7004396
ANKARA,EVREN,ESENTEPE,39.0141488,33.8021421
ANKARA,EVREN,ESKİTORUNOBASI,38.951279,33.714817
ANKARA,EVREN,MODERN,39.0332195,33.8041162
ANKARA,EVREN,SOLAKUŞAĞI,39.0409957,33.7071614
ANKARA,EVREN,YENİ,39.0248059,33.8043952
ANKARA,EVREN,YUSUFUŞAĞI,39.0689576,33.6903867
ANKARA,EVREN,ÇATALPINAR,39.026447,33.720043
ANKARA,EVREN,İBRAHİMBEYLİ,38.967228,33.700714
ANKARA,EVREN,İNEBEYLİ,39.0855775,33.6797531
ANKARA,EVREN,ŞERAFETTİN YILMAZ,39.0203174,33.8022708
ANKARA,GÖLBAŞI,AHİBOZ,39.6045618,32.8501871
ANKARA,GÖLBAŞI,AKÖRENÇARŞAK,39.3213155,32.9485065
ANKARA,GÖLBAŞI,ALTUNÇANAK,39.2650533,32.9223014
ANKARA,GÖLBAŞI,BALLIKPINAR,39.734459,32.7150987
ANKARA,GÖLBAŞI,BAĞİÇİ,39.537796,32.909725
ANKARA,GÖLBAŞI,BEZİRHANE,39.4808861,32.8522676
ANKARA,GÖLBAŞI,BOYALIK,39.4744862,32.6664206
ANKARA,GÖLBAŞI,DİKİLİTAŞ,39.5527215,32.7034676
ANKARA,GÖLBAŞI,EMİRLER,39.4096759,32.9233882
ANKARA,GÖLBAŞI,GAZİOSMANPAŞA,39.8971118,32.8661926
ANKARA,GÖLBAŞI,GÖKÇEHÜYÜK,39.6649872,32.7322406
ANKARA,GÖLBAŞI,GÖLBEK,39.3218229,32.8405638
ANKARA,GÖLBAŞI,GÜNALAN,39.6239121,32.8818577
ANKARA,GÖLBAŞI,HACIMURATLI,39.680888,32.7002845
ANKARA,GÖLBAŞI,HALAÇLI,39.7069952,32.6053929
ANKARA,GÖLBAŞI,KARAALİ MERKEZ,39.6551695,32.9452858
ANKARA,GÖLBAŞI,KARAALİ YAZLIK,39.6540227,32.9421631
ANKARA,GÖLBAŞI,KARACAÖREN,39.361813,32.811142
ANKARA,GÖLBAŞI,KARAGEDİK AYDIN,39.5766527,32.7982873
ANKARA,GÖLBAŞI,KARAGEDİK ERCAN,39.5776111,32.8040385
ANKARA,GÖLBAŞI,KARAOĞLAN,39.7374154,32.8323186
ANKARA,GÖLBAŞI,KIRIKLI,39.5317399,32.8028916
ANKARA,GÖLBAŞI,KIZILCAŞAR,39.8227276,32.732967
ANKARA,GÖLBAŞI,KOPARAN,39.7265318,32.6710571
ANKARA,GÖLBAŞI,MAHMATLI,39.556919,32.901672
ANKARA,GÖLBAŞI,MAHMATLIBAHÇE,39.5252,32.840866
ANKARA,GÖLBAŞI,MATLIBAHÇE,39.52519999999999,32.840866
ANKARA,GÖLBAŞI,OYACA AKARSU,39.5396762,32.609093
ANKARA,GÖLBAŞI,OYACA YEŞİLÇAM,39.5366182,32.6099364
ANKARA,GÖLBAŞI,OĞULBEY,39.6858405,32.827739
ANKARA,GÖLBAŞI,SEĞMENLER,39.793057,32.809521
ANKARA,GÖLBAŞI,SOĞULCAK,39.522923,32.870361
ANKARA,GÖLBAŞI,SUBAŞI,39.637722,32.536068
ANKARA,GÖLBAŞI,TAŞPINAR,39.8306678,32.7588042
ANKARA,GÖLBAŞI,TEPEYURT,39.5511079,32.8214987
ANKARA,GÖLBAŞI,TOPAKLI,39.627007,32.650867
ANKARA,GÖLBAŞI,VELİHİMMETLİ,39.6916283,32.6551905
ANKARA,GÖLBAŞI,YAVRUCUK,39.6976114,32.7437943
ANKARA,GÖLBAŞI,YAYLABAĞ,39.7992671,32.8882904
ANKARA,GÖLBAŞI,YAĞLIPINAR,39.65308,32.803711
ANKARA,GÖLBAŞI,YURTBEYİ,39.7527144,32.8769604
ANKARA,GÖLBAŞI,ÇAYIRLI,39.630085,32.588692
ANKARA,GÖLBAŞI,ÇELTEK,39.279453,32.865177
ANKARA,GÖLBAŞI,ÇİMŞİT,39.430328,32.891361
ANKARA,GÖLBAŞI,ÖRENCİK,39.7825534,32.834955
ANKARA,GÖLBAŞI,İKİZCE,39.5948879,32.6616066
ANKARA,GÖLBAŞI,İNCEK,39.8075395,32.697551
ANKARA,GÜDÜL,ADALIKUZU,40.1909544,32.1870484
ANKARA,GÜDÜL,AFŞAR,40.153275,32.238079
ANKARA,GÜDÜL,AKBAŞ,40.2328713,32.2899725
ANKARA,GÜDÜL,AKÇAKESE,40.3072122,32.3402904
ANKARA,GÜDÜL,AŞAĞI,40.2099146,32.2415286
ANKARA,GÜDÜL,BOYALI,40.170609,32.288857
ANKARA,GÜDÜL,EMİRLER,40.2084079,32.2438369
ANKARA,GÜDÜL,GARİPÇE,40.1906202,32.2152475
ANKARA,GÜDÜL,GÜNEYCE,40.0672904,32.2020559
ANKARA,GÜDÜL,GÜZEL,40.2812946,32.3067562
ANKARA,GÜDÜL,HACILAR,40.2249219,32.2736951
ANKARA,GÜDÜL,KADIOBASI,40.1342755,32.2671665
ANKARA,GÜDÜL,KAMANLAR,40.2263429,32.2615722
ANKARA,GÜDÜL,KARACAÖREN,40.2470805,32.2315782
ANKARA,GÜDÜL,KAVAKÖZÜ,40.2673043,32.171268
ANKARA,GÜDÜL,KAYI,40.2651511,32.1810158
ANKARA,GÜDÜL,KIRKKAVAK,40.2868382,32.161424
ANKARA,GÜDÜL,MEYVABÜKÜ,40.2633964,32.3297223
ANKARA,GÜDÜL,SALİHLER,40.1484788,32.1853598
ANKARA,GÜDÜL,SAPANLI,40.183681,32.247166
ANKARA,GÜDÜL,SORGUN,40.3383084,32.2680968
ANKARA,GÜDÜL,TAHTACIÖRENCİK,40.2798195,32.1405131
ANKARA,GÜDÜL,TAŞÖREN,40.2043141,32.1426672
ANKARA,GÜDÜL,YELLİ,40.2746988,32.2562361
ANKARA,GÜDÜL,YENİ,40.2120645,32.2415551
ANKARA,GÜDÜL,YEŞİLÖZ,40.2567035,32.2659133
ANKARA,GÜDÜL,YUKARI,40.2103024,32.244081
ANKARA,GÜDÜL,ÇAĞA,40.12714,32.213509
ANKARA,GÜDÜL,ÇUKURÖREN,40.183956,32.343002
ANKARA,GÜDÜL,ÖZKÖY,40.2326851,32.1253368
ANKARA,GÜDÜL,ÖZÇALTI,40.2767001,32.3579999
ANKARA,HAYMANA,AHIRLIKUYU,39.455429,32.399929
ANKARA,HAYMANA,ALAHACILI,38.998577,32.432213
ANKARA,HAYMANA,ALAÇIK,39.2944244,32.4261484
ANKARA,HAYMANA,ALTIPINAR,39.203373,32.749111
ANKARA,HAYMANA,ATAKÖY,39.2748641,32.5166965
ANKARA,HAYMANA,BAHÇECİK,39.261158,32.442944
ANKARA,HAYMANA,BALTALİN,39.244015,32.7479609
ANKARA,HAYMANA,BALÇIKHİSAR,39.2626102,32.762175
ANKARA,HAYMANA,BOSTANHÜYÜK,39.222374,32.747177
ANKARA,HAYMANA,BOĞAZKAYA,39.105736,32.434864
ANKARA,HAYMANA,BUMSUZ,39.1687365,32.6875799
ANKARA,HAYMANA,BÜYÜKKONAK,39.168827,32.413914
ANKARA,HAYMANA,BÜYÜKYAĞCI,39.1446545,32.5210094
ANKARA,HAYMANA,CULUK,39.435589,32.692551
ANKARA,HAYMANA,CİHANŞAH,39.1278085,32.5427344
ANKARA,HAYMANA,CİNGİRLİ,39.441525,32.6343
ANKARA,HAYMANA,DEMİRÖZÜ,39.256733,32.36412
ANKARA,HAYMANA,DEREKÖY,39.5154531,32.5704101
ANKARA,HAYMANA,DEVECİ,39.602734,32.539566
ANKARA,HAYMANA,DEVECİPINARI,39.181423,32.476582
ANKARA,HAYMANA,DURUPINAR,39.341076,32.738579
ANKARA,HAYMANA,DURUTLAR,39.539105,32.447231
ANKARA,HAYMANA,EMİRLER,39.0496264,32.3418156
ANKARA,HAYMANA,ESEN,39.402287,32.403778
ANKARA,HAYMANA,ESKİKIŞLA,39.310337,32.483753
ANKARA,HAYMANA,EVCİ,39.379574,32.45372
ANKARA,HAYMANA,EVLİYAFAKI,39.311741,32.352196
ANKARA,HAYMANA,GEDİK,39.391575,32.445003
ANKARA,HAYMANA,GÜLTEPE,39.295872,32.478344
ANKARA,HAYMANA,GÜZELCEKALE,39.3154361,32.7240558
ANKARA,HAYMANA,KADIKÖY,39.472138,32.484181
ANKARA,HAYMANA,KARAHOCA,39.404167,32.574383
ANKARA,HAYMANA,KARAPINAR,39.301269,32.404331
ANKARA,HAYMANA,KARASÜLEYMANLI,39.353108,32.611134
ANKARA,HAYMANA,KATRANCI,39.2794563,32.5524626
ANKARA,HAYMANA,KAVAK,39.309021,32.322434
ANKARA,HAYMANA,KERPİÇ,39.0709903,32.5765378
ANKARA,HAYMANA,KESİKKAVAK,39.4356022,32.4649335
ANKARA,HAYMANA,KIZILKOYUNLU,39.375328,32.581196
ANKARA,HAYMANA,KUTLUHAN,39.2015776,32.6899922
ANKARA,HAYMANA,KÜÇÜKKONAK,39.175346,32.379307
ANKARA,HAYMANA,KÜÇÜKYAĞCI,39.1403895,32.4832934
ANKARA,HAYMANA,KİRAZOĞLU,39.2297111,32.4399674
ANKARA,HAYMANA,MANDIRA,39.524685,32.516098
ANKARA,HAYMANA,SAATLİ,39.07481,32.547237
ANKARA,HAYMANA,SARIDEĞİRMEN,39.5091051,32.4398131
ANKARA,HAYMANA,SARIGÖL,39.529026,32.481079
ANKARA,HAYMANA,SAZAĞASI,39.185059,32.741413
ANKARA,HAYMANA,SERİNYAYLA,39.1716103,32.5326185
ANKARA,HAYMANA,SINDIRAN,39.2749176,32.6806326
ANKARA,HAYMANA,SIRÇASARAY,39.144966,32.387596
ANKARA,HAYMANA,SOĞULCA,39.371326,32.343964
ANKARA,HAYMANA,SÖĞÜTTEPE,39.361603,32.443733
ANKARA,HAYMANA,SİNANLI,39.1720713,32.6194532
ANKARA,HAYMANA,TABAKLI,39.355408,32.411057
ANKARA,HAYMANA,TEPEKÖY,39.0819425,32.5004799
ANKARA,HAYMANA,TOYÇAYIRI,39.0418678,32.449785
ANKARA,HAYMANA,TÜRKHÜYÜK,39.537075,32.408619
ANKARA,HAYMANA,TÜRKŞEREFLİ,39.608608,32.46767
ANKARA,HAYMANA,YAMAK,39.333935,32.514237
ANKARA,HAYMANA,YAPRAKBAYIRI,39.221092,32.509686
ANKARA,HAYMANA,YAYLABEYİ,39.555023,32.4128
ANKARA,HAYMANA,YENİKÖY,39.462536,32.57988
ANKARA,HAYMANA,YERGÖMÜ,39.1658057,32.7565264
ANKARA,HAYMANA,YEŞİLKÖY,39.14714,32.752037
ANKARA,HAYMANA,YUKARISEBİL,39.172421,32.731541
ANKARA,HAYMANA,YURTBEYLİ,39.187746,32.5781621
ANKARA,HAYMANA,ÇALIŞ,39.374203,32.707542
ANKARA,HAYMANA,ÇATAK,39.0053446,32.4767723
ANKARA,HAYMANA,ÇAYRAZ,39.473888,32.547611
ANKARA,HAYMANA,ÇELTİKLİ,39.206257,32.64378
ANKARA,HAYMANA,İNCİRLİ,39.296139,32.443264
ANKARA,HAYMANA,ŞEREFLİGÖKGÖZ,39.298504,32.59399
ANKARA,KAHRAMANKAZAN,AHİ,40.2135978,32.7692999
ANKARA,KAHRAMANKAZAN,AKÇAÖREN,40.2718204,32.728591
ANKARA,KAHRAMANKAZAN,ALPAGUT,40.211289,32.724937
ANKARA,KAHRAMANKAZAN,AYDIN,40.1639205,32.6695154
ANKARA,KAHRAMANKAZAN,AŞAĞIKARAÖREN,40.2827876,32.7511259
ANKARA,KAHRAMANKAZAN,BİTİK,40.1206703,32.621344
ANKARA,KAHRAMANKAZAN,CİĞİR,40.256832,32.705399
ANKARA,KAHRAMANKAZAN,DAĞYAKA,40.077416,32.657368
ANKARA,KAHRAMANKAZAN,DUTÖZÜ,40.283329,32.677071
ANKARA,KAHRAMANKAZAN,EMİRGAZİ,40.157883,32.636459
ANKARA,KAHRAMANKAZAN,FETHİYE,40.128235,32.556393
ANKARA,KAHRAMANKAZAN,GÜNBAŞI,40.215637,32.712315
ANKARA,KAHRAMANKAZAN,GÜVENÇ,40.145016,32.7237277
ANKARA,KAHRAMANKAZAN,KANUNİ SULTAN SÜLEYMAN,40.2191938,32.659138
ANKARA,KAHRAMANKAZAN,KARALAR,40.197201,32.603161
ANKARA,KAHRAMANKAZAN,KILIÇLAR,40.1735211,32.7686018
ANKARA,KAHRAMANKAZAN,KIŞLA,40.099487,32.598667
ANKARA,KAHRAMANKAZAN,KUMPINAR,40.1793202,32.6749149
ANKARA,KAHRAMANKAZAN,ORHANİYE,40.102665,32.673309
ANKARA,KAHRAMANKAZAN,PEÇENEK,40.223972,32.7960994
ANKARA,KAHRAMANKAZAN,SANCAR,40.21661,32.782311
ANKARA,KAHRAMANKAZAN,SARAY,40.055534,32.630707
ANKARA,KAHRAMANKAZAN,SARAÇ,40.3044149,32.781849
ANKARA,KAHRAMANKAZAN,SARIAYAK,40.2664324,32.6297143
ANKARA,KAHRAMANKAZAN,SARILAR,40.231018,32.5782675
ANKARA,KAHRAMANKAZAN,SATIKADIN,40.2062778,32.6829843
ANKARA,KAHRAMANKAZAN,SOĞUCAK,40.240868,32.627091
ANKARA,KAHRAMANKAZAN,TEKKE,40.282162,32.572144
ANKARA,KAHRAMANKAZAN,UÇARI,40.2342929,32.7723966
ANKARA,KAHRAMANKAZAN,YAKUPDERVİŞ,40.2628224,32.8175512
ANKARA,KAHRAMANKAZAN,YASSIÖREN,40.2284017,32.6452934
ANKARA,KAHRAMANKAZAN,YAYALAR,40.2608542,32.7846718
ANKARA,KAHRAMANKAZAN,YAZIBEYLİ,40.1841662,32.6602854
ANKARA,KAHRAMANKAZAN,ÇALTA,40.245403,32.543095
ANKARA,KAHRAMANKAZAN,ÇİMŞİT,40.156677,32.627243
ANKARA,KAHRAMANKAZAN,ÖRENCİK,40.2597899,32.6583397
ANKARA,KAHRAMANKAZAN,İMRENDİ,40.13501,32.668243
ANKARA,KAHRAMANKAZAN,İNCEĞİZ,40.2644712,32.7736228
ANKARA,KAHRAMANKAZAN,İNE,40.202003,32.572533
ANKARA,KAHRAMANKAZAN,İYMİR,40.1980223,32.6367508
ANKARA,KAHRAMANKAZAN,İÇÖREN,40.2299383,32.7386191
ANKARA,KALECİK,AFŞAR,40.281036,33.5071327
ANKARA,KALECİK,AHİKEMALŞENYURT,40.09352249999999,33.4155473
ANKARA,KALECİK,AHİLER YENİCE,40.0987228,33.4054907
ANKARA,KALECİK,AKCATAŞ,40.201824,33.3026767
ANKARA,KALECİK,AKKAYNAK,40.168418,33.3926395
ANKARA,KALECİK,AKKUZULU,40.198742,33.5765867
ANKARA,KALECİK,AKTEPE,40.1491285,33.5168544
ANKARA,KALECİK,ALTINTAŞ,40.268475,33.3844297
ANKARA,KALECİK,ALİBEYLİ,40.1895426,33.5667297
ANKARA,KALECİK,ARKBÜRK,40.1160786,33.373675
ANKARA,KALECİK,BEYKAVAĞI,40.330967,33.3540487
ANKARA,KALECİK,BUĞRA,40.163372,33.5658947
ANKARA,KALECİK,CUMA SARAY,40.0991649,33.411103
ANKARA,KALECİK,DAĞDEMİR,40.224228,33.4376057
ANKARA,KALECİK,DEMİRTAŞ,40.376896,33.3751327
ANKARA,KALECİK,DEĞİRMENKAYA,40.2276951,33.3420076
ANKARA,KALECİK,ELMAPINAR,40.3366213,33.5596474
ANKARA,KALECİK,ESKİKÖY,40.1303313,33.3064528
ANKARA,KALECİK,EŞMEDERE,40.3067135,33.2637452
ANKARA,KALECİK,GÖKDERE,40.0733547,33.4738822
ANKARA,KALECİK,GÖKÇEÖREN,40.2378808,33.5222874
ANKARA,KALECİK,GÖLKÖY,40.08556,33.3394047
ANKARA,KALECİK,GÜMÜŞPINAR,40.121204,33.4541467
ANKARA,KALECİK,HACIKÖY,40.2042195,33.4192406
ANKARA,KALECİK,HALİLAĞA TABAKHANE,40.0968302,33.4037479
ANKARA,KALECİK,HALİTCEVRİASLANGİL,40.1082261,33.4118741
ANKARA,KALECİK,HANÇILI,40.381298,33.4169117
ANKARA,KALECİK,HASAYAZ,40.2412535,33.329402
ANKARA,KALECİK,KARALAR,40.1089328,33.5591617
ANKARA,KALECİK,KARATEPE,40.344334,33.3932487
ANKARA,KALECİK,KEKLİCEK,40.1856027,33.4085369
ANKARA,KALECİK,KILÇAK,40.221081,33.4012027
ANKARA,KALECİK,KINIK,40.3874604,33.3488355
ANKARA,KALECİK,KIZILKAYA,40.1563086,33.390588
ANKARA,KALECİK,KOYUNBABA,40.3105589,33.3212319
ANKARA,KALECİK,KUYUCAK,40.279533,33.3093257
ANKARA,KALECİK,MAHMUTLAR,40.311802,33.5748737
ANKARA,KALECİK,SAMANLIK,40.0227435,33.4742718
ANKARA,KALECİK,SATILAR,40.339535,33.4542727
ANKARA,KALECİK,TAVŞANCIK,40.28075,33.2734707
ANKARA,KALECİK,UYURCA,40.251301,33.5884237
ANKARA,KALECİK,YENİDOĞAN YEŞİLYURT,40.1002024,33.4072411
ANKARA,KALECİK,YENİÇÖTE,40.2300498,33.2471778
ANKARA,KALECİK,YEŞİLÖZ,40.264328,33.3317447
ANKARA,KALECİK,YILANLI,40.2299713,33.3060007
ANKARA,KALECİK,YURTYENİCE,40.3413559,33.4347971
ANKARA,KALECİK,YÜZBEY,40.327362,33.3909337
ANKARA,KALECİK,ÇANDIR,40.2576691,33.4681635
ANKARA,KALECİK,ÇANŞA KALE,40.0876653,33.4094364
ANKARA,KALECİK,ÇAYKAYA,40.281971,33.4232627
ANKARA,KALECİK,ÇİFTLİKKÖY,40.158962,33.3355438
ANKARA,KALECİK,ŞEMSETTİN,40.328861,33.3246717
ANKARA,KALECİK,ŞEYHMAHMUT,40.0916582,33.3219064
ANKARA,KALECİK,ŞEYHMUT,40.0916582,33.3219064
ANKARA,KEÇİÖREN,ADNAN MENDERES,40.0002536,32.8814829
ANKARA,KEÇİÖREN,ATAPARK,40.007897,32.844849
ANKARA,KEÇİÖREN,AŞAĞI EĞLENCE,39.9715857,32.8378467
ANKARA,KEÇİÖREN,BASINEVLERİ,39.9696497,32.8531202
ANKARA,KEÇİÖREN,BAĞLUM GÜZELYURT,40.175137,32.81958
ANKARA,KEÇİÖREN,EMRAH,39.974167,32.8460721
ANKARA,KEÇİÖREN,ETLİK,39.9799604,32.8284002
ANKARA,KEÇİÖREN,GÜÇLÜKAYA,39.9832687,32.8695984
ANKARA,KEÇİÖREN,KAFKAS,40.0353721,32.8513441
ANKARA,KEÇİÖREN,KAMİL OCAK,39.9842949,32.8807172
ANKARA,KEÇİÖREN,KANUNİ,40.0207977,32.8589705
ANKARA,KEÇİÖREN,KARARGAHTEPE,39.97121,32.8607382
ANKARA,KEÇİÖREN,KAVACIK SUBAYEVLERİ,39.9687615,32.8700836
ANKARA,KEÇİÖREN,KÖSRELİK,40.0696345,32.8542782
ANKARA,KEÇİÖREN,SARIBEYLER,40.126591,32.767426
ANKARA,KEÇİÖREN,UFUKTEPE,40.0122692,32.8527711
ANKARA,KEÇİÖREN,UYANIŞ,40.0073378,32.8668194
ANKARA,KEÇİÖREN,YÜKSELTEPE,40.0006432,32.8077829
ANKARA,KEÇİÖREN,ÇALSEKİ,40.145905,32.798676
ANKARA,KEÇİÖREN,ŞEHİT KUBİLAY,39.9929026,32.8082444
ANKARA,KIZILCAHAMAM,AKDOĞAN,40.394241,32.676662
ANKARA,KIZILCAHAMAM,AKSAK,40.51099,32.72337
ANKARA,KIZILCAHAMAM,AKÇAKESE,40.479286,32.714653
ANKARA,KIZILCAHAMAM,AKÇAY,40.4745039,32.6496779
ANKARA,KIZILCAHAMAM,ALPAGUT,40.300999,32.420841
ANKARA,KIZILCAHAMAM,ALİBEY,40.2669128,32.5062722
ANKARA,KIZILCAHAMAM,AYVACIK,40.581757,32.62204
ANKARA,KIZILCAHAMAM,AŞAĞIHÜYÜK,40.352708,32.36575909999999
ANKARA,KIZILCAHAMAM,AŞAĞIÇANLI,40.465443,32.69651
ANKARA,KIZILCAHAMAM,BADEMLİ,40.289299,32.355774
ANKARA,KIZILCAHAMAM,BALCILAR,40.417427,32.792736
ANKARA,KIZILCAHAMAM,BAĞLICA,40.305614,32.453869
ANKARA,KIZILCAHAMAM,BAĞÖREN,40.348099,32.493733
ANKARA,KIZILCAHAMAM,BAŞAĞAÇ,40.3194111,32.3990017
ANKARA,KIZILCAHAMAM,BELPINAR,40.6491909,32.7155762
ANKARA,KIZILCAHAMAM,BERÇİNYAYALAR,40.6413274,32.5044348
ANKARA,KIZILCAHAMAM,BERÇİNÇATAK,40.6743316,32.5246133
ANKARA,KIZILCAHAMAM,BEZCİKUZÖREN,40.301865799999995,32.49942909999999
ANKARA,KIZILCAHAMAM,BEŞKONAK,40.6257363,32.6908702
ANKARA,KIZILCAHAMAM,BULAK,40.5677755,32.5959535
ANKARA,KIZILCAHAMAM,BİNKOZ,40.3243206,32.5730561
