il,ilce,mahalle,lat,lon
MARDİN,DERİK,BOZBAYIR,37.356522,40.092747
MARDİN,DERİK,BOZOK,37.2867482,40.3622075
MARDİN,DERİK,BÖĞREK,37.3536198,40.1830899
MARDİN,DERİK,CEVİZPINAR,37.3601635,40.2683258
MARDİN,DERİK,DEMİRLİ,37.4042797,39.9707539
MARDİN,DERİK,DENKTAŞ,37.2041788,40.1006922
MARDİN,DERİK,DERİNSU,37.456373,40.0824729
MARDİN,DERİK,DOĞANCI,37.269567,40.0961842
MARDİN,DERİK,DUMANLI,37.3301924,40.1594373
MARDİN,DERİK,DUMLUCA,37.4136811,40.1503408
MARDİN,DERİK,DÜZTAŞ,37.480381,40.006306
MARDİN,DERİK,DİKMEN,37.4281534,40.0007866
MARDİN,DERİK,GÖKTAŞ,37.486286,40.166962
MARDİN,DERİK,GÖLBAŞI,37.2078667,40.3652687
MARDİN,DERİK,HİSARALTI,37.3980755,40.1857451
MARDİN,DERİK,ILICA,37.3047455,40.2852992
MARDİN,DERİK,ISSIZ,37.2621765,40.0140915
MARDİN,DERİK,KALE,37.3654845,40.2681756
MARDİN,DERİK,KANATLI,37.120007,40.137859
MARDİN,DERİK,KARABURUN,37.2296484,40.3862675
MARDİN,DERİK,KARATAŞ,37.26958,40.1322318
MARDİN,DERİK,KAYACIK,37.3159963,40.1411908
MARDİN,DERİK,KOCATEPE,37.2355379,40.1669173
MARDİN,DERİK,KONAK,37.1376995,40.2442005
MARDİN,DERİK,KOVALI,37.1910977,40.2538624
MARDİN,DERİK,KOVANLI,37.218758,40.340893
MARDİN,DERİK,KOÇYİĞİT,37.279842,40.223099
MARDİN,DERİK,KURUÇAY,37.4719567,40.0282275
MARDİN,DERİK,KUTLUCA,37.0987314,40.172419
MARDİN,DERİK,KUYULU,37.2160238,40.2011336
MARDİN,DERİK,KUŞÇU,37.2930144,40.2560258
MARDİN,DERİK,KÖSEVELİ,37.2089198,40.2248414
MARDİN,DERİK,KÜÇÜKPINAR,37.3613232,40.2725744
MARDİN,DERİK,MEŞELİ,37.49049,40.0607116
MARDİN,DERİK,ORTACA,37.2115781,40.2502168
MARDİN,DERİK,PINARCIK,37.385498,40.203346
MARDİN,DERİK,PİRİNÇLİ,37.464436,39.983185
MARDİN,DERİK,SOĞUKKUYU,37.2218817,40.0193925
MARDİN,DERİK,SUBAŞI,37.4302915,39.9519499
MARDİN,DERİK,SÖĞÜTÖZÜ,37.3423822,40.2479663
MARDİN,DERİK,TAŞIT,37.4149665,40.3063707
MARDİN,DERİK,TEPEBAĞ,37.3380351,40.2709017
MARDİN,DERİK,YAZICIK,37.127636,40.18103
MARDİN,DERİK,YUKARIMEZRA,37.424060999999995,40.244803499999996
MARDİN,DERİK,ZEYTİNPINAR,37.370361,40.2603808
MARDİN,DERİK,ÇADIRLI,37.1707534,40.2938077
MARDİN,DERİK,ÇATALTEPE,37.2708819,40.0695327
MARDİN,DERİK,ÇAYKÖY,37.2940712,40.391361
MARDİN,DERİK,ÇAĞIL,37.2687445,40.1781933
MARDİN,DERİK,ÇUKURSU,37.4370416,40.1526951
MARDİN,DERİK,ÜÇKUYU,37.4760169,40.2187231
MARDİN,DERİK,ÜÇTEPE,37.3879718,40.0784416
MARDİN,DERİK,İNCESU,37.2450287,40.1243969
MARDİN,DERİK,ŞAHVERDİ,37.5030977,39.93782
MARDİN,DERİK,ŞEREFLİ,37.5003755,40.0909934
MARDİN,KIZILTEPE,AKALIN,37.152264,40.616531
MARDİN,KIZILTEPE,AKDOĞAN,37.0232029,40.4131343
MARDİN,KIZILTEPE,AKKOÇ,37.2213099,40.397386
MARDİN,KIZILTEPE,AKTEPE,37.1535233,40.6226859
MARDİN,KIZILTEPE,AKTULGA,37.2352982,40.4695758
MARDİN,KIZILTEPE,AKYAZI,37.1617814,40.5668085
MARDİN,KIZILTEPE,AKYÜZ,37.1188742,40.5502949
MARDİN,KIZILTEPE,AKZİYARET,37.1997045,40.5077015
MARDİN,KIZILTEPE,AKÇA,37.1956371,40.4439818
MARDİN,KIZILTEPE,AKÇAPINAR,37.2799336,40.4275114
MARDİN,KIZILTEPE,ALAKUŞ,37.0783055,40.3424243
MARDİN,KIZILTEPE,ALEMDAR,37.137279,40.574867
MARDİN,KIZILTEPE,ALTINTOPRAK,37.1112091,40.6046706
MARDİN,KIZILTEPE,ALİPAŞA,37.2872718,40.6357374
MARDİN,KIZILTEPE,ARAKAPI,37.280377,40.5358215
MARDİN,KIZILTEPE,ARAKÖY,37.2048,40.529991
MARDİN,KIZILTEPE,ARIKLI,37.0376947,40.1907003
MARDİN,KIZILTEPE,ARITEPE,37.1434244,40.5479615
MARDİN,KIZILTEPE,ASLANLI,37.137718,40.606258
MARDİN,KIZILTEPE,ATAKÖY,37.1179629,40.7068855
MARDİN,KIZILTEPE,ATMACA,37.0338819,40.4256279
MARDİN,KIZILTEPE,AYAZ,37.2978576,40.6294116
MARDİN,KIZILTEPE,AŞAĞIAZIKLI,37.2452086,40.6821129
MARDİN,KIZILTEPE,BARIŞ,37.1275792,40.5547134
MARDİN,KIZILTEPE,BAĞRIBÜTÜN,37.1292508,40.285992
MARDİN,KIZILTEPE,BAŞAK,37.1385543,40.3968454
MARDİN,KIZILTEPE,BEKTAŞ,37.1226068,40.4400635
MARDİN,KIZILTEPE,BELLİ,37.0910675,40.4863931
MARDİN,KIZILTEPE,BEŞEVLER,37.1679697,40.6181765
MARDİN,KIZILTEPE,BEŞİK,36.9699497,40.2673144
MARDİN,KIZILTEPE,BÜYÜKAYRIK,37.1803422,40.3473463
MARDİN,KIZILTEPE,BÜYÜKBOĞAZİYE,36.969622799999996,40.29743729999999
MARDİN,KIZILTEPE,BÜYÜKDERE,37.054989,40.459045
MARDİN,KIZILTEPE,BÜYÜKTEPE,37.1462949,40.5179308
MARDİN,KIZILTEPE,CANTAŞI,37.0393158,40.397822
MARDİN,KIZILTEPE,DAMLALI,37.259277,40.593581
MARDİN,KIZILTEPE,DEMET,37.2326362,40.414345
MARDİN,KIZILTEPE,DEMİRCİ,37.1569466,40.4539316
MARDİN,KIZILTEPE,DEMİRKAPI,37.052906,40.463715
MARDİN,KIZILTEPE,DEMİRLER,37.1621144,40.5109278
MARDİN,KIZILTEPE,DOYURAN,37.1222478,40.6374461
MARDİN,KIZILTEPE,DOĞANLI,37.2651437,40.4849236
MARDİN,KIZILTEPE,DUNAYSIR,37.199580600000004,40.5858704
MARDİN,KIZILTEPE,DÖRTYOL,37.2062432,40.4707117
MARDİN,KIZILTEPE,DÜĞÜRK,37.2260139,40.4316437
MARDİN,KIZILTEPE,DİKMEN,37.0890128,40.4149928
MARDİN,KIZILTEPE,EKİNLİK,37.2009298,40.6582354
MARDİN,KIZILTEPE,ELBEYLİ,37.1848325,40.6430891
MARDİN,KIZILTEPE,ELMALI,37.1445931,40.7143978
MARDİN,KIZILTEPE,ERDEM,37.3041725,40.6207924
MARDİN,KIZILTEPE,EROĞLU,37.2416038,40.6302821
MARDİN,KIZILTEPE,ERSOYLU,37.19410119999999,40.57321459999999
MARDİN,KIZILTEPE,ESKİN,37.2144348,40.6777001
MARDİN,KIZILTEPE,EYMİRLİ,37.1694913,40.6866858
MARDİN,KIZILTEPE,EŞME,37.1550285,40.6410444
MARDİN,KIZILTEPE,FINDIKTEPE,37.1027129,40.55122
MARDİN,KIZILTEPE,GÖLLÜ,37.0426996,40.2228999
MARDİN,KIZILTEPE,GÖZLÜCE,37.0735411,40.524262
MARDİN,KIZILTEPE,GÜMÜŞDERE,37.1209202,40.5443018
MARDİN,KIZILTEPE,GÜNEŞTEPE,37.140831,40.519234
MARDİN,KIZILTEPE,GÜNGÖREN,37.170137,40.3924368
MARDİN,KIZILTEPE,GÜNLÜCE,37.127042,40.5620654
MARDİN,KIZILTEPE,GÜRMEŞE,37.2856535,40.4834701
MARDİN,KIZILTEPE,GÜÇLÜ,37.1407072,40.6738748
MARDİN,KIZILTEPE,HACIHASAN,37.2288345,40.5049701
MARDİN,KIZILTEPE,HACIYUSUF,37.227325,40.569908
MARDİN,KIZILTEPE,HAKVERDİ,37.1674408,40.4425314
MARDİN,KIZILTEPE,HALKALI,37.1482969,40.5900536
MARDİN,KIZILTEPE,HARMANDÜZÜ,37.069241,40.510998
MARDİN,KIZILTEPE,HAZNEDAR,37.0569574,40.5546671
MARDİN,KIZILTEPE,HOCAKÖY,37.1392922,40.5040952
MARDİN,KIZILTEPE,ILICAK,37.1785647,40.6231459
MARDİN,KIZILTEPE,IŞIKLAR,37.186035,40.54071
MARDİN,KIZILTEPE,IŞIKÖREN,37.0960176,40.5137103
MARDİN,KIZILTEPE,KAHRAMAN,37.1904933,40.5346769
MARDİN,KIZILTEPE,KALAYCIK,37.2123809,40.4449755
MARDİN,KIZILTEPE,KARABENT,37.0714569,40.1569924
MARDİN,KIZILTEPE,KARAKULAK,37.1848396,40.4852921
MARDİN,KIZILTEPE,KARAKUYU,37.1586286,40.5433576
MARDİN,KIZILTEPE,KARAMAN,37.2790576,40.6387626
MARDİN,KIZILTEPE,KATARLI,37.1550185,40.4201458
MARDİN,KIZILTEPE,KAYAPINAR,37.0788399,40.2945924
MARDİN,KIZILTEPE,KAYNARCA,37.0898883,40.2798801
MARDİN,KIZILTEPE,KAŞIKLI,36.9905031,40.1963804
MARDİN,KIZILTEPE,KENGERLİ,37.1044293,40.526565
MARDİN,KIZILTEPE,KILDUMAN,37.1723758,40.5062416
MARDİN,KIZILTEPE,KIRKKUYU,37.0685186,40.3254126
MARDİN,KIZILTEPE,KONUKLU,37.0698211,40.3575239
MARDİN,KIZILTEPE,KOÇLU,37.1221791,40.5093889
MARDİN,KIZILTEPE,KÖPRÜBAŞI,37.027664,40.428532
MARDİN,KIZILTEPE,KÖRSU,37.0060536,40.2990711
MARDİN,KIZILTEPE,KÜPLÜCE,37.0627869,40.2821543
MARDİN,KIZILTEPE,KÜÇÜKAYRIK,37.170920300000006,40.35992449999999
MARDİN,KIZILTEPE,KÜÇÜKBOĞAZİYE,36.9358283,40.2710266
MARDİN,KIZILTEPE,KİLİMLİ,37.0666075,40.2138021
MARDİN,KIZILTEPE,ODAKÖY,36.9920252,40.2132757
MARDİN,KIZILTEPE,OFİS,37.0160731,40.4037389
MARDİN,KIZILTEPE,ORTAKÖY,37.0858556,40.4923415
MARDİN,KIZILTEPE,OTLUK,37.0307378,40.3828604
MARDİN,KIZILTEPE,RIHANİ,37.1314452,40.6976771
MARDİN,KIZILTEPE,SANCARLI,37.2603379,40.6334841
MARDİN,KIZILTEPE,SANDIKLI,37.163094,40.581284
MARDİN,KIZILTEPE,SARICA,37.045418,40.498455
MARDİN,KIZILTEPE,SARUHAN,37.1327278,40.6892089
MARDİN,KIZILTEPE,SEVİMLİ,37.037651,40.527382
MARDİN,KIZILTEPE,SOĞANLI,37.3066776,40.6404246
MARDİN,KIZILTEPE,SÜREKLİ,37.1979683,40.3971377
MARDİN,KIZILTEPE,TANRIVERDİ,37.092846,40.584183
MARDİN,KIZILTEPE,TARLABAŞI,37.0215004,40.3026542
MARDİN,KIZILTEPE,TATLICA,37.066383,40.196266
MARDİN,KIZILTEPE,TAŞLICA,36.995998,40.3393986
MARDİN,KIZILTEPE,TIRAŞLI,37.1091062,40.3089425
MARDİN,KIZILTEPE,TOSUNLU,37.020546,40.238731
MARDİN,KIZILTEPE,TUZLA,37.2901075,40.6319857
MARDİN,KIZILTEPE,TUZLUCA,37.179985,40.424641
MARDİN,KIZILTEPE,TİMURÇİFTLİĞİ,37.0803893,40.4732633
MARDİN,KIZILTEPE,ULAŞLI,37.0948063,40.4842881
MARDİN,KIZILTEPE,UZUNKAYA,37.290332,40.5318181
MARDİN,KIZILTEPE,YALINKILIÇ,37.2045259,40.4363252
MARDİN,KIZILTEPE,YAMANLAR,37.2393372,40.5304155
MARDİN,KIZILTEPE,YAMAÇ,37.0565738,40.3005313
MARDİN,KIZILTEPE,YARIMCA,36.9859052,40.2949542
MARDİN,KIZILTEPE,YAYIKLI,37.1564113,40.360738
MARDİN,KIZILTEPE,YAYLIM,37.1741509,40.4688907
MARDİN,KIZILTEPE,YAŞARKÖY,37.0841937,40.5425164
MARDİN,KIZILTEPE,YEŞİLKÖY,37.1824534,40.4405857
MARDİN,KIZILTEPE,YEŞİLLER,37.1487727,40.5696344
MARDİN,KIZILTEPE,YOLALDI,37.0721714,40.4833754
MARDİN,KIZILTEPE,YOLDERE,37.2014367,40.6361642
MARDİN,KIZILTEPE,YOLÜSTÜ,37.1703937,40.550126
MARDİN,KIZILTEPE,YONCALI,37.1034846,40.4544115
MARDİN,KIZILTEPE,YUKARIAZIKLI,37.2672905,40.6757747
MARDİN,KIZILTEPE,YUKARIAZIKLI OSB,37.2672905,40.6757747
MARDİN,KIZILTEPE,YUMRUTAŞ,37.0089235,40.2055945
MARDİN,KIZILTEPE,YURTDERİ,37.2631421,40.5324177
MARDİN,KIZILTEPE,YURTÖZÜ,37.0821942,40.5015642
MARDİN,KIZILTEPE,YÜCELİ,37.2944925,40.6342364
MARDİN,KIZILTEPE,YÜKSEKTEPE,37.2513791,40.5152391
MARDİN,KIZILTEPE,ZERGAN,37.19993650000001,40.6008672
MARDİN,KIZILTEPE,ZİYARET,37.2502482,40.6339453
MARDİN,KIZILTEPE,ÇAKIR,37.0833678,40.4411851
MARDİN,KIZILTEPE,ÇAMLICA,37.1669081,40.703288
MARDİN,KIZILTEPE,ÇAMLIDERE,37.1090937,40.5462368
MARDİN,KIZILTEPE,ÇANAKLI,37.0539314,40.4092233
MARDİN,KIZILTEPE,ÇATALCA,36.9674635,40.2144209
MARDİN,KIZILTEPE,ÇAYBAŞI,37.1566271,40.5103674
MARDİN,KIZILTEPE,ÇAĞIL,37.1207273,40.6792619
MARDİN,KIZILTEPE,ÇETİNLER,37.139717,40.682545
MARDİN,KIZILTEPE,ÇINARCIK,37.2142804,40.6085933
MARDİN,KIZILTEPE,ÇIPLAK,36.94524,40.239899
MARDİN,KIZILTEPE,ÇİMENLİ,37.3024254,40.4738715
MARDİN,KIZILTEPE,ÇİTLİBAĞ,37.208096,40.491058
MARDİN,KIZILTEPE,ÖRENCİK,37.2494138,40.4603972
MARDİN,KIZILTEPE,ÜLKER,37.1099669,40.417374
MARDİN,KIZILTEPE,ÜÇEVLER,37.193291,40.618065
MARDİN,KIZILTEPE,İKİKUYU,37.2459269,40.5791861
MARDİN,KIZILTEPE,İKİZLER,37.0582006,40.3985598
MARDİN,KIZILTEPE,İNANDI,37.0642843,40.4781895
MARDİN,KIZILTEPE,İPEK,37.18646029999999,40.58346589999999
MARDİN,KIZILTEPE,ŞAHKULUBEY,37.200421,40.5905083
MARDİN,KIZILTEPE,ŞENYURT,37.0813211,40.6483332
MARDİN,MAZIDAĞI,AKSU,37.5418904,40.5523842
MARDİN,MAZIDAĞI,ARIKÖY,37.443863,40.520157
MARDİN,MAZIDAĞI,ARISU,37.5010349,40.30483
MARDİN,MAZIDAĞI,ATALAR,37.3716842,40.3580265
MARDİN,MAZIDAĞI,ATLICA,37.446594,40.6028122
MARDİN,MAZIDAĞI,AYKUT,37.5137913,40.640939
MARDİN,MAZIDAĞI,AŞAĞIOCAK,37.545940099999996,40.6075721
MARDİN,MAZIDAĞI,BAHÇECİK,37.5176046,40.4175131
MARDİN,MAZIDAĞI,BALPINAR,37.5081352,40.2879744
MARDİN,MAZIDAĞI,BİLGE,37.4640053,40.5879845
MARDİN,MAZIDAĞI,DURAKLI,37.5468523,40.5158556
MARDİN,MAZIDAĞI,DİKYAMAÇ,37.504197,40.4650552
MARDİN,MAZIDAĞI,EKİNCİLER,37.4811076,40.3864117
MARDİN,MAZIDAĞI,ENGİN,37.488857,40.4599618
MARDİN,MAZIDAĞI,ERDALI,37.4916609,40.5965481
MARDİN,MAZIDAĞI,EVCİLER,37.3925442,40.4347428
MARDİN,MAZIDAĞI,GÜMÜŞPINAR,37.433403,40.380772
MARDİN,MAZIDAĞI,GÜMÜŞYUVA,37.4806605,40.2019088
MARDİN,MAZIDAĞI,GÜRGÖZE,37.4851029,40.5257701
MARDİN,MAZIDAĞI,IŞIKYAKA,37.4990767,40.5722309
MARDİN,MAZIDAĞI,KARAALANİ,37.471119,40.520035
MARDİN,MAZIDAĞI,KARATAŞ,37.4972133,40.3291395
MARDİN,MAZIDAĞI,KEBAPÇI,37.5401109,40.5299175
MARDİN,MAZIDAĞI,KEMERLİ,37.5529211,40.5743651
MARDİN,MAZIDAĞI,KIŞLAK,37.4979217,40.6473393
MARDİN,MAZIDAĞI,KOCAKENT,37.5169673,40.3777645
MARDİN,MAZIDAĞI,KONUR,37.3210515,40.3916367
MARDİN,MAZIDAĞI,MEŞELİ,37.3655452,40.4054529
MARDİN,MAZIDAĞI,ORTAKLI,37.5515145,40.4795375
MARDİN,MAZIDAĞI,SAKIZLI,37.449902,40.223148
MARDİN,MAZIDAĞI,SAĞMAL,37.3959683,40.3328279
MARDİN,MAZIDAĞI,TANRIYOLU,37.434414,40.420086
MARDİN,MAZIDAĞI,TARLACIK,37.5358543,40.5789753
MARDİN,MAZIDAĞI,ULUTAŞ,37.396257,40.522914
MARDİN,MAZIDAĞI,YALINAĞAÇ,37.3618795,40.4193056
MARDİN,MAZIDAĞI,YAĞMUR,37.414745,40.503555
MARDİN,MAZIDAĞI,YETKİNLER,37.5366163,40.3995278
MARDİN,MAZIDAĞI,YEŞİLKÖY,37.5820307,40.5000894
MARDİN,MAZIDAĞI,YUKARIKONAK,37.569494,40.5198784
MARDİN,MAZIDAĞI,YUKARIOCAK,37.53237109999999,40.6160791
MARDİN,MAZIDAĞI,YÜCEBAĞ,37.5907034,40.4409659
MARDİN,MAZIDAĞI,ÇANKAYA,37.460628,40.559265
MARDİN,MAZIDAĞI,ÖMÜRLÜ,37.5071666,40.5170652
MARDİN,MAZIDAĞI,İKİSU,37.4122226,40.4205463
MARDİN,MAZIDAĞI,ŞANLI,37.4553945,40.3813104
MARDİN,MAZIDAĞI,ŞENYUVA,37.5172483,40.4448182
MARDİN,MİDYAT,ACIRLI,37.4554551,41.2954508
MARDİN,MİDYAT,ADAKLI,37.4347414,41.505168
MARDİN,MİDYAT,ALTINTAŞ,37.4438221,41.5280839
MARDİN,MİDYAT,ANITLI,37.477242,41.6105621
MARDİN,MİDYAT,BARDAKÇI,37.4868112,41.4329884
MARDİN,MİDYAT,BARIŞTEPE,37.4832,41.402512
MARDİN,MİDYAT,BETHKUSTAN,37.4933966,41.62601
MARDİN,MİDYAT,DANIŞMAN,37.441597,41.656342
MARDİN,MİDYAT,DOLUNAY,37.4577828,41.5450212
MARDİN,MİDYAT,DOĞANYAZI,37.4123371,41.5853413
MARDİN,MİDYAT,DOĞANÇAY,37.3710058,41.4476838
MARDİN,MİDYAT,DÜZGEÇİT,37.4720712,41.1216161
MARDİN,MİDYAT,DÜZOBA,37.3917958,41.2721303
MARDİN,MİDYAT,ELBEĞENDİ,37.2832025,41.4081811
MARDİN,MİDYAT,ERİŞTİ,37.502514,41.293945
MARDİN,MİDYAT,EĞLENCE,37.3491088,41.5136171
MARDİN,MİDYAT,GELİNKAYA,37.4180452,41.2696689
MARDİN,MİDYAT,GÜLGÖZE,37.4078545,41.4861044
MARDİN,MİDYAT,GÜLVEREN,37.4882587,41.4938249
MARDİN,MİDYAT,GÜNGÖREN,37.3190046,41.5559514
MARDİN,MİDYAT,HANLAR,37.453327,41.578468
MARDİN,MİDYAT,HARMANLI,37.4346362,41.1125587
MARDİN,MİDYAT,KAYABAŞI,37.3644358,41.2049635
MARDİN,MİDYAT,KAYALIPINAR,37.3309114,41.2276878
MARDİN,MİDYAT,KUTLUBEY,37.3077585,41.1775089
MARDİN,MİDYAT,MERCİMEKLİ,37.4719635,41.3376119
MARDİN,MİDYAT,NARLI,37.4566171,41.4867138
MARDİN,MİDYAT,ORTACA,37.4741993,41.5555525
MARDİN,MİDYAT,ORTAÇARŞI,37.4239562,41.3351079
MARDİN,MİDYAT,SARIKAYA,37.5161555,41.1426533
MARDİN,MİDYAT,SÖĞÜTLÜ,37.4470481,41.2205711
MARDİN,MİDYAT,TAŞLIBURÇ,37.184856,41.2793997
MARDİN,MİDYAT,TEPELİ,37.432983,41.079269
MARDİN,MİDYAT,TOPTEPE,37.2614512,41.2484994
MARDİN,MİDYAT,TULGALI,37.3632732,41.5431329
MARDİN,MİDYAT,YAYVANTEPE,37.2987206,41.51978
MARDİN,MİDYAT,YENİCE,37.3826497,41.4761232
MARDİN,MİDYAT,YEŞİLÖZ,37.434238,41.583385
MARDİN,MİDYAT,YUVALI,37.4648853,41.6571943
MARDİN,MİDYAT,ZİYARET,37.4631073,41.0850987
MARDİN,MİDYAT,ÇALDERE,37.302331,41.2657926
MARDİN,MİDYAT,ÇALPINAR,37.3656931,41.1860345
MARDİN,MİDYAT,ÇAMYURT,37.4122777,41.1115037
MARDİN,MİDYAT,ÇANDARLI,37.346851,41.5594643
MARDİN,MİDYAT,ÇAVUŞLU,37.5001478,41.2499423
MARDİN,MİDYAT,ÜÇAĞIL,37.4274929,41.1433259
MARDİN,MİDYAT,İKİZDERE,37.4117242,41.5394939
MARDİN,MİDYAT,İZBIRAK,37.5130767,41.5359922
MARDİN,MİDYAT,ŞENKÖY,37.4641098,41.1911934
MARDİN,NUSAYBİN,8 MART,37.0832235,41.20916359999999
MARDİN,NUSAYBİN,ABDULKADİRPAŞA,37.0786423,41.22278349999999
MARDİN,NUSAYBİN,AKARSU,37.2345062,41.0598786
MARDİN,NUSAYBİN,AKAĞIL,37.126734,41.1600725
MARDİN,NUSAYBİN,AKÇATARLA,37.1290952,41.1669611
MARDİN,NUSAYBİN,AÇIKYOL,37.1767622,41.1821391
MARDİN,NUSAYBİN,BAHÇEBAŞI,37.1135582,41.2332737
MARDİN,NUSAYBİN,BAKACIK,37.1436622,41.6000987
MARDİN,NUSAYBİN,BALABAN,37.1273377,41.5118704
MARDİN,NUSAYBİN,BEYLİK,37.1049652,41.2606732
MARDİN,NUSAYBİN,BÜYÜKKARDEŞ,37.2719719,41.0339393
MARDİN,NUSAYBİN,DALLIAĞAÇ,37.2980885,41.0596545
MARDİN,NUSAYBİN,DAĞİÇİ,37.2064598,41.3975865
MARDİN,NUSAYBİN,DEMİRTEPE,37.0812103,41.2745726
MARDİN,NUSAYBİN,DEĞİRMENCİK,37.1538779,41.6192149
MARDİN,NUSAYBİN,DOĞANLI,37.3056936,41.104025
MARDİN,NUSAYBİN,DOĞUŞ,37.1920992,41.0400433
MARDİN,NUSAYBİN,DURAKBAŞI,37.1062147,41.0728899
MARDİN,NUSAYBİN,DURUCA,37.092589,41.3095899
MARDİN,NUSAYBİN,DÜZCE,37.171506,41.3106543
MARDİN,NUSAYBİN,DİBEK,37.2074756,41.4463073
MARDİN,NUSAYBİN,DİRİM,37.206972,41.1366835
MARDİN,NUSAYBİN,ESKİHİSAR,37.1647338,41.3889721
MARDİN,NUSAYBİN,ESKİMAĞARA,37.1943542,41.1029761
MARDİN,NUSAYBİN,ESKİYOL,37.1042043,41.118574
MARDİN,NUSAYBİN,GIRNAVAS,37.095784,41.2290084
MARDİN,NUSAYBİN,GÖRENTEPE,37.2554578,41.1848449
MARDİN,NUSAYBİN,GÜNEBAKAN,37.1278001,41.0843846
MARDİN,NUSAYBİN,GÜNELİ,37.1738594,41.5221375
MARDİN,NUSAYBİN,GÜNYURDU,37.138775,41.4531541
MARDİN,NUSAYBİN,GÜRÜN,37.1300171,41.2441998
MARDİN,NUSAYBİN,GÜVENLİ,37.3078792,41.0429671
MARDİN,NUSAYBİN,GİRMELİ,37.1143611,41.4272961
MARDİN,NUSAYBİN,HASANTEPE,37.1279231,41.4939857
MARDİN,NUSAYBİN,HEYBELİ,37.3211045,41.0315944
MARDİN,NUSAYBİN,KALECİK,37.1501864,41.242295
MARDİN,NUSAYBİN,KALELİ,37.2463313,41.4915987
MARDİN,NUSAYBİN,KANTAR,37.097253,41.4326581
MARDİN,NUSAYBİN,KARACA,37.2930951,41.0730467
MARDİN,NUSAYBİN,KAYADİBİ,37.1276734,41.3490757
MARDİN,NUSAYBİN,KOCADAĞ,37.1872755,41.6604964
MARDİN,NUSAYBİN,KURUKÖY,37.2404902,41.0346462
MARDİN,NUSAYBİN,KUYULAR,37.2984849,41.1209948
MARDİN,NUSAYBİN,KÜÇÜKKARDEŞ,37.2760558,41.0286302
MARDİN,NUSAYBİN,MOR-YAKUP,37.068197500000004,41.2163815
MARDİN,NUSAYBİN,ODABAŞI,37.1046285,41.4624634
MARDİN,NUSAYBİN,PAZAR,37.1655402,41.6530582
MARDİN,NUSAYBİN,SINIRTEPE,37.0809123,41.5130747
MARDİN,NUSAYBİN,SÖĞÜTLÜ,37.1226965,41.5680739
MARDİN,NUSAYBİN,TAŞKÖY,37.273344,41.484497
MARDİN,NUSAYBİN,TEKAĞAÇ,37.1580387,41.55629
MARDİN,NUSAYBİN,TEPEALTI,37.0957912,41.3698079
MARDİN,NUSAYBİN,TEPEÖREN,37.1973856,41.16685
MARDİN,NUSAYBİN,TEPEÜSTÜ,37.1119362,41.3824125
MARDİN,NUSAYBİN,YANDERE,37.1828352,41.0741258
MARDİN,NUSAYBİN,YAZYURDU,37.1372833,41.6273963
MARDİN,NUSAYBİN,YENİTURAN,37.07013049999999,41.2188285
MARDİN,NUSAYBİN,YERKÖY,37.1039685,41.5351547
MARDİN,NUSAYBİN,YOLBİLEN,37.0909238,41.3384946
MARDİN,NUSAYBİN,YOLİNDİ,37.1472841,41.1229751
MARDİN,NUSAYBİN,ZEYNELABİDİN,37.068743399999995,41.2128587
MARDİN,NUSAYBİN,ÇALI,37.2844671,41.1284916
MARDİN,NUSAYBİN,ÇATALÖZÜ,37.0973653,41.2147325
MARDİN,NUSAYBİN,ÇAĞLAR,37.1138112,41.2263173
MARDİN,NUSAYBİN,ÇÖLOVA,37.109629,41.1025558
MARDİN,NUSAYBİN,ÇİLESİZ,37.1431275,41.5438767
MARDİN,NUSAYBİN,ÇİĞDEM,37.1025963,41.4963308
MARDİN,NUSAYBİN,ÜÇKÖY,37.2572331,41.4363755
MARDİN,NUSAYBİN,ÜÇYOL,37.2155997,41.4078681
MARDİN,NUSAYBİN,İKİZTEPE,37.0999662,41.5718877
MARDİN,NUSAYBİN,İLKADIM,37.2664092,41.0692766
MARDİN,SAVUR,AKYÜREK,37.5986985,41.0834014
MARDİN,SAVUR,ARMUTALAN,37.6397901,41.0435807
MARDİN,SAVUR,BAĞYAKA,37.5543912,40.7278528
MARDİN,SAVUR,BAŞAĞAÇ,37.618511,41.011585
MARDİN,SAVUR,BAŞKAVAK,37.5661922,40.8912828
MARDİN,SAVUR,BENGİSU,37.5034673,41.1057631
MARDİN,SAVUR,DEREİÇİ,37.5481469,40.9605185
MARDİN,SAVUR,DURUSU,37.5345087,40.8271738
MARDİN,SAVUR,ERKURAN,37.659615,40.96418
MARDİN,SAVUR,GÖLBAŞI,37.4888406,41.0739306
MARDİN,SAVUR,HARMANTEPE,37.70179,41.00753
MARDİN,SAVUR,HİSARKAYA,37.6435568,40.9085695
MARDİN,SAVUR,KAPLAN,37.5365892,40.8884632
MARDİN,SAVUR,KARAKÖY,37.6681919,40.6760578
MARDİN,SAVUR,KAYACIKLAR,37.671562,41.053364
MARDİN,SAVUR,KAYATEPE,37.519165,40.927116
MARDİN,SAVUR,KIRBALI,37.595642,41.0611
MARDİN,SAVUR,KIRKDİREK,37.6751533,40.7277859
MARDİN,SAVUR,KOCAHÜYÜK,37.7278324,40.6686851
MARDİN,SAVUR,KOŞUYOLU,37.4906827,41.0274949
MARDİN,SAVUR,KÖPRÜLÜ,37.4677198,40.8654294
MARDİN,SAVUR,ORMANCIK,37.5997871,41.090252
