İl,İlçe,Bitki,Çiçeklenme Başlangıç,Çiçeklenme Bitiş
İstanbul,Adalar,Tesbih Ağacı,1 Mayıs,20 Haziran
İstanbul,Adalar,Dişbudak,10 Mart,30 Nisan
İstanbul,Adalar,Boylu Dişbudak,10 Mart,30 Nisan
İstanbul,Adalar,Toros Sediri,3 Eylül,25 Kasım
İstanbul,Adalar,Çitlembik,15 Mart,30 Mayıs
İstanbul,Adalar,Kızılçam,1 Haziran,30 Haziran
İstanbul,Adalar,Hurma,3 Mayıs,30 Haziran
İstanbul,Adalar,Gümüşi Ihlamur,1 Haziran,30 Temmuz
İstanbul,Adalar,At Kestanesi,5 Nisan,30 Mayıs
İstanbul,Adalar,Kanada Akçaagacı,3 Mart,30 Nisan
İstanbul,Adalar,Saplı Meşe,5 Mayıs,20 Haziran
İstanbul,Adalar,İğde,5 Nisan,25 Mayıs
İstanbul,Adalar,Gladiçya,10 Mayıs,20 Temmuz
İstanbul,Adalar,Söğüt,20 Mart,20 Mayıs
İstanbul,Adalar,Kuşburnu,10 Mayıs,25 Temmuz
İstanbul,Adalar,Kocayemiş,1 Eylül,25 Ekim
İstanbul,Adalar,Kekik,7 Nisan,20 Ağustos
İstanbul,Adalar,Kaya Kekiği,3 Haziran,15 Ekim
İstanbul,Adalar,Sarmaşık,15 Nisan,15 Eylül
İstanbul,Adalar,Pamucak,10 Mart,15 Haziran
İstanbul,Adalar,Süpürge Çalışı,5 Ağustos,20 Ekim
İstanbul,Adalar,Püren,5 Ağustos,20 Ekim
İstanbul,Adalar,Deve Dikeni,10 Temmuz,15 Eylül
İstanbul,Adalar,Dağ Karanfili,5 Haziran,20 Eylül
İstanbul,Adalar,Ölmez Otu,5 Haziran,20 Eylül
İstanbul,Adalar,Duvar Sarmaşığı,5 Eylül,20 Ekim
İstanbul,Adalar,Orman Sarmaşığı,5 Eylül,20 Ekim
İstanbul,Adalar,Karaçalı,10 Mayıs,25 Haziran
İstanbul,Adalar,Böğürtlen,7 Mayıs,22 Ağustos
İstanbul,Adalar,Meryem Otu,3 Nisan,20 Mayıs
İstanbul,Sarıyer,Elma,01 Mayıs,20 Mayıs
İstanbul,Sarıyer,Kestane,3 Mayıs,5 Mayıs
İstanbul,Sarıyer,Ihlamur,01 Haziran,21 Haziran
İstanbul,Sarıyer,Meşe,21 Mayıs,15 Haziran
İstanbul,Sarıyer,Akasya,15 Mart,01 Nisan
İstanbul,Sarıyer,Çam,15 Nisan,15 Mayıs
İstanbul,Sarıyer,Püren,15 Eylül,15 Ekim
İstanbul,Avcılar,Ayçiçeği,1 Temmuz,1 Ağustos
İstanbul,Avcılar,Kanola,15 Mayıs,15 Haziran
İstanbul,Sancaktepe,Elma,Nisan-Mayıs,15 Haziran
İstanbul,Sancaktepe,Armut,15 Mayıs,15 Haziran
İstanbul,Sancaktepe,Ballıbaba,15 Mart,15 Haziran
İstanbul,Sancaktepe,Yabani Hardal,15 Şubat,15 Haziran
İstanbul,Sancaktepe,Papatya,Mart-Nisan,15 Haziran
İstanbul,Sancaktepe,Üçgül,15 Mart,15 Eylül
İstanbul,Büyükçekmece,Ayçiçeği,1 Temmuz,1 Ağustos
İstanbul,Büyükçekmece,Kanola,1 Mayıs,1 Haziran
İstanbul,Büyükçekmece,Ihlamur,20 Haziran,15 Temmuz
İstanbul,Silivri,Kanola,20 Mart,20 Nisan
İstanbul,Silivri,Ayçiçeği,15 Haziran,30 Temmuz
