İl,İlçe,Bitki,Çiçeklenme Başlangıç,Çiçeklenme Bitiş
Yozgat,Merkez,Keven,1 Haziran,30 Haziran
Yozgat,Merkez,Kekik,1 Haziran,30 Haziran
Yozgat,Merkez,Yaban Korungası,20 Haziran,5 Temmuz
Yozgat,Merkez,Ballı Baba,20 Haziran,5 Temmuz
Yozgat,Merkez,Sığır Kuyruğu,20 Haziran,2 Temmuz
Yozgat,Merkez,Aliç,10 Haziran,30 Haziran
Yozgat,Akdağmadeni,Kekik,20 Mayıs,30 Haziran
Yozgat,Akdağmadeni,Keven,20 Mayıs,30 Haziran
Yozgat,Akdağmadeni,Üçgül,20 Mayıs,30 Haziran
Yozgat,Aydıncık,Dağ Yoncası,15 Nisan,15 Mayıs
Yozgat,Aydıncık,Ballı Baba,15 Nisan,15 Mayıs
Yozgat,Aydıncık,Kuşburnu,15 Mayıs,15 Haziran
Yozgat,Aydıncık,Adaçayı,15 Mayıs,15 Haziran
Yozgat,Boğazlıyan,Ayçiçeği,20 Haziran,5 Temmuz
Yozgat,Boğazlıyan,Ihlamur,25 Mayıs,15 Haziran
Yozgat,Çandır,Keven,5 Haziran,20 Haziran
Yozgat,Çandır,Kekik,5 Haziran,20 Haziran
Yozgat,Çandır,Çakıldak Otu,10 Haziran,30 Haziran
Yozgat,Çayıralan,Keven,5 Haziran,20 Haziran
Yozgat,Çayıralan,Kekik,5 Haziran,20 Haziran
Yozgat,Çayıralan,Meşe,10 Haziran,30 Haziran
Yozgat,Çekerek,Lavanta,3 Haziran,20 Haziran
Yozgat,Çekerek,Kekik,10 Haziran,25 Haziran
Yozgat,Çekerek,Keven,10 Haziran,25 Haziran
Yozgat,Kadışehri,Aliç,15 Mayıs,10 Haziran
Yozgat,Kadışehri,Kuşburnu,15 Mayıs,10 Haziran
Yozgat,Kadışehri,Kekik,25 Mayıs,15 Haziran
Yozgat,Kadışehri,Keven,25 Mayıs,15 Haziran
Yozgat,Saraykent,Ayçiçeği,20 Haziran,30 Haziran
Yozgat,Saraykent,Üçgül,1 Haziran,20 Haziran
Yozgat,Sarıkaya,Ayçiçeği,20 Haziran,5 Temmuz
Yozgat,Sarıkaya,Keven,10 Haziran,25 Haziran
Yozgat,Sarıkaya,Kekik,5 Haziran,20 Haziran
Yozgat,Sorgun,Söğüt,15 Nisan,10 Mayıs
Yozgat,Sorgun,Keven,10 Haziran,25 Haziran
Yozgat,Sorgun,Ayçiçeği,20 Haziran,30 Haziran
Yozgat,Şefaatli,Söğüt,15 Nisan,10 Mayıs
Yozgat,Şefaatli,Yaban Bademi,25 Nisan,10 Mayıs
Yozgat,Şefaatli,Kekik,25 Mayıs,15 Haziran
Yozgat,Yenifakılı,Kekik,25 Mayıs,15 Haziran
Yozgat,Yenifakılı,Ayçiçeği,20 Haziran,30 Haziran
Yozgat,Yerköy,Söğüt,15 Nisan,10 Mayıs
Yozgat,Yerköy,Yaban Bademi,25 Nisan,10 Mayıs
Yozgat,Yerköy,Keven,10 Haziran,25 Haziran
Yozgat,Yerköy,Üçgül,1 Haziran,20 Haziran
