İl,İlçe,Bitki,Çiçeklenme Başlangıç,Çiçeklenme Bitiş
Mardin,Kızıltepe,Yonca,5-10 Mayıs,5-10 Eylül
Mardin,Kızıltepe,Deve Diken,1 Haziran,1 Ağustos
Mardin,Kızıltepe,Hardal,1 Mart,20 Temmuz
Mardin,Kızıltepe,Sarı Diken,1 Mayıs,1 Ağustos
Mardin,Kızıltepe,Sütleğen,1 Haziran,1 Ekim
Mardin,Kızıltepe,Üçgül,15 Mart,15 Haziran
Mardin,Ömerli,Yabani Yonca,1 Nisan,1 Temmuz
Mardin,Ömerli,Çiğdem,15 Şubat,15 Nisan
Mardin,Ömerli,Sütleğen,15 Mart,15 Nisan
Mardin,Ömerli,Karahindiba,15 Mart,15 Nisan
Mardin,Ömerli,Kiraz,15 Mart,15 Nisan
Mardin,Ömerli,Badem,15 Mart,15 Nisan
Mardin,Ömerli,Vişne,15 Nisan,15 Mayıs
Mardin,Ömerli,Yabani Yonca,15 Nisan,15 Mayıs
Mardin,Ömerli,Üçgül,15 Nisan,15 Mayıs
Mardin,Ömerli,Şeftali,15 Nisan,15 Mayıs
Mardin,Ömerli,Yabani Hardal,15 Nisan,15 Mayıs
Mardin,Ömerli,Taş Yoncası,15 Nisan,15 Mayıs
Mardin,Ömerli,Yabani Bakla,15 Nisan,15 Mayıs
Mardin,Ömerli,Fiğ,15 Nisan,15 Mayıs
Mardin,Ömerli,Gelincik,15 Nisan,15 Mayıs
Mardin,Ömerli,Kayısı,15 Nisan,15 Mayıs
Mardin,Ömerli,Yalancı Akasya,1 Mayıs,1 Haziran
Mardin,Ömerli,Korunga,15 Mayıs,15 Haziran
Mardin,Ömerli,Gül,15 Mayıs,15 Haziran
Mardin,Ömerli,Orman Gülü,15 Haziran,15 Temmuz
Mardin,Ömerli,Hatmi Çiçeği,15 Haziran,15 Temmuz
Mardin,Ömerli,Mor Diken,15 Haziran,15 Temmuz
Mardin,Ömerli,Dağ Kekiği,15 Haziran,15 Temmuz
Mardin,Ömerli,Sarı Diken,15 Temmuz,15 Ağustos
Mardin,Ömerli,Deve Diken,15 Temmuz,15 Ağustos
Mardin,Ömerli,Böğürtlen,15 Ağustos,15 Eylül
Mardin,Ömerli,Yabani Safran,15 Ekim,15 Kasım
Mardin,Ömerli,Bozot,1 Eylül,15 Kasım
