İl,İlçe,Bitki,Çiçeklenme Başlangıç,Çiçeklenme Bitiş
Afyon,Merkez,Erik,15 Mart,15 Nisan
Afyon,Merkez,Badem,15 Mart,15 Nisan
Afyon,Merkez,Vişne,10 Nisan,10 Mayıs
Afyon,Merkez,Kiraz,10 Nisan,10 Mayıs
Afyon,Merkez,Elma,20 Nisan,10 Mayıs
Afyon,Merkez,Ahlat,20 Nisan,20 Mayıs
Afyon,Merkez,Efekt,15 Haziran,30 Haziran
Afyon,Merkez,Kekik,15 Haziran,30 Haziran
Afyon,Merkez,Geven,01 Temmuz,30 Haziran
Afyon,Merkez,Ballıbaba,15 Nisan,15 Mayıs
Afyon,Merkez,Sığır Kuyruğu,15 Temmuz,15 Ağustos
Afyon,Merkez,Böğürlerin,01 Ağustos,1 Eylül
Afyon,Merkez,İt Burnu,20 Temmuz,10 Ağustos
Afyon,Başmakçı,Davşanak Pinar,15 Haziran,15 Temmuz
Afyon,Başmakçı,Hardal Turp Otu,5 Mayıs,5 Haziran
Afyon,Başmakçı,Haşhaş,5 Mayıs,5 Haziran
Afyon,Başmakçı,Kestane,5 Mayıs,5 Haziran
Afyon,Başmakçı,Ayçiçek,01 Temmuz,20 Temmuz
Afyon,Başmakçı,Akasya,01 Mayıs,01 Haziran
Afyon,Başmakçı,Erik,15 Mart,15 Nisan
Afyon,Başmakçı,Badem,15 Mart,15 Nisan
Afyon,Bayat,Vişne,10 Nisan,10 Mayıs
Afyon,Bayat,Kiraz,10 Nisan,10 Mayıs
Afyon,Bayat,Elma,20 Nisan,10 Mayıs
Afyon,Bayat,Ahlat,20 Nisan,20 Mayıs
Afyon,Bayat,Efekt,15 Haziran,30 Haziran
Afyon,Bayat,Kekik,1 Haziran,20 Haziran
Afyon,Bayat,Geven,15 Mayıs,15 Haziran
Afyon,Bayat,Ballıbaba,5 Nisan,5 Mayıs
Afyon,Bayat,Sığır Kuyruğu,1 Temmuz,1 Ağustos
Afyon,Bayat,İt Burnu,1 Temmuz,1 Ağustos
Afyon,Bayat,Gül (Yağlık),15 Nisan,5 Haziran
Afyon,Bayat,Gelincik Otu,5 Mayıs,5 Haziran
Afyon,Bayat,Hardal Turp Otu,5 Mayıs,5 Haziran
Afyon,Bayat,Haşhaş,5 Mayıs,5 Haziran
Afyon,Bayat,Ayçiçek,20 Haziran,5 Temmuz
Afyon,Bayat,Akasya,01 Mayıs,01 Haziran
Afyon,Bayat,Kornişon Hıyar,01 Temmuz,30 Ekim
Afyon,Bayat,Civanperçemi Otu,15 Mayıs,15 Temmuz
Afyon,Bayat,Hardal Otu,05 Mayıs,15 Haziran
Afyon,Bayat,Yabani Fiğ,15 Nisan,15 Haziran
Afyon,Bayat,Erik,15 Mart,15 Nisan
Afyon,Bayat,Badem,15 Mart,15 Nisan
Afyon,Bayat,Vişne,10 Nisan,10 Mayıs
Afyon,Bayat,Kiraz,10 Nisan,10 Mayıs
Afyon,Bayat,Efekt,15 Haziran,30 Haziran
Afyon,Bayat,Kekik,15 Haziran,30 Haziran
Afyon,Bayat,Geven,01 Temmuz,30 Haziran
Afyon,Bayat,Ballıbaba,15 Nisan,15 Mayıs
Afyon,Bayat,Sığır Kuyruğu,15 Temmuz,15 Ağustos
Afyon,Bayat,Boğa Diken,15 Temmuz,15 Ağustos
Afyon,Bayat,Böğürlen,01 Ağustos,1 Eylül
Afyon,Bayat,İt Burnu,20 Temmuz,10 Ağustos
Afyon,Bayat,Davşanak Pinar,15 Haziran,15 Temmuz
