İl,İlçe,Bitki,Çiçeklenme Başlangıç,Çiçeklenme Bitiş
Muğla,Bodrum,Adaçayı,30 Nisan,30 EYLÜL
Muğla,Dalaman,Adaçayı,30 Nisan,30 EYLÜL
Muğla,Datça,Adaçayı,30 Nisan,30 EYLÜL
Muğla,Fethiye,Adaçayı,30 Nisan,30 EYLÜL
Muğla,Kavaklıdere,Adaçayı,30 Nisan,30 EYLÜL
Muğla,Köyceğiz,Adaçayı,30 Nisan,30 EYLÜL
Muğla,Marmaris,Adaçayı,30 Nisan,30 EYLÜL
Muğla,Menteşe,Adaçayı,30 Nisan,30 EYLÜL
Muğla,Milas,Adaçayı,30 Nisan,30 EYLÜL
Muğla,Ortaca,Adaçayı,30 Nisan,30 EYLÜL
Muğla,Seydikemer,Adaçayı,30 Nisan,30 EYLÜL
Muğla,Ula,Adaçayı,30 Nisan,30 EYLÜL
Muğla,Yatağan,Adaçayı,30 Nisan,30 EYLÜL
Muğla,Bodrum,Kekik,1 Nisan,30 Haziran
Muğla,Dalaman,Kekik,1 Nisan,30 Haziran
Muğla,Datça,Kekik,1 Nisan,30 Haziran
Muğla,Fethiye,Kekik,1 Nisan,30 Haziran
Muğla,Kavaklıdere,Kekik,1 Nisan,30 Haziran
Muğla,Köyceğiz,Kekik,1 Nisan,30 Haziran
Muğla,Marmaris,Kekik,1 Nisan,30 Haziran
Muğla,Menteşe,Kekik,1 Nisan,30 Haziran
Muğla,Milas,Kekik,1 Nisan,30 Haziran
Muğla,Ortaca,Kekik,1 Nisan,30 Haziran
Muğla,Seydikemer,Kekik,1 Nisan,30 Haziran
Muğla,Ula,Kekik,1 Nisan,30 Haziran
Muğla,Yatağan,Kekik,1 Nisan,30 Haziran
Muğla,Seydikemer,Lavanta,1 Mayıs,1 Eylül
Muğla,Fethiye,Lavanta,1 Mayıs,1 Eylül
Muğla,Dalaman,Lavanta,1 Mayıs,1 Eylül
Muğla,Bodrum,Defne,1 Nisan,30 Mayıs
Muğla,Dalaman,Defne,1 Nisan,30 Mayıs
Muğla,Datça,Defne,1 Nisan,30 Mayıs
Muğla,Fethiye,Defne,1 Nisan,30 Mayıs
Muğla,Köyceğiz,Defne,1 Nisan,30 Mayıs
Muğla,Marmaris,Defne,1 Nisan,30 Mayıs
Muğla,Menteşe,Defne,1 Nisan,30 Mayıs
Muğla,Milas,Defne,1 Nisan,30 Mayıs
Muğla,Ortaca,Defne,1 Nisan,30 Mayıs
Muğla,Seydikemer,Defne,1 Nisan,30 Mayıs
Muğla,Ula,Defne,1 Nisan,30 Mayıs
Muğla,Yatağan,Defne,1 Nisan,30 Mayıs
Muğla,Bodrum,Mor Reyhan,1 Nisan,1 Ekim
Muğla,Dalaman,Mor Reyhan,1 Nisan,1 Ekim
Muğla,Datça,Mor Reyhan,1 Nisan,1 Ekim
Muğla,Fethiye,Mor Reyhan,1 Nisan,1 Ekim
Muğla,Köyceğiz,Mor Reyhan,1 Nisan,1 Ekim
Muğla,Marmaris,Mor Reyhan,1 Nisan,1 Ekim
Muğla,Menteşe,Mor Reyhan,1 Nisan,1 Ekim
Muğla,Milas,Mor Reyhan,1 Nisan,1 Ekim
Muğla,Ortaca,Mor Reyhan,1 Nisan,1 Ekim
Muğla,Seydikemer,Mor Reyhan,1 Nisan,1 Ekim
Muğla,Ula,Mor Reyhan,1 Nisan,1 Ekim
Muğla,Yatağan,Mor Reyhan,1 Nisan,1 Ekim
Muğla,Bodrum,Mercan Köşk,1 Mayıs,1 Eylül
Muğla,Dalaman,Mercan Köşk,1 Mayıs,1 Eylül
Muğla,Datça,Mercan Köşk,1 Mayıs,1 Eylül
Muğla,Fethiye,Mercan Köşk,1 Mayıs,1 Eylül
Muğla,Köyceğiz,Mercan Köşk,1 Mayıs,1 Eylül
Muğla,Marmaris,Mercan Köşk,1 Mayıs,1 Eylül
Muğla,Menteşe,Mercan Köşk,1 Mayıs,1 Eylül
Muğla,Milas,Mercan Köşk,1 Mayıs,1 Eylül
Muğla,Ortaca,Mercan Köşk,1 Mayıs,1 Eylül
Muğla,Seydikemer,Mercan Köşk,1 Mayıs,1 Eylül
Muğla,Ula,Mercan Köşk,1 Mayıs,1 Eylül
Muğla,Yatağan,Mercan Köşk,1 Mayıs,1 Eylül
Muğla,Bodrum,Yeni Dünya,1 Ocak,15 Nisan
Muğla,Dalaman,Yeni Dünya,1 Ocak,15 Nisan
Muğla,Datça,Yeni Dünya,1 Ocak,15 Nisan
Muğla,Fethiye,Yeni Dünya,1 Ocak,15 Nisan
Muğla,Köyceğiz,Yeni Dünya,1 Ocak,15 Nisan
Muğla,Marmaris,Yeni Dünya,1 Ocak,15 Nisan
