İl,İlçe,Bitki,Çiçeklenme Başlangıç,Çiçeklenme Bitiş
Tokat,Almus,Yonca,30 Mayıs,30 Ağustos
Tokat,Almus,Geven,30 Mayıs,30 Temmuz
Tokat,Almus,Fiğ,30 Mayıs,30 Temmuz
Tokat,Almus,İhlamur,30 Mayıs,30 Temmuz
Tokat,Almus,Şerbetçiotu,30 Mayıs,30 Temmuz
Tokat,Almus,Üçgül,30 Mayıs,30 Temmuz
Tokat,Almus,Hardal,30 Mayıs,30 Temmuz
Tokat,Almus,MEŞE,15 Ağustos,30 Eylül
Tokat,Artova,Geven,30 Mayıs,30 Temmuz
Tokat,Artova,Hardal,30 Mayıs,30 Temmuz
Tokat,Artova,Kekik,30 Mayıs,30 Temmuz
Tokat,Artova,Yonca,30 Mayıs,30 Temmuz
Tokat,Artova,Fiğ,30 Mayıs,30 Temmuz
Tokat,Erbaa,Ballıbaba,01 Mart,30 Mart
Tokat,Erbaa,Ayçiçeği,30 Mayıs,30 Temmuz
Tokat,Erbaa,Geven,30 Mayıs,30 Temmuz
Tokat,Erbaa,Kekik,30 Mayıs,30 Temmuz
Tokat,Erbaa,Böğürtlen,15 Temmuz,30 Ağustos
Tokat,Erbaa,Karaçalı,30 Mart,30 Haziran
Tokat,Erbaa,Fiğ,15 Mayıs,30 Temmuz
Tokat,Erbaa,Yonca,15 Mayıs,15 Eylül
Tokat,Erbaa,Söğüt,01 Haziran,30 Temmuz
Tokat,Merkez,Ayçiçeği,30 Mayıs,30 Temmuz
Tokat,Merkez,Geven,30 Mayıs,30 Temmuz
Tokat,Merkez,Kiraz,25 Mart,10 Mayıs
Tokat,Merkez,Şeftali,1 Nisan,30 Mayıs
Tokat,Merkez,Fiğ,15 Mayıs,30 Temmuz
Tokat,Merkez,Yonca,15 Mayıs,15 Eylül
Tokat,Merkez,Karaçalı,30 Mart,30 Haziran
Tokat,Merkez,Söğüt,01 Haziran,30 Temmuz
Tokat,Niksar,Ballıbaba,01 Mart,30 Mart
Tokat,Niksar,Çiğdem,15 Şubat,15 Mart
Tokat,Niksar,Ballıbaba,01 Mart,30 Mart
Tokat,Niksar,Elma,1 Nisan,30 Mayıs
Tokat,Niksar,Şeftali,1 Nisan,30 Mayıs
Tokat,Niksar,Yonca,15 Mayıs,15 Eylül
Tokat,Niksar,Kekik,30 Mayıs,30 Temmuz
Tokat,Pazar,Karaçalı,30 Mart,30 Haziran
Tokat,Pazar,Söğüt,01 Haziran,30 Temmuz
Tokat,Pazar,Geven,30 Mayıs,30 Temmuz
Tokat,Pazar,Ayçiçeği,30 Mayıs,30 Temmuz
Tokat,Pazar,Kekik,30 Mayıs,30 Temmuz
Tokat,Pazar,Geven,30 Mayıs,30 Temmuz
Tokat,Pazar,Şerbetçi Otu,30 Mayıs,30 Temmuz
Tokat,Pazar,Söğüt,01 Haziran,30 Temmuz
Tokat,Pazar,Yonca,15 Mayıs,15 Eylül
Tokat,Pazar,Fiğ,15 Mayıs,30 Temmuz
Tokat,Pazar,Karaçalı,30 Mart,30 Haziran
Tokat,Pazar,Ballıbaba,01 Mart,30 Mart
Tokat,Reşadiye,Kekik,30 Mayıs,30 Temmuz
Tokat,Reşadiye,Geven,30 Mayıs,30 Temmuz
Tokat,Reşadiye,Karaçalı,01 Mayıs,30 Haziran
Tokat,Reşadiye,Ballıbaba,1 Nisan,30 Mayıs
Tokat,Reşadiye,Meşe,1 Nisan,30 Mayıs
Tokat,Reşadiye,Fiğ,15 Mayıs,30 Temmuz
Tokat,Sulusaray,Geven,30 Mayıs,30 Temmuz
Tokat,Sulusaray,Kekik,30 Mayıs,30 Temmuz
Tokat,Sulusaray,Üçgül,30 Mayıs,30 Temmuz
Tokat,Sulusaray,Fiğ,10 Haziran,30 Temmuz
Tokat,Sulusaray,Yonca,10 Haziran,30 Temmuz
Tokat,Turhal,Ayçiçeği,30 Mayıs,30 Temmuz
Tokat,Turhal,Karaçalı,01 Mayıs,30 Haziran
Tokat,Turhal,Elma,1 Nisan,30 Mayıs
Tokat,Turhal,Şeftali,1 Nisan,30 Mayıs
Tokat,Turhal,Akasya,15 Mayıs,15 Temmuz
Tokat,Turhal,Yonca,15 Mayıs,15 Eylül
Tokat,Turhal,Fiğ,15 Mayıs,30 Temmuz
Tokat,Turhal,Söğüt,01 Haziran,30 Temmuz
Tokat,Turhal,Kekik,30 Mayıs,30 Temmuz
Tokat,Turhal,Geven,30 Mayıs,30 Temmuz
Tokat,Turhal,Ballıbaba,01 Mart,30 Mart
Tokat,Yeşilyurt,Geven,30 Mayıs,30 Temmuz
Tokat,Yeşilyurt,Kekik,30 Mayıs,30 Temmuz
Tokat,Yeşilyurt,Üçgül,30 Mayıs,30 Temmuz
Tokat,Yeşilyurt,Fiğ,10 Haziran,30 Temmuz
Tokat,Yeşilyurt,Yonca,10 Haziran,30 Temmuz
Tokat,Zile,Ayçiçeği,30 Mayıs,30 Temmuz
Tokat,Zile,Kekik,30 Mayıs,30 Temmuz
Tokat,Zile,Geven,30 Mayıs,30 Temmuz
Tokat,Zile,Kiraz,25 Mart,10 Mayıs
Tokat,Zile,Yonca,15 Mayıs,15 Eylül
Tokat,Zile,Söğüt,01 Haziran,30 Temmuz
Tokat,Zile,Üçgül,01 Haziran,30 Temmuz
Tokat,Zile,Ballıbaba,01 Mart,30 Mart
Tokat,Zile,Fiğ,15 Mayıs,30 Temmuz
Tokat,Zile,Karaçalı,01 Mayıs,30 Haziran
Tokat,Zile,Akasya,15 Mayıs,15 Temmuz
