İl,İlçe,Bitki,Çiçeklenme Başlangıç,Çiçeklenme Bitiş
Kilis,Merkez,Çörek Otu,15 Nisan,15 Mayıs
Kilis,Musabeyli,Çörek Otu,15 Nisan,15 Mayıs
Kilis,Polateli,Çörek Otu,15 Nisan,15 Mayıs
Kilis,Elbeyli,Çörek Otu,15 Nisan,15 Mayıs
Kilis,Merkez,Sumak,10 Mayıs,25 Mayıs
Kilis,Musabeyli,Sumak,10 Mayıs,25 Mayıs
Kilis,Polateli,Sumak,10 Mayıs,25 Mayıs
Kilis,Elbeyli,Sumak,10 Mayıs,25 Mayıs
Kilis,Merkez,Zaher (Kekik),20 Mayıs,20 Haziran
Kilis,Musabeyli,Zaher (Kekik),20 Mayıs,20 Haziran
Kilis,Polateli,Zaher (Kekik),20 Mayıs,20 Haziran
Kilis,Elbeyli,Zaher (Kekik),20 Mayıs,20 Haziran
Kilis,Merkez,Sütleğen,1 Ağustos,15 Eylül
Kilis,Musabeyli,Sütleğen,1 Ağustos,15 Eylül
Kilis,Polateli,Sütleğen,1 Ağustos,15 Eylül
Kilis,Elbeyli,Sütleğen,1 Ağustos,15 Eylül
Kilis,Merkez,Katır Tırnağı,1 Temmuz,20 Temmuz
Kilis,Musabeyli,Katır Tırnağı,1 Temmuz,20 Temmuz
Kilis,Polateli,Katır Tırnağı,1 Temmuz,20 Temmuz
Kilis,Elbeyli,Katır Tırnağı,1 Temmuz,20 Temmuz
