İl,İlçe,Bitki,Çiçeklenme Başlangıç,Çiçeklenme Bitiş
Ankara,Akyurt,Çiğdem,15 Mart,15 Nisan
Ankara,Akyurt,Sütleğen,15 Mayıs,15 Temmuz
Ankara,Akyurt,Ballıbaba,15 Mayıs,15 Temmuz
Ankara,Akyurt,Kır Yoncası,15 Mayıs,15 Temmuz
Ankara,Akyurt,Muhtelif Meyve Çşt.,15 Nisan,15 Mayıs
Ankara,Akyurt,Kekik,15 Haziran,15 Haziran
Ankara,Akyurt,Fiğ,15 Mayıs,15 Haziran
Ankara,Akyurt,Sığır Kuyruğu,15 Mayıs,15 Haziran
Ankara,Akyurt,Keven,15 Haziran,15 Temmuz
Ankara,Akyurt,Diken Çeşitleri,15 Haziran,15 Ağustos
Ankara,Altındağ,Elma,15 Nisan,15 Mayıs
Ankara,Altındağ,Armut,15 Nisan,15 Mayıs
Ankara,Altındağ,Ceviz,15 Mayıs,15 Mayıs
Ankara,Altındağ,Kayısı,15 Mart,15 Nisan
Ankara,Altındağ,Vişne,15 Nisan,15 Nisan
Ankara,Altındağ,Domates,15 Haziran,15 Ağustos
Ankara,Altındağ,Balkabağı,15 Haziran,15 Ağustos
Ankara,Altındağ,Kavun,15 Haziran,15 Ağustos
Ankara,Altındağ,Hıyar (Salatalık),15 Haziran,15 Ağustos
Ankara,Altındağ,Nohut,15 Mayıs,15 Haziran
Ankara,Altındağ,Fiğ (Macar-Adi),15 Mayıs,15 Haziran
Ankara,Altındağ,Geven,15 Mayıs,15 Haziran
Ankara,Altındağ,Papatya,15 Nisan,15 Mayıs
Ankara,Altındağ,Sütleğen,15 Nisan,15 Mayıs
Ankara,Ayaş,Çiğdem,15 Mart,15 Nisan
Ankara,Ayaş,Muhtelif Meyve Çşt.,15 Nisan,15 Mayıs
Ankara,Ayaş,Muhtelif Sebze Çşt.,15 Haziran,Agustos
Ankara,Ayaş,Sığırkuyruğu,15 Haziran,Agustos
Ankara,Ayaş,Y. Yonca,15 Haziran,Agustos
Ankara,Ayaş,Y. Fiğ/Korunga,15 Haziran,Agustos
Ankara,Ayaş,Kekik,15 Haziran,Agustos
Ankara,Ayaş,Geven,15 Haziran,Agustos
Ankara,Ayaş,Devedikeni,15 Haziran,Agustos
Ankara,Ayaş,Engerek Otu,15 Haziran,Agustos
Ankara,Ayaş,Yakı Otu,15 Haziran,Agustos
Ankara,Ayaş,Y. Adaçayı,15 Haziran,Agustos
Ankara,Ayaş,İğde,15 Mayıs,15 Haziran
Ankara,Ayaş,Akasya,15 Mayıs,15 Haziran
Ankara,Ayaş,İğde,15 Mayıs,15 Haziran
Ankara,Ayaş,Hardal,15 Mayıs,15 Haziran
Ankara,Ayaş,Papatya,15 Mayıs,15 Haziran
Ankara,Ayaş,Ballıbaba,15 Mayıs,15 Haziran
Ankara,Ayaş,Ayçiçeği,15 Haziran,15 Temmuz
Ankara,Bala,Çiğdem,15 Mart,15 Nisan
Ankara,Bala,Kekik,15 Mayıs,15 Temmuz
Ankara,Bala,Y. Yonca,15 Mayıs,15 Temmuz
Ankara,Bala,Muhtelif Sebze Çşt.,15 Mayıs,15 Temmuz
Ankara,Bala,Geven,15 Mayıs,15 Temmuz
Ankara,Bala,Y. Korunga,15 Mayıs,15 Temmuz
Ankara,Bala,Güvey Otu,15 Mayıs,15 Temmuz
Ankara,Bala,Sığırkuyruğu,15 Mayıs,15 Temmuz
Ankara,Bala,Sütleğen,15 Mayıs,15 Temmuz
Ankara,Bala,Üçgül,15 Mayıs,15 Ağustos
Ankara,Bala,Ayçiçeği,15 Haziran,15 Ağustos
Ankara,Bala,Ballıbaba,15 Haziran,15 Temmuz
Ankara,Bala,Hardal,15 Mayıs,15 Haziran
Ankara,Bala,Muhtelif Meyve Çşt,15 Nisan,15 Mayıs
Ankara,Beypazarı,Badem,15 Mart,15 Nisan
Ankara,Beypazarı,Kayısı,15 Mart,15 Nisan
Ankara,Beypazarı,Şeftali,15 Mart,15 Nisan
Ankara,Beypazarı,Çançiçeği,15 Nisan,15 Temmuz
Ankara,Beypazarı,Peygamber Çiçeği,15 Haziran,15 Ağustos
Ankara,Beypazarı,Krizantem,15 Nisan,15 Haziran
Ankara,Beypazarı,Akasya,15 Nisan,15 Haziran
Ankara,Beypazarı,Tarla Sarmaşığı,15 Nisan,15 Eylül
Ankara,Beypazarı,Adi Yonca,15 Nisan,15 Eylül
Ankara,Beypazarı,Ayva,15 Mayıs,15 Haziran
Ankara,Beypazarı,İğde,15 Mayıs,15 Haziran
