İl,İlçe,Bitki,Çiçeklenme Başlangıç,Çiçeklenme Bitiş
Amasya,Merkez,Badem,15 Mart,30 Mart
Amasya,Merkez,Kayısı,15 Mart,30 Mart
Amasya,Merkez,Şeftali,20 Mart,5 Nisan
Amasya,Merkez,Erik,1 Nisan,15 Nisan
Amasya,Merkez,Elma,1 Nisan,15 Nisan
Amasya,Merkez,Armut,1 Nisan,15 Nisan
Amasya,Merkez,Kiraz,1 Nisan,15 Nisan
Amasya,Merkez,Vişne,1 Nisan,15 Nisan
Amasya,Merkez,Ayva,20 Nisan,5 Mayıs
Amasya,Merkez,Trabzon Hurması,5 Mayıs,20 Mayıs
Amasya,Merkez,Hünnap,15 Mayıs,30 Mayıs
Amasya,Merkez,Kekik,1 Nisan,30 Haziran
Amasya,Merkez,Meyve Ağaçları,1 Nisan,30 Haziran
Amasya,Merkez,Ada Çayı,1 Nisan,30 Haziran
Amasya,Merkez,Akasya,1 Nisan,30 Haziran
Amasya,Merkez,Baklagiller,1 Nisan,30 Haziran
Amasya,Merkez,Geven,1 Nisan,30 Haziran
Amasya,Merkez,Hardal,1 Nisan,30 Haziran
Amasya,Taşova,Badem,12 Mart,27 Mart
Amasya,Taşova,Kayısı,12 Mart,27 Mart
Amasya,Taşova,Şeftali,17 Mart,3 Nisan
Amasya,Taşova,Erik,27 Mart,12 Nisan
Amasya,Taşova,Elma,27 Mart,12 Nisan
Amasya,Taşova,Armut,27 Mart,12 Nisan
Amasya,Taşova,Kiraz,27 Mart,12 Nisan
Amasya,Taşova,Vişne,27 Mart,12 Nisan
Amasya,Taşova,Ayva,17 Nisan,3 Mayıs
Amasya,Taşova,Trabzon Hurması,3 Mayıs,12 Mayıs
Amasya,Taşova,Hünnap,12 mayıs,27 Mayıs
Amasya,Taşova,Papatya,20 Nisan,25 Haziran
Amasya,Taşova,Kusburnu,20 Nisan,25 Haziran
Amasya,Taşova,Papatya,20 Nisan,25 Haziran
Amasya,Taşova,Y. Hardal,20 Nisan,25 Haziran
Amasya,Taşova,Geven,20 Nisan,25 Haziran
Amasya,Suluova,Badem,17 Mart,2 Nisan
Amasya,Suluova,Kayısı,17 Mart,2 Nisan
Amasya,Suluova,Şeftali,22 Mart,7 Nisan
Amasya,Suluova,Erik,3 Nisan,17 Nisan
Amasya,Suluova,Elma,3 Nisan,17 Nisan
Amasya,Suluova,Armut,3 Nisan,17 Nisan
Amasya,Suluova,Kiraz,3 Nisan,17 Nisan
Amasya,Suluova,Vişne,3 Nisan,17 Nisan
Amasya,Suluova,Ayva,22 Nisan,7 Mayıs
Amasya,Suluova,Hünnap,17 Mayıs,30 Mayıs
Amasya,Suluova,Y. Yonca,1 Nisan,10 Temmuz
Amasya,Suluova,Ucugul,1 Nisan,10 Temmuz
Amasya,Suluova,Y. Korunga,1 Nisan,10 Temmuz
Amasya,Suluova,Kekik,1 Nisan,10 Temmuz
Amasya,Suluova,Nane,1 Nisan,10 Temmuz
Amasya,Suluova,Geven,1 Nisan,10 Temmuz
Amasya,Göynücek,Badem,18 Mart,2 Nisan
Amasya,Göynücek,Kayısı,18 Mart,2 Nisan
Amasya,Göynücek,Şeftali,23 Mart,8 Nisan
Amasya,Göynücek,Erik,4 Nisan,18 Nisan
Amasya,Göynücek,Elma,4 Nisan,18 Nisan
Amasya,Göynücek,Armut,4 Nisan,18 Nisan
Amasya,Göynücek,Kiraz,4 Nisan,18 Nisan
Amasya,Göynücek,Vişne,4 Nisan,18 Nisan
Amasya,Göynücek,Ayva,23 Nisan,8 Mayıs
Amasya,Göynücek,Hünnap,18 Mayıs,2 Haziran
Amasya,Göynücek,Ak Üçgül,1 Nisan,1 Temmuz
Amasya,Göynücek,Tekyllık Yonca,1 Nisan,1 Temmuz
Amasya,Göynücek,Nohut Geven,1 Nisan,1 Temmuz
Amasya,Göynücek,Kırkekiği,1 Nisan,1 Temmuz
Amasya,Göynücek,Ayçiçek,1 Nisan,1 Temmuz
Amasya,Hamamözü,Badem,18 Mart,3 Nisan
Amasya,Hamamözü,Kayısı,18 Mart,3 Nisan
Amasya,Hamamözü,Şeftali,23 Mart,8 Nisan
Amasya,Hamamözü,Erik,4 Nisan,18 Nisan
Amasya,Hamamözü,Elma,4 Nisan,18 Nisan
Amasya,Hamamözü,Armut,4 Nisan,18 Nisan
Amasya,Hamamözü,Kiraz,4 Nisan,18 Nisan
Amasya,Hamamözü,Vişne,4 Nisan,18 Nisan
Amasya,Hamamözü,Ayva,23 Nisan,8 Mayıs
Amasya,Hamamözü,Hünnap,18 Mayıs,2 Haziran
Amasya,Hamamözü,Papatya,20 Mayıs,15 Temmuz
Amasya,Hamamözü,Üçgül,20 Mayıs,15 Temmuz
Amasya,Hamamözü,Yabanı Yonca,20 Mayıs,15 Temmuz
Amasya,Hamamözü,Kekik,20 Mayıs,15 Temmuz
Amasya,Merzifon,Badem,20 Mart,5 Haziran
Amasya,Merzifon,Kayısı,20 Mart,5 Haziran
