İl,İlçe,Bitki,Çiçeklenme Başlangıç,Çiçeklenme Bitiş
Sivas,Merkez,Yabani Yonca,1 Mayıs,1 Temmuz
Sivas,Merkez,Kırkekiği,1 Mayıs,1 Temmuz
Sivas,Merkez,K. Yoncası,1 Mayıs,1 Temmuz
Sivas,Merkez,Çayır Düğmesi,1 Mayıs,1 Temmuz
Sivas,Merkez,Sarıçiçekli Yonca,1 Mayıs,1 Temmuz
Sivas,Merkez,Şerbetciotu,1 Mayıs,1 Temmuz
Sivas,Merkez,Yonca,1 Mayıs,1 Temmuz
Sivas,Merkez,Gevençeşitleri,1 Mayıs,1 Temmuz
Sivas,Merkez,Yabani Yonca,1 Mayıs,20 Temmuz
Sivas,Merkez,Kırkekiği,1 Mayıs,20 Temmuz
Sivas,Merkez,K. Yoncası,1 Mayıs,20 Temmuz
Sivas,Merkez,Çayır Düğmesi,1 Mayıs,20 Temmuz
Sivas,Merkez,Sarıçiçekli Yonca,1 Mayıs,20 Temmuz
Sivas,Merkez,Şerbetciotu,1 Mayıs,20 Temmuz
Sivas,Merkez,Yonca,1 Mayıs,20 Temmuz
Sivas,Merkez,Gevençeşitleri,1 Mayıs,20 Temmuz
Sivas,Zara,Kekik,15 Mayıs,15 Temmuz
Sivas,Zara,Geven,15 Mayıs,15 Temmuz
Sivas,Zara,Kaba Yonca,15 Mayıs,15 Temmuz
Sivas,Zara,Sığır Kuyruğu,15 Mayıs,15 Temmuz
Sivas,Gölova,Kekik,30 Nisan,15 Ağustos
Sivas,Gölova,Geven,30 Nisan,15 Ağustos
Sivas,Gölova,Kaba Yonca,30 Nisan,15 Ağustos
Sivas,Gölova,Sığır Kuyruğu,30 Nisan,15 Ağustos
Sivas,Altınyayla,Kekik,15 Mayıs,15 Ağustos
Sivas,Altınyayla,Geven,15 Mayıs,15 Ağustos
Sivas,Altınyayla,Sütleğen,15 Mayıs,15 Ağustos
Sivas,Altınyayla,Kangal,15 Mayıs,15 Ağustos
Sivas,Altınyayla,Korunga,15 Mayıs,15 Ağustos
Sivas,Altınyayla,K. Yonca,15 Mayıs,15 Ağustos
Sivas,Altınyayla,Yavşan,15 Mayıs,15 Ağustos
Sivas,Şarkışla,Kekik,15 Mayıs,30 Temmuz
Sivas,Şarkışla,Geven,15 Mayıs,30 Temmuz
Sivas,Şarkışla,Sütleğen,15 Mayıs,30 Temmuz
Sivas,Şarkışla,Kangal,15 Mayıs,30 Temmuz
Sivas,Şarkışla,Koru Nga,15 Mayıs,30 Temmuz
Sivas,Şarkışla,K. Yonca,15 Mayıs,30 Temmuz
Sivas,Şarkışla,Yavşan,15 Mayıs,30 Temmuz
Sivas,Kangal,Kırkekiği,20 Mayıs,20 Ağustos
Sivas,Kangal,Koyunuyumağı,20 Mayıs,20 Ağustos
Sivas,Kangal,Tarlaayrığı,20 Mayıs,20 Ağustos
Sivas,Kangal,Kantron,20 Mayıs,20 Ağustos
Sivas,Kangal,Hardal,20 Mayıs,20 Ağustos
Sivas,Kangal,Püren,20 Mayıs,20 Ağustos
Sivas,Kangal,Keven,20 Mayıs,20 Ağustos
Sivas,Kangal,Y. Korunga,20 Mayıs,20 Ağustos
Sivas,Kangal,Çakıldak,20 Mayıs,20 Ağustos
Sivas,Kangal,Kekik,5 Mayıs,20 Ağustos
