İl,İlçe,Bitki,Çiçeklenme Başlangıç,Çiçeklenme Bitiş
Karaman,Başyayla,Geven,15 Haziran,15 Eylül
Karaman,Başyayla,Lavanta,15 Mayıs,1 Eylül
Karaman,Başyayla,Erik,10 Mart,30 Nisan
Karaman,Başyayla,Badem,20 Mart,15 Mayıs
Karaman,Başyayla,Mısır,1 Temmuz,1 Eylül
Karaman,Başyayla,Korunga,15 Haziran,1 Eylül
Karaman,Başyayla,Adaçayı,20 Haziran,30 Temmuz
Karaman,Başyayla,Acıyavşan,10 Haziran,15 Temmuz
Karaman,Başyayla,Sığır Kuyruğu,10 Haziran,10 Temmuz
Karaman,Başyayla,Şalba Türleri,15 Nisan,15 Mayıs
Karaman,Başyayla,Pembe Sarmaşık (Hevenk),1 Mayıs,20 Mayıs
Karaman,Başyayla,Eşek Kekiği,10 Haziran,25 Temmuz
Karaman,Başyayla,Kuş Fiği,20 Haziran,20 Temmuz
Karaman,Ermenek,Elma,10 Nisan,20 Mayıs
Karaman,Ermenek,Armut,10 Nisan,20 Mayıs
Karaman,Ermenek,Kiraz,1 Nisan,20 Nisan
Karaman,Ermenek,Geven,10 Ağustos,25 Ağustos
Karaman,Ermenek,Badem,20 Nisan,1 Mayıs
Karaman,Ermenek,Alıç,20 Nisan,10 Mayıs
Karaman,Ermenek,İğde,15 Nisan,1 Mayıs
Karaman,Ermenek,Lavanta,1 Nisan,20 Haziran
Karaman,Ermenek,Şeftali,15 Nisan,10 Mayıs
Karaman,Ermenek,Erik,10 Nisan,20 Mayıs
Karaman,Ermenek,Kuşburnu,20 Mayıs,1 Temmuz
Karaman,Ermenek,Böğürtlen,15 Mayıs,20 Haziran
Karaman,Ermenek,Dağ Kekiği,1 Nisan,30 Ağustos
Karaman,Ermenek,Adaçayı,20 Haziran,30 Temmuz
Karaman,Ermenek,Acıyavşan,10 Haziran,15 Temmuz
Karaman,Ermenek,Sığır Kuyruğu,10 Haziran,10 Temmuz
Karaman,Ermenek,Şalba Türleri,15 Nisan,15 Mayıs
Karaman,Ermenek,Pembe Sarmaşık (Hevenk),1 Mayıs,20 Mayıs
Karaman,Ermenek,Eşek Kekiği,10 Haziran,25 Temmuz
Karaman,Ermenek,Kuş Fiği,20 Haziran,20 Temmuz
Karaman,Kazımkarabekir,Elma,1 Nisan,20 Mayıs
Karaman,Kazımkarabekir,Kiraz,10 Nisan,20 Nisan
Karaman,Kazımkarabekir,Geven,15 Nisan,25 Ağustos
Karaman,Kazımkarabekir,Gökbaş,15 Nisan,30 Temmuz
Karaman,Kazımkarabekir,Deve Dikeni,15 Nisan,30 Temmuz
Karaman,Kazımkarabekir,Sirken,15 Nisan,30 Temmuz
Karaman,Kazımkarabekir,Gelincik,15 Nisan,1 Haziran
Karaman,Kazımkarabekir,Lavanta,1 Mayıs,30 Temmuz
Karaman,Kazımkarabekir,Yabani Hardal,1 Mayıs,30 Haziran
Karaman,Kazımkarabekir,Kabak,15 Mayıs,15 Haziran
Karaman,Kazımkarabekir,Papatya,15 Mayıs,30 Haziran
Karaman,Kazımkarabekir,Yabani Üçgül,15 Mayıs,30 Temmuz
Karaman,Kazımkarabekir,Dağ Kekiği,10 Ağustos,30 Ağustos
Karaman,Kazımkarabekir,Adaçayı,20 Haziran,30 Temmuz
Karaman,Kazımkarabekir,Acıyavşan,10 Haziran,15 Temmuz
Karaman,Kazımkarabekir,Eşek Kekiği,10 Haziran,15 Temmuz
Karaman,Kazımkarabekir,Sığır Kuyruğu,10 Haziran,10 Temmuz
Karaman,Kazımkarabekir,Şalba Türleri,15 Nisan,15 Mayıs
Karaman,Kazımkarabekir,Pembe Sarmaşık (Hevenk),1 Mayıs,20 Mayıs
Karaman,Kazımkarabekir,Yağlık Ayçiçeği,1 Haziran,25 Temmuz
Karaman,Kazımkarabekir,Tohumluk Ayçiçeği,20 Haziran,10 Ağustos
Karaman,Kazımkarabekir,Kuş Fiği,20 Haziran,20 Temmuz
Karaman,Sarıveliler,Elma,15 Nisan,20 Mayıs
Karaman,Sarıveliler,Kiraz,10 Nisan,20 Nisan
Karaman,Sarıveliler,Geven,10 Ağustos,25 Ağustos
Karaman,Sarıveliler,Dağ Kekiği,10 Ağustos,30 Ağustos
Karaman,Sarıveliler,Adaçayı,20 Haziran,30 Temmuz
Karaman,Sarıveliler,Acıyavşan,10 Haziran,15 Temmuz
Karaman,Sarıveliler,Eşek Kekiği,10 Haziran,15 Temmuz
Karaman,Sarıveliler,Sığır Kuyruğu,10 Haziran,10 Temmuz
Karaman,Sarıveliler,Devedikeni,10 Haziran,10 Temmuz
Karaman,Sarıveliler,Şalba Türleri,15 Nisan,15 Mayıs
Karaman,Sarıveliler,Pembe Sarmaşık (Hevenk),1 Mayıs,20 Mayıs
Karaman,Sarıveliler,Kuş Fiği,20 Haziran,20 Temmuz
Karaman,Sarıveliler,Armut,20 Nisan,25 Temmuz
Karaman,Sarıveliler,Nar,10 Nisan,10 Mayıs
Karaman,Sarıveliler,Kuşburnu,10 Nisan,10 Mayıs
Karaman,Sarıveliler,Zeytin,6 Haziran,6 Temmuz
Karaman,Sarıveliler,İncir,15 Mayıs,30 Haziran
Karaman,Sarıveliler,Kızılcık,1 Mayıs,30 Haziran
Karaman,Sarıveliler,Şeftali,15 Mart,15 Nisan
Karaman,Sarıveliler,Kantaron,1 Haziran,16 Temmuz
Karaman,Sarıveliler,Fesleğen,25 Mayıs,21 Temmuz
Karaman,Sarıveliler,Kenger,6 Haziran,29 Temmuz
Karaman,Sarıveliler,Kardelen,26 Şubat,26 Mart
Karaman,Sarıveliler,Isırgan Otu,10 Nisan,25 Haziran
Karaman,Sarıveliler,Kırmızı Üçgül,10 Mayıs,10 Haziran
Karaman,Sarıveliler,Dağ Çayı,5 Haziran,50 Temmuz
