İl,İlçe,Bitki,Çiçeklenme Başlangıç,Çiçeklenme Bitiş
Siirt,Merkez,Kekik,15 Mayıs,01 Haziran
Siirt,Merkez,Badem,01 Nisan,15 Nisan
Siirt,Merkez,Gelincik,15 Nisan,01 Haziran
Siirt,Pervari,Geven,15 Mayıs,30 Haziran
Siirt,Pervari,Kekik,01 Haziran,30 Haziran
Siirt,Pervari,Tütsi,01 Haziran,30 Haziran
Siirt,Baykan,Geven,15 Mayıs,15 Haziran
Siirt,Eruh,Karacalı,15 Mayıs,15 Haziran
Siirt,Eruh,Hardal,15 Nisan,15 Mayıs
Siirt,Şirvan,Meşe,15 Haziran,01 Temmuz
Siirt,Tillo,Menengiç,01 Haziran,01 Temmuz
