İl,İlçe,Bitki,Çiçeklenme Başlangıç,Çiçeklenme Bitiş
Aksaray,Merkez,Akasya,15 Mayıs,10 Haziran
Aksaray,Merkez,Fiğ,10 Mayıs,15 Haziran
Aksaray,Merkez,Yonca,10 Mayıs,15 Haziran
Aksaray,Merkez,Keven,20 Mayıs,20 Haziran
Aksaray,Merkez,Kekik,20 Mayıs,20 Haziran
Aksaray,Eskil,Ayçiçeği,20 Haziran,10 Ağustos
Aksaray,Eskil,Ayçiçeği,1 Temmuz,10 Ağustos
Aksaray,Eskil,Kangal Dikeni,10 Temmuz,15 Ağustos
Aksaray,Eskil,Yonca,10 Mayıs,10 Ağustos
Aksaray,Ortaköy,Kekik,20 Haziran,20 Temmuz
Aksaray,Ortaköy,Keven,20 Haziran,20 Temmuz
Aksaray,Sultanhanı,Yonca,10 Mayıs,10 Ağustos
Aksaray,Sarıyahşi,Kangal Dikeni,25 Haziran,1 Ağustos
Aksaray,Ağaçören,Kekik,20 Haziran,20 Temmuz
Aksaray,Ağaçören,Keven,20 Haziran,20 Temmuz
Aksaray,Gülağaç,Kekik,20 Haziran,20 Temmuz
Aksaray,Gülağaç,Keven,20 Haziran,20 Temmuz
Aksaray,Gülağaç,Kabak,25 Haziran,10 Ağustos
Aksaray,Güzelyurt,Kekik,20 Haziran,20 Temmuz
Aksaray,Güzelyurt,Keven,20 Haziran,20 Temmuz
