İl,İlçe,Bitki,Çiçeklenme Başlangıç,Çiçeklenme Bitiş
Burdur,Ağlasun,Geven,1 Mayıs,1 Temmuz
Burdur,Altınyayla,Geven,15 Mayıs,15 Temmuz
Burdur,Bucak,Çörekotu,1 Haziran,30 Haziran
Burdur,Çavdır,Anason,15 Haziran,15 Temmuz
Burdur,Çavdır,Rezene,15 Haziran,15 Temmuz
Burdur,Çeltikçi,Kekik,1 Mayıs,1 Temmuz
Burdur,Çeltikçi,Geven,1 Mayıs,1 Temmuz
Burdur,Karamanlı,Anason,15 Haziran,15 Temmuz
Burdur,Kemer,Geven,1 Mayıs,1 Temmuz
Burdur,Merkez,Kırçiçekleri,1 Mayıs,1 Haziran
Burdur,Tefenni,Anason,15 Haziran,15 Temmuz
Burdur,Tefenni,Rezene,15 Haziran,15 Temmuz
Burdur,Yeşilova,Kırçiçekleri,1 Mayıs,1 Haziran
