İl,İlçe,Bitki,Çiçeklenme Başlangıç,Çiçeklenme Bitiş
Batman,Merkez,Akasya,10 Nisan,25 Nisan
Batman,Merkez,Üçgül,20 Nisan,1 Mayıs
Batman,Merkez,Hardal,20 Nisan,20 Mayıs
Batman,Merkez,Ballı Baba,10 Haziran,10 Temmuz
Batman,Merkez,Çakır Dikeni,1 Haziran,1 Temmuz
Batman,Merkez,Deve Dikeni,1 Temmuz,1 Ağustos
Batman,Merkez,Sütleyen,10 Ağustos,10 Eylül
Batman,Merkez,Topuz Dikeni,10 Temmuz,10 Ağustos
Batman,Hasankeyf,Badem,15 Mart,5 Nisan
Batman,Hasankeyf,Akasya,10 Nisan,25 Nisan
Batman,Hasankeyf,Üçgül,15 Nisan,30 Nisan
Batman,Hasankeyf,Hardal,15 Nisan,15 Mayıs
Batman,Hasankeyf,Çakır Dikeni,1 Haziran,1 Temmuz
Batman,Hasankeyf,Deve Dikeni,15 Haziran,15 Temmuz
Batman,Hasankeyf,Geven,15 Haziran,15 Temmuz
Batman,Hasankeyf,Topuz Dikeni,10 Temmuz,10 Ağustos
Batman,Hasankeyf,Kekik,20 Haziran,15 Temmuz
Batman,Gerçüş,Badem,16 Mart,5 Nisan
Batman,Gerçüş,Akasya,10 Nisan,25 Nisan
Batman,Gerçüş,Üçgül,15 Nisan,30 Nisan
Batman,Gerçüş,Hardal,15 Nisan,16 Mayıs
Batman,Gerçüş,Çakır Dikeni,1 Haziran,1 Temmuz
Batman,Gerçüş,Deve Dikeni,5 Haziran,5 Temmuz
Batman,Gerçüş,Topuz Dikeni,11 Temmuz,11 Ağustos
Batman,Gerçüş,Kekik,10 Haziran,15 Temmuz
Batman,Gerçüş,Geven,5 Haziran,15 Temmuz
Batman,Sason,Alıç,20 Nisan,5 Mayıs
Batman,Sason,Akasya,20 Nisan,5 Mayıs
Batman,Sason,Üçgül,25 Nisan,15 Mayıs
Batman,Sason,Hardal,20 Nisan,20 Mayıs
Batman,Sason,Ballı Baba,20 Haziran,20 Temmuz
Batman,Sason,Deve Dikeni,20 Haziran,20 Temmuz
Batman,Sason,Topuz Dikeni,20 Haziran,20 Temmuz
Batman,Sason,Tütsü,20 Haziran,20 Temmuz
Batman,Sason,Çakır Dikeni,20 Haziran,20 Temmuz
Batman,Sason,Kekik,1 Temmuz,1 Ağustos
Batman,Sason,Geven,1 Temmuz,1 Ağustos
Batman,Sason,Sütleyen,1 Ağustos,1 Eylül
Batman,Sason,Süpürge Otu,20 Temmuz,1 Eylül
Batman,Sason,Karagöz,1 Mayıs,1 Haziran
Batman,Kozluk,Alıç,20 Nisan,5 Mayıs
Batman,Kozluk,Akasya,20 Nisan,5 Mayıs
Batman,Kozluk,Üçgül,25 Nisan,15 Mayıs
Batman,Kozluk,Hardal,20 Nisan,20 Mayıs
Batman,Kozluk,Deve Dikeni,20 Haziran,20 Temmuz
Batman,Kozluk,Topuz Dikeni,20 Haziran,20 Temmuz
Batman,Kozluk,Türsü,20 Haziran,20 Temmuz
Batman,Kozluk,Kekik,1 Temmuz,1 Ağustos
Batman,Kozluk,Geven,1 Temmuz,1 Ağustos
Batman,Kozluk,Sütleyen,1 Ağustos,1 Eylül
Batman,Kozluk,Süpürge Otu,20 Temmuz,1 Eylül
Batman,Beşiri,Akasya,10 Nisan,25 Nisan
Batman,Beşiri,Üçgül,20 Nisan,1 Mayıs
Batman,Beşiri,Hardal,20 Nisan,20 Mayıs
Batman,Beşiri,Ballı Baba,10 Haziran,10 Temmuz
Batman,Beşiri,Çakır Dikeni,1 Haziran,1 Temmuz
Batman,Beşiri,Deve Dikeni,1 Temmuz,1 Ağustos
Batman,Beşiri,Sütleyen,10 Ağustos,10 Eylül
Batman,Beşiri,Topuz Dikeni,10 Temmuz,10 Ağustos
