İl,İlçe,Bitki,Çiçeklenme Başlangıç,Çiçeklenme Bitiş
Bursa,Zembil otu,Kırmızı Kantarın,15 Mayıs,15 Ağustos
Bursa,Zembil otu,Hindiba,15 Mayıs,15 Ağustos
Bursa,Zembil otu,Eğri Parmakotu,15 Mayıs,15 Ağustos
Bursa,Zembil otu,Saçaklı Beybunik,15 Mayıs,15 Temmuz
Bursa,Zembil otu,Kedi Dili,15 Mayıs,15 Temmuz
Bursa,Zembil otu,Çivit Otu,15 Mayıs,15 Temmuz
Bursa,Zembil otu,Gavur Biberi,15 Mayıs,15 Temmuz
Bursa,Zembil otu,Kirpit,15 Mayıs,15 Temmuz
Bursa,Zembil otu,Kara Çalı,15 Mayıs,15 Temmuz
Bursa,Zembil otu,Gelin Çarşafı,15 Mayıs,15 Temmuz
Bursa,Zembil otu,Akça Kesme,15 Mayıs,15 Haziran
Bursa,Zembil otu,Beyaz Laden,15 Mayıs,15 Haziran
Bursa,Zembil otu,Göbek Otu,15 Mayıs,15 Haziran
Bursa,Zembil otu,Tarak Mavisi,15 Mayıs,15 Haziran
Bursa,Zembil otu,Kanyaş,15 Mayıs,15 Kasım
Bursa,Zembil otu,Topalak,15 Mayıs,15 Eylül
Bursa,Zembil otu,Çoban Düdüğü,15 Haziran,15 Eylül
Bursa,Zembil otu,Çobankavurgası,15 Haziran,15 Eylül
Bursa,Zembil otu,Sürüsalkım,15 Haziran,15 Ağustos
Bursa,Zembil otu,Sabun Otu,15 Haziran,15 Ağustos
Bursa,Zembil otu,Sarılakotu,15 Haziran,15 Ağustos
Bursa,Zembil otu,Küt Pisikulağı,15 Haziran,15 Ağustos
Bursa,Zembil otu,Sumak,15 Haziran,15 Temmuz
Bursa,Zembil otu,Bilecik Düğmesi,15 Haziran,15 Temmuz
Bursa,Zembil otu,At Dikeni,15 Haziran,15 Temmuz
Bursa,Zembil otu,İt Üzümü,15 Haziran,15 Kasım
Bursa,Zembil otu,Tarla Pelemiri,15 Haziran,15 Ekim
Bursa,Zembil otu,Hasan Hüseyin Çiçeği,15 Temmuz,15 Eylül
Bursa,Zembil otu,Püren,15 Temmuz,15 Kasım
Bursa,Zembil otu,Duvar Sarmaşığı,15 Ağustos,15 Kasım
Bursa,Zembil otu,Güz Lalesi,15 Eylül,15 Kasım
Bursa,Orhangazi,Kestane,10 Haziran,30 Haziran
Bursa,Orhangazi,Ihlamur,10 Haziran,30 Haziran
Bursa,Orhangazi,Yonca,5 Mayıs,15 Mayıs
Bursa,Orhangazi,Korunga,10 Mayıs,20 Mayıs
Bursa,Orhangazi,Fiğ,15 Mayıs,25 Mayıs
Bursa,Osmangazi,Ballıbaba,15 Ocak,15 Mayıs
Bursa,Osmangazi,Karahindiba,15 Ocak,15 Mayıs
Bursa,Osmangazi,Dişbudak,15 Ocak,15 Mayıs
Bursa,Osmangazi,Kızılcık,15 Şubat,15 Mart
Bursa,Osmangazi,Karaağaç,15 Şubat,15 Mart
Bursa,Osmangazi,Fındık,15 Şubat,15 Mart
Bursa,Osmangazi,Şeftali,15 Mart,15 Nisan
Bursa,Osmangazi,Erik,15 Mart,15 Nisan
Bursa,Osmangazi,Kayısı,15 Mart,15 Nisan
Bursa,Osmangazi,Yonca,15 Nisan,15 Eylül
Bursa,Osmangazi,Fiğ,15 Nisan,15 Mayıs
Bursa,Osmangazi,Karabaş Otu,15 Nisan,15 Mayıs
Bursa,Osmangazi,Çiriş Otu,15 Nisan,15 Mayıs
Bursa,Osmangazi,Söğüt,15 Nisan,15 Mayıs
Bursa,Osmangazi,Bahar Püreni,15 Nisan,15 Mayıs
Bursa,Osmangazi,Pamucak,15 Nisan,15 Mayıs
Bursa,Osmangazi,Y. Akasya,15 Nisan,15 Mayıs
Bursa,Osmangazi,Yemişen,15 Nisan,15 Mayıs
Bursa,Osmangazi,Meşe,15 Nisan,15 Mayıs
Bursa,Osmangazi,Kiraz,15 Nisan,15 Mayıs
Bursa,Osmangazi,Elma,15 Nisan,15 Mayıs
Bursa,Osmangazi,Armut,15 Nisan,15 Mayıs
Bursa,Osmangazi,Ayva,15 Nisan,15 Mayıs
Bursa,Osmangazi,Sumak,15 Haziran,15 Temmuz
Bursa,Osmangazi,Ihlamur,15 Haziran,15 Temmuz
Bursa,Osmangazi,Kestane,15 Haziran,15 Temmuz
Bursa,Osmangazi,Sumak,15 Haziran,15 Temmuz
Bursa,Osmangazi,Böğürtlen,15 Mayıs,15 Ağustos
Bursa,Osmangazi,Kekik,15 Mayıs,15 Temmuz
Bursa,Osmangazi,Karaçalı,15 Mayıs,15 Haziran
Bursa,Osmangazi,Adaçayı,15 Mayıs,15 Haziran
Bursa,Osmangazi,Ahududu,15 Mayıs,15 Haziran
Bursa,Osmangazi,Davulga,15 Ekim,15 Şubat
Bursa,Osmangazi,Boz Ot,15 Ağustos,15 Eylül
Bursa,Yenişehir,Ballıbaba,15 Mart,20 Mayıs
Bursa,Yenişehir,Ayçiçeği,25 Haziran,20 Temmuz
Bursa,Yenişehir,Hardal,20 Mayıs,30 Haziran
Bursa,Yenişehir,Ihlamur,20 Mayıs,30 Haziran
Bursa,Yenişehir,Korunga,20 Mayıs,30 Haziran
Bursa,Yenişehir,Kır Yoncası,20 Mayıs,30 Ağustos
Bursa,Yenişehir,Kekik,20 Mayıs,30 Ağustos
Bursa,Yenişehir,Fasulye,20 Mayıs,30 Eylül
Bursa,Yenişehir,Söğüt,20 Nisan,30 Mayıs
Bursa,Yenişehir,Erik,20 Mart,30 Nisan
Bursa,Yıldırım,Armut,20 Nisan,1 Mayıs
Bursa,Yıldırım,Ayva,20 Nisan,1 Mayıs
Bursa,Yıldırım,Şeftari,10 Nisan,20 Nisan
Bursa,Yıldırım,Nektarin,10 Nisan,20 Nisan
Bursa,Yıldırım,Kestane,10 Haziran,30 Haziran
Bursa,Yıldırım,Ihlamur,10 Haziran,30 Haziran
Bursa,Yıldırım,Püren(Ilkbahar),15 Mart,10 Mayıs
Bursa,Yıldırım,Püren(Sonbahar),1 Eylül,30 Eylül
Bursa,Yıldırım,Davulga,15 Haziran,15 Temmuz
Bursa,Yıldırım,Çam Balı,15 Eylül,15 Ekim
Bursa,Yıldırım,Ballı Baba,10 Şubat,20 Mart
Bursa,Yıldırım,Karaçalı,15 Mayıs,30 Mayıs
Bursa,Yıldırım,Kiriş Otu,1 Mart,1 Nisan
Bursa,Yıldırım,Karabaş Çiçeği,1 Nisan,30 Mayıs
